-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: Medium
Daytime: Lunch
Iteration: 2
Look-ahead time: 90.0 sec
Execution time: -14285 msec
-------------------------------------
Time-interval 1: 14
Time-interval 2: 14
Time-interval 3: 6
Time-interval 4: 15
Time-interval 5: 11
Time-interval 6: 15
Time-interval 7: 17
Time-interval 8: 14
Time-interval 9: 15
Time-interval 10: 12
Time-interval 11: 12
Time-interval 12: 8
Time-interval 13: 11
Time-interval 14: 13
Time-interval 15: 17
Time-interval 16: 12
Time-interval 17: 19
Time-interval 18: 9
Time-interval 19: 14
Time-interval 20: 8
Time-interval 21: 10
Time-interval 22: 9
Time-interval 23: 8
Time-interval 24: 16
Time-interval 25: 17
Time-interval 26: 15
Time-interval 27: 17
Time-interval 28: 8
Time-interval 29: 12
Time-interval 30: 22
Time-interval 31: 15
Time-interval 32: 18
Time-interval 33: 18
Time-interval 34: 21
Time-interval 35: 15
Time-interval 36: 13
Time-interval 37: 17
Time-interval 38: 11
Time-interval 39: 16
Time-interval 40: 16
Time-interval 41: 18
Time-interval 42: 18
Time-interval 43: 14
Time-interval 44: 18
Time-interval 45: 17
Time-interval 46: 11
Time-interval 47: 11
Time-interval 48: 17
Time-interval 49: 21
Time-interval 50: 22
Time-interval 51: 16
Time-interval 52: 21
Time-interval 53: 13
Time-interval 54: 19
Time-interval 55: 15
Time-interval 56: 20
Time-interval 57: 7
Time-interval 58: 20
Time-interval 59: 9
Time-interval 60: 16
Time-interval 61: 19
Time-interval 62: 14
Time-interval 63: 14
Time-interval 64: 14
Time-interval 65: 14
Time-interval 66: 13
Time-interval 67: 8
Time-interval 68: 19
Time-interval 69: 12
Time-interval 70: 14
Time-interval 71: 16
Time-interval 72: 19
Time-interval 73: 18
Time-interval 74: 17
Time-interval 75: 28
Time-interval 76: 13
Time-interval 77: 25
Time-interval 78: 25
Time-interval 79: 25
Time-interval 80: 25
Time-interval 81: 24
Time-interval 82: 24
Time-interval 83: 20
Time-interval 84: 22
Time-interval 85: 17
Time-interval 86: 12
Time-interval 87: 24
Time-interval 88: 17
Time-interval 89: 18
Time-interval 90: 19
Time-interval 91: 12
Time-interval 92: 23
Time-interval 93: 22
Time-interval 94: 19
Time-interval 95: 25
Time-interval 96: 20
Time-interval 97: 23
Time-interval 98: 24
Time-interval 99: 27
Time-interval 100: 34
Time-interval 101: 16
Time-interval 102: 30
Time-interval 103: 26
Time-interval 104: 21
Time-interval 105: 25
Time-interval 106: 20
Time-interval 107: 38
Time-interval 108: 31
Time-interval 109: 20
Time-interval 110: 25
Time-interval 111: 25
Time-interval 112: 26
Time-interval 113: 30
Time-interval 114: 33
Time-interval 115: 32
Time-interval 116: 31
Time-interval 117: 33
Time-interval 118: 29
Time-interval 119: 34
Time-interval 120: 22
