-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: Medium
Daytime: Lunch
Iteration: 1
Look-ahead time: 90.0 sec
Execution time: -11615 msec
-------------------------------------
Time-interval 1: 13
Time-interval 2: 22
Time-interval 3: 10
Time-interval 4: 14
Time-interval 5: 12
Time-interval 6: 17
Time-interval 7: 11
Time-interval 8: 8
Time-interval 9: 11
Time-interval 10: 10
Time-interval 11: 14
Time-interval 12: 9
Time-interval 13: 12
Time-interval 14: 16
Time-interval 15: 12
Time-interval 16: 13
Time-interval 17: 16
Time-interval 18: 12
Time-interval 19: 19
Time-interval 20: 9
Time-interval 21: 13
Time-interval 22: 19
Time-interval 23: 10
Time-interval 24: 14
Time-interval 25: 18
Time-interval 26: 12
Time-interval 27: 12
Time-interval 28: 16
Time-interval 29: 14
Time-interval 30: 20
Time-interval 31: 24
Time-interval 32: 13
Time-interval 33: 19
Time-interval 34: 18
Time-interval 35: 19
Time-interval 36: 17
Time-interval 37: 24
Time-interval 38: 18
Time-interval 39: 12
Time-interval 40: 19
Time-interval 41: 12
Time-interval 42: 16
Time-interval 43: 17
Time-interval 44: 20
Time-interval 45: 13
Time-interval 46: 14
Time-interval 47: 10
Time-interval 48: 13
Time-interval 49: 15
Time-interval 50: 22
Time-interval 51: 15
Time-interval 52: 11
Time-interval 53: 17
Time-interval 54: 14
Time-interval 55: 18
Time-interval 56: 14
Time-interval 57: 15
Time-interval 58: 21
Time-interval 59: 20
Time-interval 60: 21
Time-interval 61: 19
Time-interval 62: 12
Time-interval 63: 15
Time-interval 64: 7
Time-interval 65: 19
Time-interval 66: 27
Time-interval 67: 19
Time-interval 68: 24
Time-interval 69: 17
Time-interval 70: 17
Time-interval 71: 20
Time-interval 72: 17
Time-interval 73: 22
Time-interval 74: 17
Time-interval 75: 13
Time-interval 76: 22
Time-interval 77: 17
Time-interval 78: 24
Time-interval 79: 18
Time-interval 80: 23
Time-interval 81: 15
Time-interval 82: 17
Time-interval 83: 23
Time-interval 84: 19
Time-interval 85: 14
Time-interval 86: 16
Time-interval 87: 13
Time-interval 88: 25
Time-interval 89: 16
Time-interval 90: 14
Time-interval 91: 19
Time-interval 92: 15
Time-interval 93: 29
Time-interval 94: 17
Time-interval 95: 17
Time-interval 96: 32
Time-interval 97: 14
Time-interval 98: 19
Time-interval 99: 18
Time-interval 100: 21
Time-interval 101: 22
Time-interval 102: 24
Time-interval 103: 19
Time-interval 104: 19
Time-interval 105: 26
Time-interval 106: 14
Time-interval 107: 21
Time-interval 108: 17
Time-interval 109: 16
Time-interval 110: 19
Time-interval 111: 24
Time-interval 112: 26
Time-interval 113: 14
Time-interval 114: 25
Time-interval 115: 15
Time-interval 116: 18
Time-interval 117: 15
Time-interval 118: 27
Time-interval 119: 16
Time-interval 120: 21
18090
