-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: Medium
Daytime: Lunch
Iteration: 2
Look-ahead time: 15.0 sec
Execution time: -15310 msec
-------------------------------------
Time-interval 1: 4
Time-interval 2: 9
Time-interval 3: 5
Time-interval 4: 9
Time-interval 5: 5
Time-interval 6: 7
Time-interval 7: 7
Time-interval 8: 3
Time-interval 9: 4
Time-interval 10: 9
Time-interval 11: 12
Time-interval 12: 5
Time-interval 13: 8
Time-interval 14: 3
Time-interval 15: 6
Time-interval 16: 6
Time-interval 17: 15
Time-interval 18: 13
Time-interval 19: 10
Time-interval 20: 9
Time-interval 21: 4
Time-interval 22: 8
Time-interval 23: 8
Time-interval 24: 7
Time-interval 25: 8
Time-interval 26: 10
Time-interval 27: 11
Time-interval 28: 7
Time-interval 29: 6
Time-interval 30: 13
Time-interval 31: 6
Time-interval 32: 7
Time-interval 33: 7
Time-interval 34: 12
Time-interval 35: 6
Time-interval 36: 8
Time-interval 37: 8
Time-interval 38: 10
Time-interval 39: 11
Time-interval 40: 12
Time-interval 41: 10
Time-interval 42: 13
Time-interval 43: 15
Time-interval 44: 10
Time-interval 45: 13
Time-interval 46: 6
Time-interval 47: 3
Time-interval 48: 6
Time-interval 49: 13
Time-interval 50: 14
Time-interval 51: 8
Time-interval 52: 8
Time-interval 53: 8
Time-interval 54: 4
Time-interval 55: 12
Time-interval 56: 10
Time-interval 57: 15
Time-interval 58: 8
Time-interval 59: 11
Time-interval 60: 6
Time-interval 61: 7
Time-interval 62: 5
Time-interval 63: 5
Time-interval 64: 8
Time-interval 65: 10
Time-interval 66: 10
Time-interval 67: 15
Time-interval 68: 11
Time-interval 69: 11
Time-interval 70: 8
Time-interval 71: 13
Time-interval 72: 10
Time-interval 73: 9
Time-interval 74: 13
Time-interval 75: 5
Time-interval 76: 7
Time-interval 77: 13
Time-interval 78: 7
Time-interval 79: 10
Time-interval 80: 13
Time-interval 81: 7
Time-interval 82: 6
Time-interval 83: 4
Time-interval 84: 7
Time-interval 85: 8
Time-interval 86: 16
Time-interval 87: 18
Time-interval 88: 15
Time-interval 89: 12
Time-interval 90: 11
Time-interval 91: 10
Time-interval 92: 7
Time-interval 93: 7
Time-interval 94: 10
Time-interval 95: 9
Time-interval 96: 11
Time-interval 97: 11
Time-interval 98: 12
Time-interval 99: 14
Time-interval 100: 15
Time-interval 101: 14
Time-interval 102: 10
Time-interval 103: 10
Time-interval 104: 12
Time-interval 105: 11
Time-interval 106: 9
Time-interval 107: 9
Time-interval 108: 11
Time-interval 109: 8
Time-interval 110: 13
Time-interval 111: 10
Time-interval 112: 10
Time-interval 113: 15
Time-interval 114: 6
Time-interval 115: 8
Time-interval 116: 4
Time-interval 117: 9
Time-interval 118: 9
Time-interval 119: 9
Time-interval 120: 8
