-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: Medium
Daytime: Lunch
Iteration: 1
Look-ahead time: 15.0 sec
Execution time: -11482 msec
-------------------------------------
Time-interval 1: 5
Time-interval 2: 7
Time-interval 3: 5
Time-interval 4: 6
Time-interval 5: 5
Time-interval 6: 5
Time-interval 7: 7
Time-interval 8: 6
Time-interval 9: 5
Time-interval 10: 9
Time-interval 11: 6
Time-interval 12: 8
Time-interval 13: 5
Time-interval 14: 7
Time-interval 15: 5
Time-interval 16: 5
Time-interval 17: 4
Time-interval 18: 4
Time-interval 19: 10
Time-interval 20: 8
Time-interval 21: 6
Time-interval 22: 9
Time-interval 23: 3
Time-interval 24: 3
Time-interval 25: 7
Time-interval 26: 7
Time-interval 27: 13
Time-interval 28: 4
Time-interval 29: 11
Time-interval 30: 8
Time-interval 31: 10
Time-interval 32: 7
Time-interval 33: 10
Time-interval 34: 6
Time-interval 35: 11
Time-interval 36: 9
Time-interval 37: 11
Time-interval 38: 8
Time-interval 39: 10
Time-interval 40: 10
Time-interval 41: 5
Time-interval 42: 12
Time-interval 43: 10
Time-interval 44: 13
Time-interval 45: 4
Time-interval 46: 13
Time-interval 47: 9
Time-interval 48: 11
Time-interval 49: 6
Time-interval 50: 10
Time-interval 51: 8
Time-interval 52: 10
Time-interval 53: 8
Time-interval 54: 8
Time-interval 55: 8
Time-interval 56: 14
Time-interval 57: 13
Time-interval 58: 6
Time-interval 59: 7
Time-interval 60: 8
Time-interval 61: 16
Time-interval 62: 3
Time-interval 63: 10
Time-interval 64: 8
Time-interval 65: 9
Time-interval 66: 15
Time-interval 67: 15
Time-interval 68: 3
Time-interval 69: 13
Time-interval 70: 11
Time-interval 71: 4
Time-interval 72: 10
Time-interval 73: 6
Time-interval 74: 5
Time-interval 75: 11
Time-interval 76: 11
Time-interval 77: 13
Time-interval 78: 9
Time-interval 79: 8
Time-interval 80: 13
Time-interval 81: 12
Time-interval 82: 11
Time-interval 83: 14
Time-interval 84: 12
Time-interval 85: 10
Time-interval 86: 7
Time-interval 87: 6
Time-interval 88: 9
Time-interval 89: 12
Time-interval 90: 9
Time-interval 91: 10
Time-interval 92: 14
Time-interval 93: 8
Time-interval 94: 10
Time-interval 95: 9
Time-interval 96: 14
Time-interval 97: 10
Time-interval 98: 16
Time-interval 99: 7
Time-interval 100: 2
Time-interval 101: 14
Time-interval 102: 12
Time-interval 103: 12
Time-interval 104: 11
Time-interval 105: 14
Time-interval 106: 12
Time-interval 107: 9
Time-interval 108: 8
Time-interval 109: 11
Time-interval 110: 9
Time-interval 111: 10
Time-interval 112: 14
Time-interval 113: 16
Time-interval 114: 9
Time-interval 115: 11
Time-interval 116: 12
Time-interval 117: 14
Time-interval 118: 12
Time-interval 119: 10
Time-interval 120: 8
18090
