-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: Medium
Daytime: Lunch
Iteration: 2
Look-ahead time: 30.0 sec
Execution time: -10805 msec
-------------------------------------
Time-interval 1: 3
Time-interval 2: 1
Time-interval 3: 3
Time-interval 4: 3
Time-interval 5: 3
Time-interval 6: 1
Time-interval 7: 1
Time-interval 8: 1
Time-interval 9: 1
Time-interval 10: 4
Time-interval 11: 3
Time-interval 12: 2
Time-interval 13: 0
Time-interval 14: 3
Time-interval 15: 0
Time-interval 16: 2
Time-interval 17: 1
Time-interval 18: 1
Time-interval 19: 1
Time-interval 20: 1
Time-interval 21: 1
Time-interval 22: 2
Time-interval 23: 4
Time-interval 24: 3
Time-interval 25: 3
Time-interval 26: 1
Time-interval 27: 3
Time-interval 28: 4
Time-interval 29: 2
Time-interval 30: 0
Time-interval 31: 2
Time-interval 32: 0
Time-interval 33: 1
Time-interval 34: 3
Time-interval 35: 0
Time-interval 36: 1
Time-interval 37: 1
Time-interval 38: 2
Time-interval 39: 1
Time-interval 40: 1
Time-interval 41: 0
Time-interval 42: 2
Time-interval 43: 1
Time-interval 44: 4
Time-interval 45: 2
Time-interval 46: 3
Time-interval 47: 4
Time-interval 48: 4
Time-interval 49: 3
Time-interval 50: 1
Time-interval 51: 2
Time-interval 52: 1
Time-interval 53: 1
Time-interval 54: 0
Time-interval 55: 0
Time-interval 56: 0
Time-interval 57: 2
Time-interval 58: 2
Time-interval 59: 5
Time-interval 60: 5
Time-interval 61: 0
Time-interval 62: 0
Time-interval 63: 3
Time-interval 64: 3
Time-interval 65: 1
Time-interval 66: 2
Time-interval 67: 5
Time-interval 68: 1
Time-interval 69: 0
Time-interval 70: 3
Time-interval 71: 2
Time-interval 72: 3
Time-interval 73: 3
Time-interval 74: 2
Time-interval 75: 1
Time-interval 76: 1
Time-interval 77: 2
Time-interval 78: 3
Time-interval 79: 2
Time-interval 80: 2
Time-interval 81: 4
Time-interval 82: 4
Time-interval 83: 5
Time-interval 84: 2
Time-interval 85: 2
Time-interval 86: 10
Time-interval 87: 4
Time-interval 88: 3
Time-interval 89: 3
Time-interval 90: 3
Time-interval 91: 7
Time-interval 92: 4
Time-interval 93: 2
Time-interval 94: 5
Time-interval 95: 2
Time-interval 96: 2
Time-interval 97: 9
Time-interval 98: 1
Time-interval 99: 1
Time-interval 100: 6
Time-interval 101: 1
Time-interval 102: 0
Time-interval 103: 1
Time-interval 104: 3
Time-interval 105: 2
Time-interval 106: 1
Time-interval 107: 1
Time-interval 108: 1
Time-interval 109: 2
Time-interval 110: 6
Time-interval 111: 2
Time-interval 112: 1
Time-interval 113: 1
Time-interval 114: 2
Time-interval 115: 2
Time-interval 116: 1
Time-interval 117: 1
Time-interval 118: 4
Time-interval 119: 5
Time-interval 120: 6
18046
