-------------------------------------
Air Traffic Density Analysis.
Flight concept: Layers
Air traffic density: Medium
Daytime: Lunch
Iteration: 1
Execution time: 27 msec
-------------------------------------
Time 1: 2.3245000062699136E-10
Time 2: 2.3406133848778024E-10
Time 3: 2.3168595171929434E-10
Time 4: 2.3689654943719067E-10
Time 5: 2.3314807284832634E-10
Time 6: 2.332141218509818E-10
Time 7: 2.434788181982581E-10
Time 8: 2.3752063292030934E-10
Time 9: 2.386522280004428E-10
Time 10: 2.305887692869333E-10
Time 11: 2.329581257424955E-10
Time 12: 2.2665975137440522E-10
Time 13: 2.2303814304196805E-10
Time 14: 2.2296834633152907E-10
Time 15: 2.2860039678347814E-10
Time 16: 2.3028359219046613E-10
Time 17: 2.229784227149597E-10
Time 18: 2.295231774862123E-10
Time 19: 2.26039509396612E-10
Time 20: 2.3290119679871897E-10
Time 21: 2.3741718188948627E-10
Time 22: 2.405673893641454E-10
Time 23: 2.3601176668023295E-10
Time 24: 2.4229301178967863E-10
Time 25: 2.391130023633182E-10
Time 26: 2.4163271844875417E-10
Time 27: 2.4584451659558555E-10
Time 28: 2.442147224036328E-10
Time 29: 2.451784024593295E-10
Time 30: 2.4428928707224544E-10
Time 31: 2.50739301893124E-10
Time 32: 2.4829155306537104E-10
Time 33: 2.4505190946757E-10
Time 34: 2.4431777426246587E-10
Time 35: 2.5668339020490033E-10
Time 36: 2.4108470180941143E-10
Time 37: 2.341066025171844E-10
Time 38: 2.2268496981089836E-10
Time 39: 2.2765777462425306E-10
Time 40: 2.365424653263576E-10
Time 41: 2.2954021461979958E-10
Time 42: 2.428094596198372E-10
Time 43: 2.405083597018871E-10
Time 44: 2.401102069943554E-10
Time 45: 2.4349508951956624E-10
Time 46: 2.450980880211018E-10
Time 47: 2.438846696743299E-10
Time 48: 2.5027624199037154E-10
Time 49: 2.4443098767731475E-10
Time 50: 2.4989914406797833E-10
Time 51: 2.4431445918368913E-10
Time 52: 2.483359722163594E-10
Time 53: 2.557159174004832E-10
Time 54: 2.4602408217357146E-10
Time 55: 2.5287579929093376E-10
Time 56: 2.504973510016111E-10
Time 57: 2.438174543295667E-10
Time 58: 2.2904168515930354E-10
Time 59: 2.3033898831262163E-10
Time 60: 2.4291126170442366E-10
Time 61: 2.3326750460176606E-10
Time 62: 2.3762657461400437E-10
Time 63: 2.382875604626127E-10
Time 64: 2.3590815694493547E-10
Time 65: 2.393579599982033E-10
Time 66: 2.4711471240320063E-10
Time 67: 2.466043766480268E-10
Time 68: 2.4733138927852914E-10
Time 69: 2.4647315746187507E-10
Time 70: 2.498497969211014E-10
Time 71: 2.5719668644783875E-10
Time 72: 2.610560539386187E-10
Time 73: 2.519692249610907E-10
Time 74: 2.552287063766908E-10
Time 75: 2.590579679151178E-10
Time 76: 2.5411730908634025E-10
Time 77: 2.5811771353032757E-10
Time 78: 2.467672398150664E-10
Time 79: 2.4501649859164515E-10
Time 80: 2.483609468587415E-10
Time 81: 2.507035169007145E-10
Time 82: 2.376810558578034E-10
Time 83: 2.4532102845052396E-10
Time 84: 2.475133113602734E-10
Time 85: 2.442695652727715E-10
Time 86: 2.494342634708365E-10
Time 87: 2.540849195367551E-10
Time 88: 2.312312413758449E-10
Time 89: 2.4116346653176866E-10
Time 90: 2.479400201838466E-10
Time 91: 2.542557995952149E-10
Time 92: 2.551659258731565E-10
Time 93: 2.540959366126774E-10
Time 94: 2.581269081101496E-10
Time 95: 2.5246486319961243E-10
Time 96: 2.477654355765852E-10
Time 97: 2.4507892425986905E-10
Time 98: 2.4668322422758434E-10
Time 99: 2.579463387690353E-10
Time 100: 2.582403438713314E-10
Time 101: 2.6075694936191577E-10
Time 102: 2.4614322753862793E-10
Time 103: 2.528035228136489E-10
Time 104: 2.4861450885093E-10
Time 105: 2.54779572597117E-10
Time 106: 2.5618618809033693E-10
Time 107: 2.60154166004481E-10
Time 108: 2.618298711800707E-10
Time 109: 2.600294602886346E-10
Time 110: 2.5723089791675155E-10
Time 111: 2.509787150571064E-10
Time 112: 2.518740411059305E-10
Time 113: 2.3812645940042235E-10
Time 114: 2.5290135803487843E-10
Time 115: 2.403499144773417E-10
Time 116: 2.527255251894416E-10
Time 117: 2.452478274785884E-10
Time 118: 2.48605071081756E-10
Time 119: 2.515403744018742E-10
Time 120: 2.3078308887055404E-10
