-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: Medium
Daytime: Lunch
Iteration: 2
Look-ahead time: 90.0 sec
Execution time: -16006 msec
-------------------------------------
Time-interval 1: 11
Time-interval 2: 15
Time-interval 3: 10
Time-interval 4: 9
Time-interval 5: 16
Time-interval 6: 13
Time-interval 7: 11
Time-interval 8: 13
Time-interval 9: 12
Time-interval 10: 17
Time-interval 11: 12
Time-interval 12: 13
Time-interval 13: 17
Time-interval 14: 13
Time-interval 15: 11
Time-interval 16: 10
Time-interval 17: 8
Time-interval 18: 13
Time-interval 19: 20
Time-interval 20: 10
Time-interval 21: 14
Time-interval 22: 17
Time-interval 23: 16
Time-interval 24: 9
Time-interval 25: 7
Time-interval 26: 12
Time-interval 27: 24
Time-interval 28: 12
Time-interval 29: 7
Time-interval 30: 5
Time-interval 31: 13
Time-interval 32: 16
Time-interval 33: 10
Time-interval 34: 9
Time-interval 35: 12
Time-interval 36: 16
Time-interval 37: 15
Time-interval 38: 11
Time-interval 39: 15
Time-interval 40: 12
Time-interval 41: 19
Time-interval 42: 11
Time-interval 43: 10
Time-interval 44: 7
Time-interval 45: 19
Time-interval 46: 15
Time-interval 47: 19
Time-interval 48: 15
Time-interval 49: 7
Time-interval 50: 11
Time-interval 51: 7
Time-interval 52: 16
Time-interval 53: 12
Time-interval 54: 12
Time-interval 55: 12
Time-interval 56: 13
Time-interval 57: 21
Time-interval 58: 9
Time-interval 59: 15
Time-interval 60: 14
Time-interval 61: 16
Time-interval 62: 19
Time-interval 63: 14
Time-interval 64: 13
Time-interval 65: 15
Time-interval 66: 14
Time-interval 67: 13
Time-interval 68: 20
Time-interval 69: 15
Time-interval 70: 17
Time-interval 71: 8
Time-interval 72: 15
Time-interval 73: 10
Time-interval 74: 16
Time-interval 75: 13
Time-interval 76: 17
Time-interval 77: 12
Time-interval 78: 11
Time-interval 79: 18
Time-interval 80: 16
Time-interval 81: 16
Time-interval 82: 13
Time-interval 83: 20
Time-interval 84: 15
Time-interval 85: 20
Time-interval 86: 10
Time-interval 87: 12
Time-interval 88: 13
Time-interval 89: 18
Time-interval 90: 17
Time-interval 91: 9
Time-interval 92: 17
Time-interval 93: 21
Time-interval 94: 12
Time-interval 95: 24
Time-interval 96: 15
Time-interval 97: 20
Time-interval 98: 18
Time-interval 99: 12
Time-interval 100: 18
Time-interval 101: 16
Time-interval 102: 21
Time-interval 103: 22
Time-interval 104: 22
Time-interval 105: 11
Time-interval 106: 18
Time-interval 107: 10
Time-interval 108: 20
Time-interval 109: 19
Time-interval 110: 11
Time-interval 111: 17
Time-interval 112: 22
Time-interval 113: 13
Time-interval 114: 18
Time-interval 115: 18
Time-interval 116: 15
Time-interval 117: 26
Time-interval 118: 22
Time-interval 119: 23
Time-interval 120: 19
