-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: Medium
Daytime: Morning
Iteration: 1
Look-ahead time: 300.0 sec
Execution time: -9821 msec
-------------------------------------
Time-interval 1: 1
Time-interval 2: 4
Time-interval 3: 0
Time-interval 4: 7
Time-interval 5: 3
Time-interval 6: 3
Time-interval 7: 7
Time-interval 8: 9
Time-interval 9: 4
Time-interval 10: 5
Time-interval 11: 9
Time-interval 12: 4
Time-interval 13: 7
Time-interval 14: 3
Time-interval 15: 9
Time-interval 16: 7
Time-interval 17: 4
Time-interval 18: 7
Time-interval 19: 6
Time-interval 20: 3
Time-interval 21: 5
Time-interval 22: 4
Time-interval 23: 7
Time-interval 24: 5
Time-interval 25: 4
Time-interval 26: 9
Time-interval 27: 1
Time-interval 28: 3
Time-interval 29: 5
Time-interval 30: 3
Time-interval 31: 6
Time-interval 32: 5
Time-interval 33: 4
Time-interval 34: 3
Time-interval 35: 7
Time-interval 36: 5
Time-interval 37: 7
Time-interval 38: 3
Time-interval 39: 7
Time-interval 40: 5
Time-interval 41: 4
Time-interval 42: 4
Time-interval 43: 6
Time-interval 44: 8
Time-interval 45: 9
Time-interval 46: 6
Time-interval 47: 3
Time-interval 48: 2
Time-interval 49: 3
Time-interval 50: 4
Time-interval 51: 6
Time-interval 52: 3
Time-interval 53: 7
Time-interval 54: 5
Time-interval 55: 10
Time-interval 56: 2
Time-interval 57: 6
Time-interval 58: 3
Time-interval 59: 5
Time-interval 60: 7
Time-interval 61: 3
Time-interval 62: 5
Time-interval 63: 7
Time-interval 64: 6
Time-interval 65: 3
Time-interval 66: 3
Time-interval 67: 3
Time-interval 68: 3
Time-interval 69: 1
Time-interval 70: 7
Time-interval 71: 3
Time-interval 72: 6
Time-interval 73: 3
Time-interval 74: 11
Time-interval 75: 3
Time-interval 76: 7
Time-interval 77: 1
Time-interval 78: 5
Time-interval 79: 4
Time-interval 80: 2
Time-interval 81: 4
Time-interval 82: 3
Time-interval 83: 3
Time-interval 84: 5
Time-interval 85: 3
Time-interval 86: 5
Time-interval 87: 11
Time-interval 88: 3
Time-interval 89: 5
Time-interval 90: 6
Time-interval 91: 4
Time-interval 92: 9
Time-interval 93: 3
Time-interval 94: 4
Time-interval 95: 9
Time-interval 96: 7
Time-interval 97: 5
Time-interval 98: 9
Time-interval 99: 7
Time-interval 100: 2
Time-interval 101: 4
Time-interval 102: 9
Time-interval 103: 8
Time-interval 104: 6
Time-interval 105: 3
Time-interval 106: 8
Time-interval 107: 2
Time-interval 108: 3
Time-interval 109: 6
Time-interval 110: 6
Time-interval 111: 7
Time-interval 112: 6
Time-interval 113: 3
Time-interval 114: 6
Time-interval 115: 4
Time-interval 116: 4
Time-interval 117: 5
Time-interval 118: 6
Time-interval 119: 11
Time-interval 120: 3
17498
