-------------------------------------
Air Traffic Density Analysis.
Flight concept: FullMix
Air traffic density: Medium
Daytime: Morning
Iteration: 2
Execution time: 29 msec
-------------------------------------
Time 1: 2.678548974011786E-10
Time 2: 2.643105333924106E-10
Time 3: 2.622635210024864E-10
Time 4: 2.605226531811685E-10
Time 5: 2.644820634148085E-10
Time 6: 2.668132372769914E-10
Time 7: 2.654242617223061E-10
Time 8: 2.696304842671141E-10
Time 9: 2.690985994165561E-10
Time 10: 2.7620763875333837E-10
Time 11: 2.728012939583962E-10
Time 12: 2.739077550886385E-10
Time 13: 2.7652145017136627E-10
Time 14: 2.765330117966026E-10
Time 15: 2.7486973833673783E-10
Time 16: 2.7466957227175063E-10
Time 17: 2.7987450635346714E-10
Time 18: 2.7787522141538263E-10
Time 19: 2.7558843841824125E-10
Time 20: 2.7322350493872925E-10
Time 21: 2.7440002907598123E-10
Time 22: 2.6641638780166696E-10
Time 23: 2.559493427101646E-10
Time 24: 2.638131620242017E-10
Time 25: 2.6048992619976496E-10
Time 26: 2.676999103789471E-10
Time 27: 2.664611635474415E-10
Time 28: 2.702106365627344E-10
Time 29: 2.717132000214241E-10
Time 30: 2.709357458632633E-10
Time 31: 2.7152810918303357E-10
Time 32: 2.7169154920396754E-10
Time 33: 2.7468179960552065E-10
Time 34: 2.738576396274497E-10
Time 35: 2.750602793732338E-10
Time 36: 2.687348348528899E-10
Time 37: 2.7770268008415025E-10
Time 38: 2.824686456779848E-10
Time 39: 2.742549739967755E-10
Time 40: 2.702429250811401E-10
Time 41: 2.6765735065401497E-10
Time 42: 2.691892540549655E-10
Time 43: 2.68855514051059E-10
Time 44: 2.665329794091887E-10
Time 45: 2.6877484585405733E-10
Time 46: 2.7045535729957296E-10
Time 47: 2.7047345152974265E-10
Time 48: 2.751388699971158E-10
Time 49: 2.789625669872681E-10
Time 50: 2.802114410212368E-10
Time 51: 2.7984708439410097E-10
Time 52: 2.7787937118694174E-10
Time 53: 2.769058210089473E-10
Time 54: 2.7605264616135624E-10
Time 55: 2.7885413824858615E-10
Time 56: 2.7406989844023405E-10
Time 57: 2.7818498838313463E-10
Time 58: 2.7548424593920817E-10
Time 59: 2.762552619069755E-10
Time 60: 2.7881119823392246E-10
Time 61: 2.7737938232599984E-10
Time 62: 2.736392025538318E-10
Time 63: 2.686430627758933E-10
Time 64: 2.7227866470342914E-10
Time 65: 2.711303690012895E-10
Time 66: 2.708963533661145E-10
Time 67: 2.7164003886325767E-10
Time 68: 2.706647399169818E-10
Time 69: 2.750165258262071E-10
Time 70: 2.7835523764577424E-10
Time 71: 2.7672402372744083E-10
Time 72: 2.7680162800751804E-10
Time 73: 2.7345699161529114E-10
Time 74: 2.7444413820360005E-10
Time 75: 2.748381621701448E-10
Time 76: 2.727827162268212E-10
Time 77: 2.700966081001749E-10
Time 78: 2.708065705526978E-10
Time 79: 2.719921453158657E-10
Time 80: 2.7029074559404665E-10
Time 81: 2.6961640420823534E-10
Time 82: 2.7022838777276106E-10
Time 83: 2.7714204471271097E-10
Time 84: 2.7562558547884647E-10
Time 85: 2.7680551375715976E-10
Time 86: 2.820681225779907E-10
Time 87: 2.839926032538413E-10
Time 88: 2.8384549454049036E-10
Time 89: 2.8249744420469474E-10
Time 90: 2.787795333043E-10
Time 91: 2.828662800376991E-10
Time 92: 2.8277683146865956E-10
Time 93: 2.8493489670621667E-10
Time 94: 2.898633423906758E-10
Time 95: 2.840974132880285E-10
Time 96: 2.898359028322713E-10
Time 97: 2.8361645751725373E-10
Time 98: 2.803505894001106E-10
Time 99: 2.755032277353743E-10
Time 100: 2.803123796524994E-10
Time 101: 2.715386985322107E-10
Time 102: 2.7970878955246483E-10
Time 103: 2.795879809193857E-10
Time 104: 2.800144247055412E-10
Time 105: 2.849669563839162E-10
Time 106: 2.887837256990683E-10
Time 107: 2.9214011395453695E-10
Time 108: 2.848677049981774E-10
Time 109: 2.910573684549296E-10
Time 110: 2.9167246657913743E-10
Time 111: 2.8569428708090594E-10
Time 112: 2.8406490356668106E-10
Time 113: 2.7528588384326873E-10
Time 114: 2.6837696408400664E-10
Time 115: 2.71133467671592E-10
Time 116: 2.6699472659564596E-10
Time 117: 2.6897331801176687E-10
Time 118: 2.706271474124814E-10
Time 119: 2.6992827733391283E-10
Time 120: 2.6711020180685175E-10
