-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: Medium
Daytime: Morning
Iteration: 1
Look-ahead time: 300.0 sec
Execution time: -12802 msec
-------------------------------------
Time-interval 1: 0
Time-interval 2: 7
Time-interval 3: 1
Time-interval 4: 8
Time-interval 5: 5
Time-interval 6: 4
Time-interval 7: 6
Time-interval 8: 8
Time-interval 9: 4
Time-interval 10: 5
Time-interval 11: 11
Time-interval 12: 4
Time-interval 13: 7
Time-interval 14: 4
Time-interval 15: 9
Time-interval 16: 6
Time-interval 17: 4
Time-interval 18: 5
Time-interval 19: 5
Time-interval 20: 2
Time-interval 21: 4
Time-interval 22: 5
Time-interval 23: 6
Time-interval 24: 5
Time-interval 25: 4
Time-interval 26: 8
Time-interval 27: 3
Time-interval 28: 3
Time-interval 29: 4
Time-interval 30: 3
Time-interval 31: 5
Time-interval 32: 6
Time-interval 33: 6
Time-interval 34: 5
Time-interval 35: 6
Time-interval 36: 3
Time-interval 37: 8
Time-interval 38: 2
Time-interval 39: 5
Time-interval 40: 6
Time-interval 41: 4
Time-interval 42: 4
Time-interval 43: 6
Time-interval 44: 8
Time-interval 45: 8
Time-interval 46: 6
Time-interval 47: 4
Time-interval 48: 1
Time-interval 49: 3
Time-interval 50: 3
Time-interval 51: 5
Time-interval 52: 2
Time-interval 53: 7
Time-interval 54: 4
Time-interval 55: 9
Time-interval 56: 0
Time-interval 57: 5
Time-interval 58: 3
Time-interval 59: 6
Time-interval 60: 6
Time-interval 61: 2
Time-interval 62: 8
Time-interval 63: 3
Time-interval 64: 4
Time-interval 65: 2
Time-interval 66: 4
Time-interval 67: 2
Time-interval 68: 4
Time-interval 69: 2
Time-interval 70: 5
Time-interval 71: 3
Time-interval 72: 6
Time-interval 73: 3
Time-interval 74: 9
Time-interval 75: 3
Time-interval 76: 6
Time-interval 77: 2
Time-interval 78: 6
Time-interval 79: 5
Time-interval 80: 2
Time-interval 81: 4
Time-interval 82: 3
Time-interval 83: 4
Time-interval 84: 5
Time-interval 85: 1
Time-interval 86: 5
Time-interval 87: 11
Time-interval 88: 4
Time-interval 89: 5
Time-interval 90: 8
Time-interval 91: 2
Time-interval 92: 8
Time-interval 93: 3
Time-interval 94: 3
Time-interval 95: 10
Time-interval 96: 7
Time-interval 97: 4
Time-interval 98: 8
Time-interval 99: 7
Time-interval 100: 1
Time-interval 101: 4
Time-interval 102: 10
Time-interval 103: 7
Time-interval 104: 5
Time-interval 105: 4
Time-interval 106: 10
Time-interval 107: 3
Time-interval 108: 3
Time-interval 109: 5
Time-interval 110: 6
Time-interval 111: 9
Time-interval 112: 7
Time-interval 113: 3
Time-interval 114: 6
Time-interval 115: 4
Time-interval 116: 5
Time-interval 117: 5
Time-interval 118: 5
Time-interval 119: 11
Time-interval 120: 4
