-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: Medium
Daytime: Morning
Iteration: 1
Look-ahead time: 60.0 sec
Execution time: -12790 msec
-------------------------------------
Time-interval 1: 0
Time-interval 2: 2
Time-interval 3: 2
Time-interval 4: 2
Time-interval 5: 2
Time-interval 6: 7
Time-interval 7: 6
Time-interval 8: 2
Time-interval 9: 2
Time-interval 10: 4
Time-interval 11: 3
Time-interval 12: 0
Time-interval 13: 6
Time-interval 14: 7
Time-interval 15: 1
Time-interval 16: 1
Time-interval 17: 3
Time-interval 18: 4
Time-interval 19: 1
Time-interval 20: 2
Time-interval 21: 3
Time-interval 22: 3
Time-interval 23: 5
Time-interval 24: 3
Time-interval 25: 5
Time-interval 26: 4
Time-interval 27: 6
Time-interval 28: 8
Time-interval 29: 3
Time-interval 30: 2
Time-interval 31: 1
Time-interval 32: 2
Time-interval 33: 3
Time-interval 34: 2
Time-interval 35: 5
Time-interval 36: 3
Time-interval 37: 3
Time-interval 38: 6
Time-interval 39: 5
Time-interval 40: 2
Time-interval 41: 4
Time-interval 42: 1
Time-interval 43: 2
Time-interval 44: 0
Time-interval 45: 2
Time-interval 46: 3
Time-interval 47: 3
Time-interval 48: 6
Time-interval 49: 0
Time-interval 50: 3
Time-interval 51: 3
Time-interval 52: 3
Time-interval 53: 5
Time-interval 54: 4
Time-interval 55: 2
Time-interval 56: 0
Time-interval 57: 3
Time-interval 58: 3
Time-interval 59: 3
Time-interval 60: 6
Time-interval 61: 5
Time-interval 62: 2
Time-interval 63: 6
Time-interval 64: 1
Time-interval 65: 2
Time-interval 66: 5
Time-interval 67: 4
Time-interval 68: 3
Time-interval 69: 2
Time-interval 70: 4
Time-interval 71: 3
Time-interval 72: 6
Time-interval 73: 1
Time-interval 74: 0
Time-interval 75: 3
Time-interval 76: 4
Time-interval 77: 1
Time-interval 78: 4
Time-interval 79: 4
Time-interval 80: 4
Time-interval 81: 4
Time-interval 82: 6
Time-interval 83: 2
Time-interval 84: 3
Time-interval 85: 2
Time-interval 86: 2
Time-interval 87: 3
Time-interval 88: 6
Time-interval 89: 6
Time-interval 90: 4
Time-interval 91: 3
Time-interval 92: 7
Time-interval 93: 3
Time-interval 94: 3
Time-interval 95: 2
Time-interval 96: 3
Time-interval 97: 2
Time-interval 98: 2
Time-interval 99: 5
Time-interval 100: 4
Time-interval 101: 0
Time-interval 102: 0
Time-interval 103: 2
Time-interval 104: 2
Time-interval 105: 2
Time-interval 106: 6
Time-interval 107: 3
Time-interval 108: 3
Time-interval 109: 6
Time-interval 110: 3
Time-interval 111: 4
Time-interval 112: 1
Time-interval 113: 3
Time-interval 114: 2
Time-interval 115: 0
Time-interval 116: 5
Time-interval 117: 4
Time-interval 118: 3
Time-interval 119: 3
Time-interval 120: 4
