-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: UltraHigh
Daytime: Lunch
Iteration: 1
Look-ahead time: 60.0 sec
Execution time: -31728 msec
-------------------------------------
Time-interval 1: 4
Time-interval 2: 6
Time-interval 3: 8
Time-interval 4: 7
Time-interval 5: 7
Time-interval 6: 7
Time-interval 7: 13
Time-interval 8: 8
Time-interval 9: 7
Time-interval 10: 7
Time-interval 11: 7
Time-interval 12: 8
Time-interval 13: 10
Time-interval 14: 9
Time-interval 15: 9
Time-interval 16: 8
Time-interval 17: 9
Time-interval 18: 4
Time-interval 19: 7
Time-interval 20: 11
Time-interval 21: 14
Time-interval 22: 10
Time-interval 23: 14
Time-interval 24: 13
Time-interval 25: 18
Time-interval 26: 10
Time-interval 27: 9
Time-interval 28: 11
Time-interval 29: 13
Time-interval 30: 15
Time-interval 31: 9
Time-interval 32: 12
Time-interval 33: 15
Time-interval 34: 13
Time-interval 35: 10
Time-interval 36: 15
Time-interval 37: 14
Time-interval 38: 7
Time-interval 39: 16
Time-interval 40: 12
Time-interval 41: 18
Time-interval 42: 17
Time-interval 43: 8
Time-interval 44: 16
Time-interval 45: 21
Time-interval 46: 13
Time-interval 47: 25
Time-interval 48: 19
Time-interval 49: 17
Time-interval 50: 14
Time-interval 51: 16
Time-interval 52: 36
Time-interval 53: 25
Time-interval 54: 18
Time-interval 55: 25
Time-interval 56: 29
Time-interval 57: 19
Time-interval 58: 20
Time-interval 59: 30
Time-interval 60: 29
Time-interval 61: 21
Time-interval 62: 25
Time-interval 63: 24
Time-interval 64: 27
Time-interval 65: 18
Time-interval 66: 18
Time-interval 67: 23
Time-interval 68: 24
Time-interval 69: 19
Time-interval 70: 28
Time-interval 71: 18
Time-interval 72: 24
Time-interval 73: 27
Time-interval 74: 31
Time-interval 75: 32
Time-interval 76: 28
Time-interval 77: 29
Time-interval 78: 33
Time-interval 79: 30
Time-interval 80: 19
Time-interval 81: 35
Time-interval 82: 39
Time-interval 83: 19
Time-interval 84: 36
Time-interval 85: 33
Time-interval 86: 38
Time-interval 87: 34
Time-interval 88: 35
Time-interval 89: 37
Time-interval 90: 36
Time-interval 91: 38
Time-interval 92: 44
Time-interval 93: 50
Time-interval 94: 36
Time-interval 95: 38
Time-interval 96: 37
Time-interval 97: 43
Time-interval 98: 44
Time-interval 99: 39
Time-interval 100: 54
Time-interval 101: 31
Time-interval 102: 35
Time-interval 103: 47
Time-interval 104: 48
Time-interval 105: 39
Time-interval 106: 38
Time-interval 107: 51
Time-interval 108: 47
Time-interval 109: 53
Time-interval 110: 37
Time-interval 111: 37
Time-interval 112: 43
Time-interval 113: 42
Time-interval 114: 51
Time-interval 115: 50
Time-interval 116: 44
Time-interval 117: 54
Time-interval 118: 39
Time-interval 119: 35
Time-interval 120: 56
25606
