-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: UltraHigh
Daytime: Lunch
Iteration: 2
Look-ahead time: 45.0 sec
Execution time: -35263 msec
-------------------------------------
Time-interval 1: 3
Time-interval 2: 4
Time-interval 3: 6
Time-interval 4: 7
Time-interval 5: 1
Time-interval 6: 1
Time-interval 7: 2
Time-interval 8: 5
Time-interval 9: 5
Time-interval 10: 4
Time-interval 11: 5
Time-interval 12: 6
Time-interval 13: 6
Time-interval 14: 4
Time-interval 15: 5
Time-interval 16: 5
Time-interval 17: 4
Time-interval 18: 6
Time-interval 19: 4
Time-interval 20: 3
Time-interval 21: 6
Time-interval 22: 4
Time-interval 23: 5
Time-interval 24: 7
Time-interval 25: 6
Time-interval 26: 1
Time-interval 27: 4
Time-interval 28: 4
Time-interval 29: 3
Time-interval 30: 1
Time-interval 31: 2
Time-interval 32: 9
Time-interval 33: 4
Time-interval 34: 7
Time-interval 35: 4
Time-interval 36: 4
Time-interval 37: 8
Time-interval 38: 6
Time-interval 39: 7
Time-interval 40: 7
Time-interval 41: 9
Time-interval 42: 5
Time-interval 43: 8
Time-interval 44: 10
Time-interval 45: 9
Time-interval 46: 15
Time-interval 47: 13
Time-interval 48: 5
Time-interval 49: 8
Time-interval 50: 2
Time-interval 51: 4
Time-interval 52: 12
Time-interval 53: 12
Time-interval 54: 7
Time-interval 55: 9
Time-interval 56: 16
Time-interval 57: 14
Time-interval 58: 10
Time-interval 59: 15
Time-interval 60: 8
Time-interval 61: 10
Time-interval 62: 10
Time-interval 63: 6
Time-interval 64: 16
Time-interval 65: 11
Time-interval 66: 12
Time-interval 67: 10
Time-interval 68: 13
Time-interval 69: 20
Time-interval 70: 10
Time-interval 71: 13
Time-interval 72: 9
Time-interval 73: 13
Time-interval 74: 10
Time-interval 75: 12
Time-interval 76: 12
Time-interval 77: 22
Time-interval 78: 21
Time-interval 79: 16
Time-interval 80: 16
Time-interval 81: 20
Time-interval 82: 14
Time-interval 83: 14
Time-interval 84: 13
Time-interval 85: 14
Time-interval 86: 18
Time-interval 87: 11
Time-interval 88: 13
Time-interval 89: 16
Time-interval 90: 14
Time-interval 91: 19
Time-interval 92: 15
Time-interval 93: 14
Time-interval 94: 15
Time-interval 95: 15
Time-interval 96: 15
Time-interval 97: 11
Time-interval 98: 15
Time-interval 99: 21
Time-interval 100: 16
Time-interval 101: 17
Time-interval 102: 21
Time-interval 103: 17
Time-interval 104: 9
Time-interval 105: 24
Time-interval 106: 22
Time-interval 107: 17
Time-interval 108: 16
Time-interval 109: 24
Time-interval 110: 25
Time-interval 111: 24
Time-interval 112: 17
Time-interval 113: 26
Time-interval 114: 20
Time-interval 115: 17
Time-interval 116: 15
Time-interval 117: 26
Time-interval 118: 14
Time-interval 119: 24
Time-interval 120: 12
