-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: UltraHigh
Daytime: Lunch
Iteration: 2
Look-ahead time: 15.0 sec
Execution time: -37264 msec
-------------------------------------
Time-interval 1: 9
Time-interval 2: 10
Time-interval 3: 11
Time-interval 4: 6
Time-interval 5: 10
Time-interval 6: 8
Time-interval 7: 14
Time-interval 8: 13
Time-interval 9: 14
Time-interval 10: 10
Time-interval 11: 16
Time-interval 12: 18
Time-interval 13: 9
Time-interval 14: 14
Time-interval 15: 16
Time-interval 16: 8
Time-interval 17: 19
Time-interval 18: 8
Time-interval 19: 9
Time-interval 20: 18
Time-interval 21: 14
Time-interval 22: 11
Time-interval 23: 5
Time-interval 24: 20
Time-interval 25: 12
Time-interval 26: 7
Time-interval 27: 13
Time-interval 28: 11
Time-interval 29: 7
Time-interval 30: 14
Time-interval 31: 12
Time-interval 32: 14
Time-interval 33: 16
Time-interval 34: 15
Time-interval 35: 19
Time-interval 36: 17
Time-interval 37: 16
Time-interval 38: 16
Time-interval 39: 16
Time-interval 40: 18
Time-interval 41: 18
Time-interval 42: 13
Time-interval 43: 19
Time-interval 44: 20
Time-interval 45: 12
Time-interval 46: 19
Time-interval 47: 20
Time-interval 48: 18
Time-interval 49: 14
Time-interval 50: 15
Time-interval 51: 14
Time-interval 52: 11
Time-interval 53: 16
Time-interval 54: 24
Time-interval 55: 15
Time-interval 56: 20
Time-interval 57: 21
Time-interval 58: 11
Time-interval 59: 14
Time-interval 60: 23
Time-interval 61: 21
Time-interval 62: 18
Time-interval 63: 20
Time-interval 64: 12
Time-interval 65: 19
Time-interval 66: 18
Time-interval 67: 21
Time-interval 68: 19
Time-interval 69: 14
Time-interval 70: 19
Time-interval 71: 22
Time-interval 72: 15
Time-interval 73: 17
Time-interval 74: 24
Time-interval 75: 19
Time-interval 76: 17
Time-interval 77: 28
Time-interval 78: 34
Time-interval 79: 13
Time-interval 80: 21
Time-interval 81: 23
Time-interval 82: 19
Time-interval 83: 20
Time-interval 84: 18
Time-interval 85: 24
Time-interval 86: 37
Time-interval 87: 28
Time-interval 88: 23
Time-interval 89: 21
Time-interval 90: 18
Time-interval 91: 32
Time-interval 92: 19
Time-interval 93: 23
Time-interval 94: 32
Time-interval 95: 19
Time-interval 96: 29
Time-interval 97: 20
Time-interval 98: 21
Time-interval 99: 27
Time-interval 100: 21
Time-interval 101: 25
Time-interval 102: 27
Time-interval 103: 30
Time-interval 104: 18
Time-interval 105: 24
Time-interval 106: 28
Time-interval 107: 29
Time-interval 108: 26
Time-interval 109: 28
Time-interval 110: 26
Time-interval 111: 24
Time-interval 112: 34
Time-interval 113: 31
Time-interval 114: 40
Time-interval 115: 27
Time-interval 116: 19
Time-interval 117: 34
Time-interval 118: 38
Time-interval 119: 33
Time-interval 120: 23
