-------------------------------------
Air Traffic Density Analysis.
Flight concept: FullMix
Air traffic density: UltraHigh
Daytime: Lunch
Iteration: 1
Execution time: 46 msec
-------------------------------------
Time 1: 3.838331869361631E-10
Time 2: 3.881200303145502E-10
Time 3: 3.7488482436358563E-10
Time 4: 3.7270681652367685E-10
Time 5: 3.632399472001471E-10
Time 6: 3.6638497879578595E-10
Time 7: 3.6923791421021563E-10
Time 8: 3.725541402478E-10
Time 9: 3.704335677858816E-10
Time 10: 3.7627868373485005E-10
Time 11: 3.845924342723637E-10
Time 12: 3.8696489316345676E-10
Time 13: 3.8286388875236226E-10
Time 14: 3.8517145809998073E-10
Time 15: 3.848188314179539E-10
Time 16: 3.8002496826716256E-10
Time 17: 3.8269753276846886E-10
Time 18: 3.8051968359933614E-10
Time 19: 3.8503983050001095E-10
Time 20: 3.7854550717833525E-10
Time 21: 3.7669247723273964E-10
Time 22: 3.786014809483988E-10
Time 23: 3.787891295220869E-10
Time 24: 3.789299457964425E-10
Time 25: 3.8442197346986694E-10
Time 26: 3.8481533108248174E-10
Time 27: 3.862049102662359E-10
Time 28: 3.8982422607220093E-10
Time 29: 4.050443279588203E-10
Time 30: 4.003095584235859E-10
Time 31: 3.9184044747300185E-10
Time 32: 3.9994552607146625E-10
Time 33: 4.047564948466937E-10
Time 34: 4.06528942326244E-10
Time 35: 4.1009509816433107E-10
Time 36: 4.0781012386664215E-10
Time 37: 4.0595952516759043E-10
Time 38: 3.9646963422318223E-10
Time 39: 3.984571839571227E-10
Time 40: 4.0187404782953104E-10
Time 41: 4.092044872738737E-10
Time 42: 4.0960710450219094E-10
Time 43: 4.0405031073596286E-10
Time 44: 4.070052827972249E-10
Time 45: 3.9977768337301557E-10
Time 46: 4.1060898422453975E-10
Time 47: 4.158477600728471E-10
Time 48: 4.1541266422431277E-10
Time 49: 4.122423960731634E-10
Time 50: 4.0755157658251076E-10
Time 51: 4.160736694490691E-10
Time 52: 4.128292231547227E-10
Time 53: 4.1224846997107097E-10
Time 54: 4.0961755834808647E-10
Time 55: 4.0579067109499956E-10
Time 56: 4.036189402896234E-10
Time 57: 3.921942658040186E-10
Time 58: 3.9361267206994147E-10
Time 59: 4.0597230501705763E-10
Time 60: 4.1377548442968227E-10
Time 61: 4.1236280331838586E-10
Time 62: 4.147598409627424E-10
Time 63: 4.200619547930151E-10
Time 64: 4.198741864314904E-10
Time 65: 4.1617079435935254E-10
Time 66: 4.1931140895414855E-10
Time 67: 4.2385490238190245E-10
Time 68: 4.2271072476187585E-10
Time 69: 4.1832802126008653E-10
Time 70: 4.202875154810429E-10
Time 71: 4.288271067578242E-10
Time 72: 4.149078139867502E-10
Time 73: 4.193650003108053E-10
Time 74: 4.297062261177342E-10
Time 75: 4.3495983699625364E-10
Time 76: 4.3007347343850186E-10
Time 77: 4.377953782241917E-10
Time 78: 4.4055840988402083E-10
Time 79: 4.3968629979455327E-10
Time 80: 4.477354594417337E-10
Time 81: 4.475123767295323E-10
Time 82: 4.305665332775935E-10
Time 83: 4.356585745888725E-10
Time 84: 4.3671281486911734E-10
Time 85: 4.452170308022944E-10
Time 86: 4.4163002192442007E-10
Time 87: 4.4215087983773323E-10
Time 88: 4.460749686339796E-10
Time 89: 4.460043219199642E-10
Time 90: 4.2385157904905404E-10
Time 91: 4.379333475508909E-10
Time 92: 4.292975690584707E-10
Time 93: 4.429709693487245E-10
Time 94: 4.388188602131092E-10
Time 95: 4.4303359124142603E-10
Time 96: 4.163752360937215E-10
Time 97: 4.5098901779896864E-10
Time 98: 4.413416431024878E-10
Time 99: 4.401639035574296E-10
Time 100: 4.4749509806815245E-10
Time 101: 4.4929698506627397E-10
Time 102: 4.543834181695609E-10
Time 103: 4.5034649408563336E-10
Time 104: 4.449315875846358E-10
Time 105: 4.4272274803199897E-10
Time 106: 4.456442097656232E-10
Time 107: 4.5144243234539087E-10
Time 108: 4.50103567832922E-10
Time 109: 4.4341528993412733E-10
Time 110: 4.413460551992446E-10
Time 111: 4.4873792461155806E-10
Time 112: 4.572320998509718E-10
Time 113: 4.4273892897136426E-10
Time 114: 4.588375224395276E-10
Time 115: 4.5893841454519427E-10
Time 116: 4.6178682660857387E-10
Time 117: 4.653931921639649E-10
Time 118: 4.5184959953467727E-10
Time 119: 4.5915309246505977E-10
Time 120: 4.4800494193932235E-10
