-------------------------------------
Air Traffic Density Analysis.
Flight concept: FullMix
Air traffic density: UltraHigh
Daytime: Lunch
Iteration: 2
Execution time: 39 msec
-------------------------------------
Time 1: 3.1676156106476293E-10
Time 2: 3.202857627085456E-10
Time 3: 3.230407398765226E-10
Time 4: 3.1276682576168654E-10
Time 5: 3.1491338135812884E-10
Time 6: 3.0274524841862723E-10
Time 7: 3.134909522810325E-10
Time 8: 3.207750264835006E-10
Time 9: 3.2137969653682875E-10
Time 10: 3.355580311590682E-10
Time 11: 3.342868362859462E-10
Time 12: 3.3940041458156053E-10
Time 13: 3.278637245246274E-10
Time 14: 3.249750472905582E-10
Time 15: 3.30333285856714E-10
Time 16: 3.096769009659498E-10
Time 17: 3.1593701104050425E-10
Time 18: 3.3126501742038797E-10
Time 19: 3.1946847477891925E-10
Time 20: 3.1766716779491134E-10
Time 21: 3.2162430309415185E-10
Time 22: 3.298899866515096E-10
Time 23: 3.103631755263294E-10
Time 24: 3.1482131628861755E-10
Time 25: 3.283410733149839E-10
Time 26: 3.344560395671119E-10
Time 27: 3.3058067606817293E-10
Time 28: 3.2480172876908805E-10
Time 29: 3.2914568352819945E-10
Time 30: 3.284547320997519E-10
Time 31: 3.337893558786386E-10
Time 32: 3.438247386128459E-10
Time 33: 3.359146107404487E-10
Time 34: 3.2405568070082257E-10
Time 35: 3.3202391009687216E-10
Time 36: 3.3550381210257643E-10
Time 37: 3.3693916934092467E-10
Time 38: 3.3140287462772287E-10
Time 39: 3.2621903272562165E-10
Time 40: 3.1902687710683824E-10
Time 41: 3.2793240216591336E-10
Time 42: 3.2792059536159746E-10
Time 43: 3.251118445570635E-10
Time 44: 3.3643683964661734E-10
Time 45: 3.3906826406505815E-10
Time 46: 3.3876596495672437E-10
Time 47: 3.388486793613801E-10
Time 48: 3.38624675052049E-10
Time 49: 3.405596079062397E-10
Time 50: 3.405320236209437E-10
Time 51: 3.4635373943355376E-10
Time 52: 3.4823990176079347E-10
Time 53: 3.414802061236799E-10
Time 54: 3.390327407496502E-10
Time 55: 3.262741278976243E-10
Time 56: 3.2690789280402546E-10
Time 57: 3.3080610463798703E-10
Time 58: 3.3578484406258385E-10
Time 59: 3.344478673466244E-10
Time 60: 3.374902411759483E-10
Time 61: 3.4458005959395614E-10
Time 62: 3.4031330358983565E-10
Time 63: 3.4608300097879825E-10
Time 64: 3.438170874058183E-10
Time 65: 3.491407646104773E-10
Time 66: 3.3865690230485103E-10
Time 67: 3.6009283103003356E-10
Time 68: 3.422380095389875E-10
Time 69: 3.338838593324446E-10
Time 70: 3.3862646289151483E-10
Time 71: 3.3994397982719376E-10
Time 72: 3.5595358128803506E-10
Time 73: 3.3109513615549616E-10
Time 74: 3.4609625761888416E-10
Time 75: 3.4654930497622845E-10
Time 76: 3.454443471996523E-10
Time 77: 3.4767723490958747E-10
Time 78: 3.523094535019079E-10
Time 79: 3.60362459287626E-10
Time 80: 3.548039404561874E-10
Time 81: 3.5512010112622346E-10
Time 82: 3.4696490284818873E-10
Time 83: 3.5149694375495624E-10
Time 84: 3.453797901149331E-10
Time 85: 3.448879609428993E-10
Time 86: 3.395672593603711E-10
Time 87: 3.528274756764593E-10
Time 88: 3.479982059589103E-10
Time 89: 3.4156551682555206E-10
Time 90: 3.4075348528145937E-10
Time 91: 3.5274116446507107E-10
Time 92: 3.434540105224988E-10
Time 93: 3.5489205992983624E-10
Time 94: 3.5452174444607773E-10
Time 95: 3.5434760877331744E-10
Time 96: 3.5210473497729896E-10
Time 97: 3.5979904388385643E-10
Time 98: 3.567279238373461E-10
Time 99: 3.678424427906804E-10
Time 100: 3.599168105055443E-10
Time 101: 3.625101401177871E-10
Time 102: 3.608727231650038E-10
Time 103: 3.671850414027098E-10
Time 104: 3.726606902022783E-10
Time 105: 3.761178939783648E-10
Time 106: 3.568523377278461E-10
Time 107: 3.630520993784697E-10
Time 108: 3.5378603319813597E-10
Time 109: 3.6621240527252404E-10
Time 110: 3.6906242147451824E-10
Time 111: 3.6304299537960453E-10
Time 112: 3.629694218727645E-10
Time 113: 3.6895069338152476E-10
Time 114: 3.6682573706175366E-10
Time 115: 3.7352872090306977E-10
Time 116: 3.8236659020470027E-10
Time 117: 3.832700536196472E-10
Time 118: 3.687640683416184E-10
Time 119: 3.7964407767708666E-10
Time 120: 3.7332311042212346E-10
