-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: UltraHigh
Daytime: Lunch
Iteration: 2
Look-ahead time: 90.0 sec
Execution time: -37481 msec
-------------------------------------
Time-interval 1: 19
Time-interval 2: 22
Time-interval 3: 22
Time-interval 4: 25
Time-interval 5: 19
Time-interval 6: 30
Time-interval 7: 22
Time-interval 8: 18
Time-interval 9: 20
Time-interval 10: 29
Time-interval 11: 21
Time-interval 12: 23
Time-interval 13: 23
Time-interval 14: 18
Time-interval 15: 24
Time-interval 16: 21
Time-interval 17: 22
Time-interval 18: 19
Time-interval 19: 22
Time-interval 20: 28
Time-interval 21: 24
Time-interval 22: 25
Time-interval 23: 11
Time-interval 24: 29
Time-interval 25: 9
Time-interval 26: 21
Time-interval 27: 25
Time-interval 28: 21
Time-interval 29: 32
Time-interval 30: 18
Time-interval 31: 23
Time-interval 32: 26
Time-interval 33: 41
Time-interval 34: 34
Time-interval 35: 29
Time-interval 36: 38
Time-interval 37: 21
Time-interval 38: 25
Time-interval 39: 35
Time-interval 40: 17
Time-interval 41: 35
Time-interval 42: 25
Time-interval 43: 25
Time-interval 44: 21
Time-interval 45: 27
Time-interval 46: 23
Time-interval 47: 28
Time-interval 48: 41
Time-interval 49: 37
Time-interval 50: 35
Time-interval 51: 30
Time-interval 52: 25
Time-interval 53: 31
Time-interval 54: 34
Time-interval 55: 37
Time-interval 56: 31
Time-interval 57: 37
Time-interval 58: 30
Time-interval 59: 41
Time-interval 60: 38
Time-interval 61: 33
Time-interval 62: 32
Time-interval 63: 26
Time-interval 64: 33
Time-interval 65: 29
Time-interval 66: 29
Time-interval 67: 30
Time-interval 68: 42
Time-interval 69: 37
Time-interval 70: 33
Time-interval 71: 35
Time-interval 72: 38
Time-interval 73: 39
Time-interval 74: 43
Time-interval 75: 47
Time-interval 76: 41
Time-interval 77: 35
Time-interval 78: 42
Time-interval 79: 39
Time-interval 80: 43
Time-interval 81: 35
Time-interval 82: 38
Time-interval 83: 47
Time-interval 84: 34
Time-interval 85: 37
Time-interval 86: 45
Time-interval 87: 49
Time-interval 88: 40
Time-interval 89: 42
Time-interval 90: 39
Time-interval 91: 42
Time-interval 92: 41
Time-interval 93: 48
Time-interval 94: 41
Time-interval 95: 40
Time-interval 96: 46
Time-interval 97: 47
Time-interval 98: 46
Time-interval 99: 43
Time-interval 100: 60
Time-interval 101: 47
Time-interval 102: 32
Time-interval 103: 50
Time-interval 104: 54
Time-interval 105: 58
Time-interval 106: 52
Time-interval 107: 56
Time-interval 108: 56
Time-interval 109: 38
Time-interval 110: 56
Time-interval 111: 54
Time-interval 112: 48
Time-interval 113: 68
Time-interval 114: 42
Time-interval 115: 66
Time-interval 116: 46
Time-interval 117: 57
Time-interval 118: 50
Time-interval 119: 51
Time-interval 120: 48
