-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: UltraHigh
Daytime: Lunch
Iteration: 2
Look-ahead time: 30.0 sec
Execution time: -35527 msec
-------------------------------------
Time-interval 1: 2
Time-interval 2: 2
Time-interval 3: 1
Time-interval 4: 4
Time-interval 5: 2
Time-interval 6: 1
Time-interval 7: 4
Time-interval 8: 3
Time-interval 9: 4
Time-interval 10: 4
Time-interval 11: 4
Time-interval 12: 4
Time-interval 13: 6
Time-interval 14: 3
Time-interval 15: 3
Time-interval 16: 2
Time-interval 17: 5
Time-interval 18: 3
Time-interval 19: 4
Time-interval 20: 3
Time-interval 21: 3
Time-interval 22: 3
Time-interval 23: 2
Time-interval 24: 2
Time-interval 25: 4
Time-interval 26: 5
Time-interval 27: 3
Time-interval 28: 4
Time-interval 29: 4
Time-interval 30: 3
Time-interval 31: 0
Time-interval 32: 2
Time-interval 33: 4
Time-interval 34: 4
Time-interval 35: 6
Time-interval 36: 2
Time-interval 37: 4
Time-interval 38: 4
Time-interval 39: 4
Time-interval 40: 7
Time-interval 41: 8
Time-interval 42: 3
Time-interval 43: 3
Time-interval 44: 5
Time-interval 45: 4
Time-interval 46: 4
Time-interval 47: 2
Time-interval 48: 5
Time-interval 49: 5
Time-interval 50: 3
Time-interval 51: 5
Time-interval 52: 3
Time-interval 53: 4
Time-interval 54: 5
Time-interval 55: 5
Time-interval 56: 6
Time-interval 57: 4
Time-interval 58: 5
Time-interval 59: 1
Time-interval 60: 8
Time-interval 61: 6
Time-interval 62: 4
Time-interval 63: 6
Time-interval 64: 5
Time-interval 65: 5
Time-interval 66: 5
Time-interval 67: 5
Time-interval 68: 5
Time-interval 69: 3
Time-interval 70: 7
Time-interval 71: 3
Time-interval 72: 7
Time-interval 73: 4
Time-interval 74: 5
Time-interval 75: 4
Time-interval 76: 6
Time-interval 77: 6
Time-interval 78: 8
Time-interval 79: 4
Time-interval 80: 6
Time-interval 81: 5
Time-interval 82: 6
Time-interval 83: 7
Time-interval 84: 3
Time-interval 85: 7
Time-interval 86: 8
Time-interval 87: 5
Time-interval 88: 3
Time-interval 89: 7
Time-interval 90: 7
Time-interval 91: 5
Time-interval 92: 7
Time-interval 93: 8
Time-interval 94: 4
Time-interval 95: 8
Time-interval 96: 2
Time-interval 97: 5
Time-interval 98: 11
Time-interval 99: 14
Time-interval 100: 7
Time-interval 101: 11
Time-interval 102: 7
Time-interval 103: 9
Time-interval 104: 4
Time-interval 105: 10
Time-interval 106: 6
Time-interval 107: 6
Time-interval 108: 9
Time-interval 109: 7
Time-interval 110: 13
Time-interval 111: 8
Time-interval 112: 7
Time-interval 113: 9
Time-interval 114: 7
Time-interval 115: 10
Time-interval 116: 9
Time-interval 117: 15
Time-interval 118: 6
Time-interval 119: 8
Time-interval 120: 17
