-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: Low
Daytime: Lunch
Iteration: 2
Look-ahead time: 15.0 sec
Execution time: -8546 msec
-------------------------------------
Time-interval 1: 4
Time-interval 2: 4
Time-interval 3: 3
Time-interval 4: 9
Time-interval 5: 8
Time-interval 6: 6
Time-interval 7: 8
Time-interval 8: 6
Time-interval 9: 1
Time-interval 10: 5
Time-interval 11: 5
Time-interval 12: 1
Time-interval 13: 0
Time-interval 14: 5
Time-interval 15: 2
Time-interval 16: 5
Time-interval 17: 1
Time-interval 18: 4
Time-interval 19: 3
Time-interval 20: 3
Time-interval 21: 4
Time-interval 22: 6
Time-interval 23: 3
Time-interval 24: 7
Time-interval 25: 5
Time-interval 26: 7
Time-interval 27: 3
Time-interval 28: 4
Time-interval 29: 7
Time-interval 30: 2
Time-interval 31: 5
Time-interval 32: 5
Time-interval 33: 9
Time-interval 34: 4
Time-interval 35: 3
Time-interval 36: 10
Time-interval 37: 1
Time-interval 38: 5
Time-interval 39: 8
Time-interval 40: 9
Time-interval 41: 2
Time-interval 42: 10
Time-interval 43: 7
Time-interval 44: 4
Time-interval 45: 8
Time-interval 46: 3
Time-interval 47: 8
Time-interval 48: 6
Time-interval 49: 6
Time-interval 50: 9
Time-interval 51: 3
Time-interval 52: 5
Time-interval 53: 4
Time-interval 54: 9
Time-interval 55: 5
Time-interval 56: 5
Time-interval 57: 8
Time-interval 58: 3
Time-interval 59: 5
Time-interval 60: 4
Time-interval 61: 4
Time-interval 62: 6
Time-interval 63: 3
Time-interval 64: 6
Time-interval 65: 6
Time-interval 66: 7
Time-interval 67: 3
Time-interval 68: 4
Time-interval 69: 12
Time-interval 70: 4
Time-interval 71: 13
Time-interval 72: 14
Time-interval 73: 4
Time-interval 74: 7
Time-interval 75: 4
Time-interval 76: 8
Time-interval 77: 14
Time-interval 78: 14
Time-interval 79: 10
Time-interval 80: 8
Time-interval 81: 10
Time-interval 82: 7
Time-interval 83: 7
Time-interval 84: 12
Time-interval 85: 5
Time-interval 86: 5
Time-interval 87: 8
Time-interval 88: 4
Time-interval 89: 11
Time-interval 90: 10
Time-interval 91: 10
Time-interval 92: 5
Time-interval 93: 11
Time-interval 94: 12
Time-interval 95: 7
Time-interval 96: 8
Time-interval 97: 5
Time-interval 98: 7
Time-interval 99: 9
Time-interval 100: 9
Time-interval 101: 7
Time-interval 102: 14
Time-interval 103: 9
Time-interval 104: 6
Time-interval 105: 8
Time-interval 106: 11
Time-interval 107: 20
Time-interval 108: 10
Time-interval 109: 9
Time-interval 110: 9
Time-interval 111: 8
Time-interval 112: 9
Time-interval 113: 10
Time-interval 114: 8
Time-interval 115: 9
Time-interval 116: 11
Time-interval 117: 7
Time-interval 118: 9
Time-interval 119: 8
Time-interval 120: 6
