-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: Low
Daytime: Lunch
Iteration: 1
Look-ahead time: 30.0 sec
Execution time: -8446 msec
-------------------------------------
Time-interval 1: 1
Time-interval 2: 2
Time-interval 3: 1
Time-interval 4: 2
Time-interval 5: 2
Time-interval 6: 1
Time-interval 7: 1
Time-interval 8: 2
Time-interval 9: 1
Time-interval 10: 1
Time-interval 11: 2
Time-interval 12: 2
Time-interval 13: 1
Time-interval 14: 2
Time-interval 15: 0
Time-interval 16: 0
Time-interval 17: 1
Time-interval 18: 1
Time-interval 19: 0
Time-interval 20: 0
Time-interval 21: 0
Time-interval 22: 2
Time-interval 23: 1
Time-interval 24: 2
Time-interval 25: 1
Time-interval 26: 1
Time-interval 27: 1
Time-interval 28: 1
Time-interval 29: 1
Time-interval 30: 0
Time-interval 31: 0
Time-interval 32: 1
Time-interval 33: 2
Time-interval 34: 2
Time-interval 35: 2
Time-interval 36: 2
Time-interval 37: 3
Time-interval 38: 3
Time-interval 39: 1
Time-interval 40: 2
Time-interval 41: 0
Time-interval 42: 1
Time-interval 43: 1
Time-interval 44: 1
Time-interval 45: 1
Time-interval 46: 1
Time-interval 47: 0
Time-interval 48: 0
Time-interval 49: 1
Time-interval 50: 1
Time-interval 51: 3
Time-interval 52: 1
Time-interval 53: 4
Time-interval 54: 3
Time-interval 55: 1
Time-interval 56: 2
Time-interval 57: 1
Time-interval 58: 1
Time-interval 59: 3
Time-interval 60: 0
Time-interval 61: 2
Time-interval 62: 0
Time-interval 63: 0
Time-interval 64: 1
Time-interval 65: 2
Time-interval 66: 2
Time-interval 67: 2
Time-interval 68: 2
Time-interval 69: 5
Time-interval 70: 1
Time-interval 71: 3
Time-interval 72: 8
Time-interval 73: 3
Time-interval 74: 4
Time-interval 75: 2
Time-interval 76: 3
Time-interval 77: 4
Time-interval 78: 2
Time-interval 79: 3
Time-interval 80: 3
Time-interval 81: 0
Time-interval 82: 1
Time-interval 83: 6
Time-interval 84: 3
Time-interval 85: 2
Time-interval 86: 0
Time-interval 87: 0
Time-interval 88: 3
Time-interval 89: 1
Time-interval 90: 3
Time-interval 91: 4
Time-interval 92: 6
Time-interval 93: 3
Time-interval 94: 0
Time-interval 95: 2
Time-interval 96: 2
Time-interval 97: 2
Time-interval 98: 3
Time-interval 99: 1
Time-interval 100: 7
Time-interval 101: 2
Time-interval 102: 2
Time-interval 103: 0
Time-interval 104: 1
Time-interval 105: 3
Time-interval 106: 3
Time-interval 107: 5
Time-interval 108: 1
Time-interval 109: 2
Time-interval 110: 1
Time-interval 111: 2
Time-interval 112: 4
Time-interval 113: 1
Time-interval 114: 3
Time-interval 115: 1
Time-interval 116: 2
Time-interval 117: 3
Time-interval 118: 4
Time-interval 119: 3
Time-interval 120: 3
