-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: Low
Daytime: Lunch
Iteration: 1
Look-ahead time: 300.0 sec
Execution time: -8730 msec
-------------------------------------
Time-interval 1: 0
Time-interval 2: 2
Time-interval 3: 3
Time-interval 4: 6
Time-interval 5: 4
Time-interval 6: 1
Time-interval 7: 4
Time-interval 8: 4
Time-interval 9: 6
Time-interval 10: 1
Time-interval 11: 2
Time-interval 12: 2
Time-interval 13: 6
Time-interval 14: 1
Time-interval 15: 3
Time-interval 16: 2
Time-interval 17: 4
Time-interval 18: 3
Time-interval 19: 2
Time-interval 20: 1
Time-interval 21: 4
Time-interval 22: 2
Time-interval 23: 4
Time-interval 24: 5
Time-interval 25: 8
Time-interval 26: 3
Time-interval 27: 4
Time-interval 28: 6
Time-interval 29: 1
Time-interval 30: 3
Time-interval 31: 5
Time-interval 32: 0
Time-interval 33: 2
Time-interval 34: 0
Time-interval 35: 2
Time-interval 36: 1
Time-interval 37: 0
Time-interval 38: 5
Time-interval 39: 4
Time-interval 40: 3
Time-interval 41: 0
Time-interval 42: 3
Time-interval 43: 4
Time-interval 44: 3
Time-interval 45: 3
Time-interval 46: 2
Time-interval 47: 4
Time-interval 48: 4
Time-interval 49: 3
Time-interval 50: 0
Time-interval 51: 3
Time-interval 52: 4
Time-interval 53: 2
Time-interval 54: 4
Time-interval 55: 2
Time-interval 56: 4
Time-interval 57: 4
Time-interval 58: 4
Time-interval 59: 3
Time-interval 60: 2
Time-interval 61: 4
Time-interval 62: 3
Time-interval 63: 5
Time-interval 64: 4
Time-interval 65: 5
Time-interval 66: 5
Time-interval 67: 4
Time-interval 68: 3
Time-interval 69: 3
Time-interval 70: 8
Time-interval 71: 5
Time-interval 72: 5
Time-interval 73: 4
Time-interval 74: 5
Time-interval 75: 4
Time-interval 76: 3
Time-interval 77: 1
Time-interval 78: 2
Time-interval 79: 1
Time-interval 80: 5
Time-interval 81: 1
Time-interval 82: 3
Time-interval 83: 5
Time-interval 84: 3
Time-interval 85: 4
Time-interval 86: 2
Time-interval 87: 3
Time-interval 88: 4
Time-interval 89: 2
Time-interval 90: 4
Time-interval 91: 4
Time-interval 92: 4
Time-interval 93: 2
Time-interval 94: 3
Time-interval 95: 10
Time-interval 96: 6
Time-interval 97: 2
Time-interval 98: 7
Time-interval 99: 3
Time-interval 100: 6
Time-interval 101: 8
Time-interval 102: 3
Time-interval 103: 5
Time-interval 104: 7
Time-interval 105: 4
Time-interval 106: 5
Time-interval 107: 5
Time-interval 108: 1
Time-interval 109: 6
Time-interval 110: 3
Time-interval 111: 3
Time-interval 112: 3
Time-interval 113: 5
Time-interval 114: 6
Time-interval 115: 2
Time-interval 116: 3
Time-interval 117: 3
Time-interval 118: 9
Time-interval 119: 5
Time-interval 120: 0
