-------------------------------------
Air Traffic Density Analysis.
Flight concept: FullMix
Air traffic density: Low
Daytime: Lunch
Iteration: 1
Execution time: 25 msec
-------------------------------------
Time 1: 2.1998970452477883E-10
Time 2: 2.2066322858471616E-10
Time 3: 2.1782983702085587E-10
Time 4: 2.172182756222119E-10
Time 5: 2.1590896299944396E-10
Time 6: 2.1436881419857063E-10
Time 7: 2.0617538728110157E-10
Time 8: 2.1007880157544232E-10
Time 9: 2.051975489817068E-10
Time 10: 2.0769466298901612E-10
Time 11: 2.0514527868836772E-10
Time 12: 2.0450299791803406E-10
Time 13: 2.0643161461756425E-10
Time 14: 2.090424922985692E-10
Time 15: 2.1033648070468507E-10
Time 16: 2.099809460172125E-10
Time 17: 2.0895022884818727E-10
Time 18: 2.1008162005440578E-10
Time 19: 1.992368445976686E-10
Time 20: 2.0406096144837464E-10
Time 21: 2.0464687504537093E-10
Time 22: 2.1007764716499545E-10
Time 23: 2.176726041366396E-10
Time 24: 2.0889842590034012E-10
Time 25: 2.1673261929521802E-10
Time 26: 2.2339076672135682E-10
Time 27: 2.20647519269603E-10
Time 28: 2.2647019112897794E-10
Time 29: 2.3053379446122018E-10
Time 30: 2.2501341197431047E-10
Time 31: 2.399811157355177E-10
Time 32: 2.2258782390666354E-10
Time 33: 2.3273175089258774E-10
Time 34: 2.2613520621051433E-10
Time 35: 2.2406652304139235E-10
Time 36: 2.2812368408421592E-10
Time 37: 2.2677671015265362E-10
Time 38: 2.3069298288232935E-10
Time 39: 2.3498648888235844E-10
Time 40: 2.2952956575952428E-10
Time 41: 2.2689251664992277E-10
Time 42: 2.2942412099747135E-10
Time 43: 2.2678211025177853E-10
Time 44: 2.237864040725976E-10
Time 45: 2.2659448496869645E-10
Time 46: 2.2147892398303157E-10
Time 47: 2.2530532740068514E-10
Time 48: 2.2231107205982763E-10
Time 49: 2.1403634331944302E-10
Time 50: 2.1766423453659256E-10
Time 51: 2.1559939492327549E-10
Time 52: 2.1256530184119493E-10
Time 53: 2.150240922207074E-10
Time 54: 2.094973601262934E-10
Time 55: 2.109065956089055E-10
Time 56: 2.100096653649201E-10
Time 57: 2.1027975815913776E-10
Time 58: 2.133795676567317E-10
Time 59: 2.1516152789166887E-10
Time 60: 2.0892657220205586E-10
Time 61: 2.1477927735484401E-10
Time 62: 2.1696553612992757E-10
Time 63: 2.1495854734909805E-10
Time 64: 2.1538207606263804E-10
Time 65: 2.1751915438477708E-10
Time 66: 2.2369761031041107E-10
Time 67: 2.2379482274451794E-10
Time 68: 2.252940482919415E-10
Time 69: 2.2957520556384654E-10
Time 70: 2.3238152007303457E-10
Time 71: 2.373502303029413E-10
Time 72: 2.3658226614199044E-10
Time 73: 2.370764622535671E-10
Time 74: 2.4073859435242923E-10
Time 75: 2.3921444212517167E-10
Time 76: 2.3947402674334383E-10
Time 77: 2.4038767179597883E-10
Time 78: 2.3677829744597073E-10
Time 79: 2.3723369018944774E-10
Time 80: 2.3410778883382977E-10
Time 81: 2.2790599386807384E-10
Time 82: 2.2940273785959164E-10
Time 83: 2.220869125749813E-10
Time 84: 2.1749872559032926E-10
Time 85: 2.192208158538383E-10
Time 86: 2.1438839999704914E-10
Time 87: 2.1512881544983569E-10
Time 88: 2.131334683083793E-10
Time 89: 2.1798114639354677E-10
Time 90: 2.2303907998338297E-10
Time 91: 2.2129911108599927E-10
Time 92: 2.265393751459033E-10
Time 93: 2.2784648067357354E-10
Time 94: 2.2641888309915234E-10
Time 95: 2.359660151027525E-10
Time 96: 2.392138278488755E-10
Time 97: 2.4203253226953435E-10
Time 98: 2.451097875462658E-10
Time 99: 2.4544660117751147E-10
Time 100: 2.422993862191412E-10
Time 101: 2.4537994528676185E-10
Time 102: 2.4287226478058767E-10
Time 103: 2.4534580247418855E-10
Time 104: 2.455272360906555E-10
Time 105: 2.4667620150680244E-10
Time 106: 2.479199997787531E-10
Time 107: 2.462336833930332E-10
Time 108: 2.3770420945250596E-10
Time 109: 2.4181908862192385E-10
Time 110: 2.3599856364763226E-10
Time 111: 2.3279158431070704E-10
Time 112: 2.3362691449611503E-10
Time 113: 2.3036429622281068E-10
Time 114: 2.3566358594955535E-10
Time 115: 2.319440991347125E-10
Time 116: 2.3072128151969262E-10
Time 117: 2.3569784274188284E-10
Time 118: 2.304591919476947E-10
Time 119: 2.2605118230438952E-10
Time 120: 2.2895736964238144E-10
