-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: UltraHigh
Daytime: Morning
Iteration: 1
Look-ahead time: 30.0 sec
Execution time: -28060 msec
-------------------------------------
Time-interval 1: 2
Time-interval 2: 2
Time-interval 3: 1
Time-interval 4: 3
Time-interval 5: 5
Time-interval 6: 4
Time-interval 7: 5
Time-interval 8: 2
Time-interval 9: 6
Time-interval 10: 9
Time-interval 11: 1
Time-interval 12: 3
Time-interval 13: 3
Time-interval 14: 7
Time-interval 15: 2
Time-interval 16: 7
Time-interval 17: 5
Time-interval 18: 4
Time-interval 19: 1
Time-interval 20: 1
Time-interval 21: 2
Time-interval 22: 2
Time-interval 23: 8
Time-interval 24: 3
Time-interval 25: 2
Time-interval 26: 1
Time-interval 27: 4
Time-interval 28: 4
Time-interval 29: 3
Time-interval 30: 3
Time-interval 31: 2
Time-interval 32: 5
Time-interval 33: 2
Time-interval 34: 5
Time-interval 35: 3
Time-interval 36: 3
Time-interval 37: 2
Time-interval 38: 2
Time-interval 39: 4
Time-interval 40: 3
Time-interval 41: 6
Time-interval 42: 1
Time-interval 43: 6
Time-interval 44: 4
Time-interval 45: 3
Time-interval 46: 3
Time-interval 47: 1
Time-interval 48: 4
Time-interval 49: 3
Time-interval 50: 3
Time-interval 51: 4
Time-interval 52: 5
Time-interval 53: 2
Time-interval 54: 4
Time-interval 55: 9
Time-interval 56: 0
Time-interval 57: 2
Time-interval 58: 5
Time-interval 59: 3
Time-interval 60: 3
Time-interval 61: 2
Time-interval 62: 3
Time-interval 63: 4
Time-interval 64: 2
Time-interval 65: 6
Time-interval 66: 2
Time-interval 67: 5
Time-interval 68: 3
Time-interval 69: 3
Time-interval 70: 6
Time-interval 71: 1
Time-interval 72: 2
Time-interval 73: 4
Time-interval 74: 6
Time-interval 75: 1
Time-interval 76: 6
Time-interval 77: 10
Time-interval 78: 6
Time-interval 79: 6
Time-interval 80: 5
Time-interval 81: 6
Time-interval 82: 9
Time-interval 83: 9
Time-interval 84: 4
Time-interval 85: 2
Time-interval 86: 7
Time-interval 87: 9
Time-interval 88: 1
Time-interval 89: 5
Time-interval 90: 5
Time-interval 91: 6
Time-interval 92: 6
Time-interval 93: 11
Time-interval 94: 10
Time-interval 95: 8
Time-interval 96: 4
Time-interval 97: 7
Time-interval 98: 4
Time-interval 99: 7
Time-interval 100: 3
Time-interval 101: 4
Time-interval 102: 2
Time-interval 103: 5
Time-interval 104: 10
Time-interval 105: 8
Time-interval 106: 4
Time-interval 107: 5
Time-interval 108: 8
Time-interval 109: 10
Time-interval 110: 14
Time-interval 111: 12
Time-interval 112: 7
Time-interval 113: 6
Time-interval 114: 13
Time-interval 115: 18
Time-interval 116: 9
Time-interval 117: 7
Time-interval 118: 7
Time-interval 119: 6
Time-interval 120: 30
25373
