-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: UltraHigh
Daytime: Morning
Iteration: 1
Look-ahead time: 300.0 sec
Execution time: -37854 msec
-------------------------------------
Time-interval 1: 8
Time-interval 2: 10
Time-interval 3: 15
Time-interval 4: 8
Time-interval 5: 10
Time-interval 6: 10
Time-interval 7: 5
Time-interval 8: 12
Time-interval 9: 15
Time-interval 10: 8
Time-interval 11: 15
Time-interval 12: 5
Time-interval 13: 11
Time-interval 14: 7
Time-interval 15: 12
Time-interval 16: 9
Time-interval 17: 7
Time-interval 18: 11
Time-interval 19: 7
Time-interval 20: 10
Time-interval 21: 17
Time-interval 22: 16
Time-interval 23: 9
Time-interval 24: 10
Time-interval 25: 15
Time-interval 26: 13
Time-interval 27: 10
Time-interval 28: 5
Time-interval 29: 9
Time-interval 30: 11
Time-interval 31: 13
Time-interval 32: 12
Time-interval 33: 13
Time-interval 34: 8
Time-interval 35: 11
Time-interval 36: 13
Time-interval 37: 6
Time-interval 38: 10
Time-interval 39: 8
Time-interval 40: 13
Time-interval 41: 9
Time-interval 42: 12
Time-interval 43: 8
Time-interval 44: 14
Time-interval 45: 15
Time-interval 46: 17
Time-interval 47: 12
Time-interval 48: 5
Time-interval 49: 9
Time-interval 50: 18
Time-interval 51: 8
Time-interval 52: 9
Time-interval 53: 12
Time-interval 54: 7
Time-interval 55: 15
Time-interval 56: 11
Time-interval 57: 15
Time-interval 58: 12
Time-interval 59: 14
Time-interval 60: 18
Time-interval 61: 8
Time-interval 62: 9
Time-interval 63: 14
Time-interval 64: 10
Time-interval 65: 10
Time-interval 66: 14
Time-interval 67: 14
Time-interval 68: 7
Time-interval 69: 12
Time-interval 70: 17
Time-interval 71: 15
Time-interval 72: 11
Time-interval 73: 11
Time-interval 74: 12
Time-interval 75: 11
Time-interval 76: 11
Time-interval 77: 16
Time-interval 78: 21
Time-interval 79: 11
Time-interval 80: 13
Time-interval 81: 10
Time-interval 82: 12
Time-interval 83: 16
Time-interval 84: 11
Time-interval 85: 14
Time-interval 86: 12
Time-interval 87: 12
Time-interval 88: 22
Time-interval 89: 12
Time-interval 90: 11
Time-interval 91: 10
Time-interval 92: 13
Time-interval 93: 13
Time-interval 94: 16
Time-interval 95: 9
Time-interval 96: 11
Time-interval 97: 12
Time-interval 98: 26
Time-interval 99: 16
Time-interval 100: 17
Time-interval 101: 11
Time-interval 102: 11
Time-interval 103: 19
Time-interval 104: 18
Time-interval 105: 11
Time-interval 106: 21
Time-interval 107: 13
Time-interval 108: 14
Time-interval 109: 20
Time-interval 110: 13
Time-interval 111: 16
Time-interval 112: 20
Time-interval 113: 19
Time-interval 114: 18
Time-interval 115: 15
Time-interval 116: 27
Time-interval 117: 14
Time-interval 118: 17
Time-interval 119: 19
Time-interval 120: 14
