-------------------------------------
Air Traffic Density Analysis.
Flight concept: FullMix
Air traffic density: UltraHigh
Daytime: Morning
Iteration: 2
Execution time: 42 msec
-------------------------------------
Time 1: 3.833222429902955E-10
Time 2: 3.8957394676126587E-10
Time 3: 3.8589514141508475E-10
Time 4: 3.877073189916871E-10
Time 5: 3.856881037112645E-10
Time 6: 3.859627309893096E-10
Time 7: 3.8081851600784403E-10
Time 8: 3.853207370890228E-10
Time 9: 3.897966345068584E-10
Time 10: 3.8743778187504323E-10
Time 11: 3.8684780222461146E-10
Time 12: 3.861913660904348E-10
Time 13: 3.866233908092894E-10
Time 14: 3.8641783353508285E-10
Time 15: 3.9301753528470144E-10
Time 16: 3.8838341581887E-10
Time 17: 3.9182188031093967E-10
Time 18: 3.905125480580265E-10
Time 19: 3.954515274013183E-10
Time 20: 3.947014788436778E-10
Time 21: 3.9335912202657847E-10
Time 22: 3.9753119050587233E-10
Time 23: 3.8860374776763E-10
Time 24: 3.84281666682039E-10
Time 25: 3.758271198746124E-10
Time 26: 3.910857558420004E-10
Time 27: 3.9376545747060976E-10
Time 28: 3.9326757839163974E-10
Time 29: 3.954382219501137E-10
Time 30: 3.882928354937512E-10
Time 31: 3.8804834275606046E-10
Time 32: 3.880380921193825E-10
Time 33: 3.8845835584482994E-10
Time 34: 3.897331768239645E-10
Time 35: 3.9039548457637166E-10
Time 36: 3.90829037530059E-10
Time 37: 3.907480497699038E-10
Time 38: 3.8088441298154453E-10
Time 39: 3.7886985867541604E-10
Time 40: 3.7801751630213515E-10
Time 41: 3.8770323321368393E-10
Time 42: 3.875076445287903E-10
Time 43: 3.9350380672101495E-10
Time 44: 3.905213712453737E-10
Time 45: 3.908114799304031E-10
Time 46: 3.9024896501997896E-10
Time 47: 3.9471744289039207E-10
Time 48: 3.9653040542230767E-10
Time 49: 3.953002230380807E-10
Time 50: 3.944652686582871E-10
Time 51: 3.8814236162062697E-10
Time 52: 3.8699760448688233E-10
Time 53: 3.891128554778155E-10
Time 54: 3.8875745240588084E-10
Time 55: 3.80964322052357E-10
Time 56: 3.916201897277855E-10
Time 57: 3.98324041470782E-10
Time 58: 3.967232239904378E-10
Time 59: 3.8898197160073983E-10
Time 60: 3.9577695447662766E-10
Time 61: 3.934979276995766E-10
Time 62: 3.922639298275097E-10
Time 63: 3.9654947040852657E-10
Time 64: 3.9944299058029496E-10
Time 65: 3.926481943198235E-10
Time 66: 3.984387638609933E-10
Time 67: 3.986714749876673E-10
Time 68: 4.068759159309142E-10
Time 69: 4.0492682646618367E-10
Time 70: 3.908499657179273E-10
Time 71: 4.1186075247672335E-10
Time 72: 4.191568839901668E-10
Time 73: 4.1010260422129076E-10
Time 74: 4.0692739999994443E-10
Time 75: 4.21222412699053E-10
Time 76: 4.189866993483334E-10
Time 77: 4.1981956522045757E-10
Time 78: 4.208573530887458E-10
Time 79: 4.1110038849879027E-10
Time 80: 4.1444674584060873E-10
Time 81: 4.160220849517301E-10
Time 82: 4.137042094669596E-10
Time 83: 4.2070790417209345E-10
Time 84: 4.0877930811905073E-10
Time 85: 4.129313223638115E-10
Time 86: 4.0795932968920996E-10
Time 87: 4.067644170802546E-10
Time 88: 3.8996274056513907E-10
Time 89: 4.135987607485954E-10
Time 90: 4.1893434037961455E-10
Time 91: 4.174294316705983E-10
Time 92: 4.1301822031325564E-10
Time 93: 4.1943327626016714E-10
Time 94: 4.306207422638704E-10
Time 95: 4.34318435725389E-10
Time 96: 4.2211115746842346E-10
Time 97: 3.9960612845377765E-10
Time 98: 4.144916869991319E-10
Time 99: 4.194995438380584E-10
Time 100: 4.1913012895570194E-10
Time 101: 4.107691585039217E-10
Time 102: 4.0981954360131113E-10
Time 103: 4.152371368553592E-10
Time 104: 4.094851076775164E-10
Time 105: 4.1534126836191925E-10
Time 106: 4.160412511044668E-10
Time 107: 4.1528702227888924E-10
Time 108: 4.2440617198373367E-10
Time 109: 4.2543144736534196E-10
Time 110: 4.2264735942739736E-10
Time 111: 4.167724773310437E-10
Time 112: 4.3271892448419984E-10
Time 113: 4.310715503076688E-10
Time 114: 4.2732357352902465E-10
Time 115: 4.351858417901764E-10
Time 116: 4.332683965996774E-10
Time 117: 4.366963404137822E-10
Time 118: 4.3608259802543396E-10
Time 119: 4.2883496813628036E-10
Time 120: 4.3382231608155533E-10
