-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: UltraHigh
Daytime: Morning
Iteration: 1
Look-ahead time: 300.0 sec
Execution time: -28794 msec
-------------------------------------
Time-interval 1: 10
Time-interval 2: 12
Time-interval 3: 16
Time-interval 4: 7
Time-interval 5: 12
Time-interval 6: 11
Time-interval 7: 5
Time-interval 8: 10
Time-interval 9: 16
Time-interval 10: 8
Time-interval 11: 14
Time-interval 12: 5
Time-interval 13: 10
Time-interval 14: 8
Time-interval 15: 12
Time-interval 16: 9
Time-interval 17: 10
Time-interval 18: 14
Time-interval 19: 6
Time-interval 20: 12
Time-interval 21: 16
Time-interval 22: 15
Time-interval 23: 8
Time-interval 24: 10
Time-interval 25: 15
Time-interval 26: 12
Time-interval 27: 11
Time-interval 28: 4
Time-interval 29: 10
Time-interval 30: 14
Time-interval 31: 13
Time-interval 32: 10
Time-interval 33: 15
Time-interval 34: 9
Time-interval 35: 11
Time-interval 36: 13
Time-interval 37: 7
Time-interval 38: 7
Time-interval 39: 8
Time-interval 40: 10
Time-interval 41: 9
Time-interval 42: 12
Time-interval 43: 9
Time-interval 44: 12
Time-interval 45: 17
Time-interval 46: 14
Time-interval 47: 10
Time-interval 48: 6
Time-interval 49: 8
Time-interval 50: 17
Time-interval 51: 10
Time-interval 52: 11
Time-interval 53: 11
Time-interval 54: 8
Time-interval 55: 13
Time-interval 56: 11
Time-interval 57: 14
Time-interval 58: 12
Time-interval 59: 15
Time-interval 60: 19
Time-interval 61: 7
Time-interval 62: 12
Time-interval 63: 14
Time-interval 64: 13
Time-interval 65: 10
Time-interval 66: 12
Time-interval 67: 16
Time-interval 68: 12
Time-interval 69: 12
Time-interval 70: 16
Time-interval 71: 15
Time-interval 72: 12
Time-interval 73: 12
Time-interval 74: 13
Time-interval 75: 11
Time-interval 76: 8
Time-interval 77: 14
Time-interval 78: 23
Time-interval 79: 14
Time-interval 80: 11
Time-interval 81: 9
Time-interval 82: 13
Time-interval 83: 17
Time-interval 84: 13
Time-interval 85: 12
Time-interval 86: 13
Time-interval 87: 15
Time-interval 88: 22
Time-interval 89: 11
Time-interval 90: 13
Time-interval 91: 11
Time-interval 92: 15
Time-interval 93: 14
Time-interval 94: 16
Time-interval 95: 11
Time-interval 96: 11
Time-interval 97: 14
Time-interval 98: 24
Time-interval 99: 14
Time-interval 100: 17
Time-interval 101: 10
Time-interval 102: 15
Time-interval 103: 20
Time-interval 104: 21
Time-interval 105: 11
Time-interval 106: 21
Time-interval 107: 14
Time-interval 108: 15
Time-interval 109: 12
Time-interval 110: 12
Time-interval 111: 19
Time-interval 112: 18
Time-interval 113: 20
Time-interval 114: 21
Time-interval 115: 17
Time-interval 116: 28
Time-interval 117: 12
Time-interval 118: 18
Time-interval 119: 20
Time-interval 120: 15
25373
