-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: UltraHigh
Daytime: Morning
Iteration: 1
Look-ahead time: 15.0 sec
Execution time: -36827 msec
-------------------------------------
Time-interval 1: 19
Time-interval 2: 12
Time-interval 3: 6
Time-interval 4: 10
Time-interval 5: 11
Time-interval 6: 14
Time-interval 7: 13
Time-interval 8: 12
Time-interval 9: 10
Time-interval 10: 10
Time-interval 11: 16
Time-interval 12: 12
Time-interval 13: 6
Time-interval 14: 10
Time-interval 15: 8
Time-interval 16: 16
Time-interval 17: 11
Time-interval 18: 24
Time-interval 19: 11
Time-interval 20: 16
Time-interval 21: 14
Time-interval 22: 15
Time-interval 23: 7
Time-interval 24: 14
Time-interval 25: 6
Time-interval 26: 13
Time-interval 27: 16
Time-interval 28: 10
Time-interval 29: 14
Time-interval 30: 11
Time-interval 31: 16
Time-interval 32: 19
Time-interval 33: 14
Time-interval 34: 17
Time-interval 35: 13
Time-interval 36: 12
Time-interval 37: 14
Time-interval 38: 16
Time-interval 39: 25
Time-interval 40: 17
Time-interval 41: 11
Time-interval 42: 12
Time-interval 43: 11
Time-interval 44: 11
Time-interval 45: 15
Time-interval 46: 16
Time-interval 47: 21
Time-interval 48: 16
Time-interval 49: 20
Time-interval 50: 20
Time-interval 51: 20
Time-interval 52: 14
Time-interval 53: 20
Time-interval 54: 11
Time-interval 55: 17
Time-interval 56: 11
Time-interval 57: 15
Time-interval 58: 27
Time-interval 59: 14
Time-interval 60: 18
Time-interval 61: 16
Time-interval 62: 12
Time-interval 63: 19
Time-interval 64: 20
Time-interval 65: 16
Time-interval 66: 19
Time-interval 67: 21
Time-interval 68: 13
Time-interval 69: 18
Time-interval 70: 14
Time-interval 71: 29
Time-interval 72: 25
Time-interval 73: 16
Time-interval 74: 11
Time-interval 75: 18
Time-interval 76: 26
Time-interval 77: 20
Time-interval 78: 18
Time-interval 79: 14
Time-interval 80: 25
Time-interval 81: 18
Time-interval 82: 21
Time-interval 83: 20
Time-interval 84: 21
Time-interval 85: 20
Time-interval 86: 28
Time-interval 87: 25
Time-interval 88: 27
Time-interval 89: 26
Time-interval 90: 33
Time-interval 91: 24
Time-interval 92: 25
Time-interval 93: 25
Time-interval 94: 23
Time-interval 95: 35
Time-interval 96: 23
Time-interval 97: 34
Time-interval 98: 27
Time-interval 99: 14
Time-interval 100: 22
Time-interval 101: 28
Time-interval 102: 24
Time-interval 103: 19
Time-interval 104: 28
Time-interval 105: 20
Time-interval 106: 24
Time-interval 107: 34
Time-interval 108: 25
Time-interval 109: 33
Time-interval 110: 27
Time-interval 111: 27
Time-interval 112: 23
Time-interval 113: 27
Time-interval 114: 30
Time-interval 115: 32
Time-interval 116: 30
Time-interval 117: 31
Time-interval 118: 26
Time-interval 119: 35
Time-interval 120: 15
