-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: Medium
Daytime: Evening
Iteration: 1
Look-ahead time: 15.0 sec
Execution time: -11575 msec
-------------------------------------
Time-interval 1: 6
Time-interval 2: 6
Time-interval 3: 2
Time-interval 4: 3
Time-interval 5: 8
Time-interval 6: 6
Time-interval 7: 12
Time-interval 8: 7
Time-interval 9: 2
Time-interval 10: 7
Time-interval 11: 5
Time-interval 12: 9
Time-interval 13: 6
Time-interval 14: 5
Time-interval 15: 7
Time-interval 16: 4
Time-interval 17: 6
Time-interval 18: 5
Time-interval 19: 9
Time-interval 20: 9
Time-interval 21: 10
Time-interval 22: 5
Time-interval 23: 9
Time-interval 24: 7
Time-interval 25: 8
Time-interval 26: 13
Time-interval 27: 10
Time-interval 28: 10
Time-interval 29: 8
Time-interval 30: 4
Time-interval 31: 9
Time-interval 32: 10
Time-interval 33: 6
Time-interval 34: 7
Time-interval 35: 11
Time-interval 36: 6
Time-interval 37: 12
Time-interval 38: 6
Time-interval 39: 11
Time-interval 40: 10
Time-interval 41: 7
Time-interval 42: 10
Time-interval 43: 6
Time-interval 44: 14
Time-interval 45: 10
Time-interval 46: 9
Time-interval 47: 9
Time-interval 48: 12
Time-interval 49: 7
Time-interval 50: 17
Time-interval 51: 8
Time-interval 52: 12
Time-interval 53: 9
Time-interval 54: 9
Time-interval 55: 10
Time-interval 56: 7
Time-interval 57: 8
Time-interval 58: 10
Time-interval 59: 12
Time-interval 60: 14
Time-interval 61: 13
Time-interval 62: 10
Time-interval 63: 10
Time-interval 64: 4
Time-interval 65: 11
Time-interval 66: 9
Time-interval 67: 7
Time-interval 68: 16
Time-interval 69: 10
Time-interval 70: 6
Time-interval 71: 9
Time-interval 72: 8
Time-interval 73: 9
Time-interval 74: 6
Time-interval 75: 8
Time-interval 76: 18
Time-interval 77: 14
Time-interval 78: 11
Time-interval 79: 9
Time-interval 80: 15
Time-interval 81: 12
Time-interval 82: 14
Time-interval 83: 20
Time-interval 84: 10
Time-interval 85: 9
Time-interval 86: 14
Time-interval 87: 16
Time-interval 88: 16
Time-interval 89: 5
Time-interval 90: 19
Time-interval 91: 7
Time-interval 92: 12
Time-interval 93: 8
Time-interval 94: 15
Time-interval 95: 8
Time-interval 96: 6
Time-interval 97: 16
Time-interval 98: 5
Time-interval 99: 14
Time-interval 100: 4
Time-interval 101: 12
Time-interval 102: 11
Time-interval 103: 11
Time-interval 104: 11
Time-interval 105: 9
Time-interval 106: 16
Time-interval 107: 9
Time-interval 108: 11
Time-interval 109: 12
Time-interval 110: 15
Time-interval 111: 16
Time-interval 112: 12
Time-interval 113: 14
Time-interval 114: 17
Time-interval 115: 8
Time-interval 116: 6
Time-interval 117: 10
Time-interval 118: 16
Time-interval 119: 11
Time-interval 120: 9
18208
