-------------------------------------
Air Traffic Density Analysis.
Flight concept: Layers
Air traffic density: Medium
Daytime: Evening
Iteration: 1
Execution time: 29 msec
-------------------------------------
Time 1: 2.7310900876874216E-10
Time 2: 2.6348976888357283E-10
Time 3: 2.803186088047776E-10
Time 4: 2.7862308128105346E-10
Time 5: 2.8589171752411617E-10
Time 6: 2.9294860490376E-10
Time 7: 2.886279221651276E-10
Time 8: 2.7793646638660136E-10
Time 9: 2.8853702503841153E-10
Time 10: 2.97945906029081E-10
Time 11: 2.9765232726191796E-10
Time 12: 2.9238087966075733E-10
Time 13: 2.90284924899239E-10
Time 14: 2.9760111418957144E-10
Time 15: 3.0002658890180525E-10
Time 16: 2.925954000634308E-10
Time 17: 2.7967523135716403E-10
Time 18: 2.828417332849442E-10
Time 19: 2.8380706557732903E-10
Time 20: 2.8513445839829047E-10
Time 21: 2.9114185826638516E-10
Time 22: 2.695937497089695E-10
Time 23: 2.94355226344318E-10
Time 24: 2.9869947160538425E-10
Time 25: 2.93401607753157E-10
Time 26: 2.777022195182248E-10
Time 27: 2.8394428624965837E-10
Time 28: 2.7910029635522647E-10
Time 29: 2.866241185124947E-10
Time 30: 2.8591241478034426E-10
Time 31: 2.8359837401718616E-10
Time 32: 2.8608041249267556E-10
Time 33: 2.7614575190994097E-10
Time 34: 2.8795278665895226E-10
Time 35: 2.938260052870568E-10
Time 36: 2.8559333288787476E-10
Time 37: 2.824296748418281E-10
Time 38: 2.8507989146646884E-10
Time 39: 2.844903624861351E-10
Time 40: 2.843784581405676E-10
Time 41: 2.9508878551412075E-10
Time 42: 2.96461365761987E-10
Time 43: 2.954746407071659E-10
Time 44: 2.9612157711361164E-10
Time 45: 2.9860255343521953E-10
Time 46: 2.831693227622989E-10
Time 47: 2.955361231075447E-10
Time 48: 2.857764127778753E-10
Time 49: 2.998925495719349E-10
Time 50: 3.1179334018184207E-10
Time 51: 2.9985858422849106E-10
Time 52: 3.007949796290305E-10
Time 53: 3.039247877348608E-10
Time 54: 2.799807311899064E-10
Time 55: 2.992730608669995E-10
Time 56: 2.9506106106790437E-10
Time 57: 2.815468067941028E-10
Time 58: 2.8722704506537417E-10
Time 59: 2.691721048150474E-10
Time 60: 2.8846691090915325E-10
Time 61: 2.8128883197031933E-10
Time 62: 2.906620584446683E-10
Time 63: 2.932723408352762E-10
Time 64: 2.9628649946839593E-10
Time 65: 2.8785870643914273E-10
Time 66: 2.8873671121569567E-10
Time 67: 2.9964816703555023E-10
Time 68: 3.0003618932896887E-10
Time 69: 2.945046948376309E-10
Time 70: 3.012350187151097E-10
Time 71: 2.8656128619303394E-10
Time 72: 3.0144084580024827E-10
Time 73: 3.035208113586469E-10
Time 74: 3.026981842908762E-10
Time 75: 3.039922976529393E-10
Time 76: 3.0093059554579494E-10
Time 77: 3.0114188877805845E-10
Time 78: 2.986238099528157E-10
Time 79: 2.910075814222489E-10
Time 80: 2.9917403729931865E-10
Time 81: 2.8523641131731834E-10
Time 82: 2.882970510370547E-10
Time 83: 2.8308502294405713E-10
Time 84: 2.902996346485276E-10
Time 85: 2.766709374113413E-10
Time 86: 2.9041662284492466E-10
Time 87: 2.944645976733284E-10
Time 88: 2.917677197998356E-10
Time 89: 2.8846828150507857E-10
Time 90: 2.9165963096719557E-10
Time 91: 2.910201633754327E-10
Time 92: 2.9104523416567375E-10
Time 93: 2.9432248158904023E-10
Time 94: 2.987533227854007E-10
Time 95: 3.0064018330705416E-10
Time 96: 2.9908379607056896E-10
Time 97: 2.9994348536575297E-10
Time 98: 3.025294079251472E-10
Time 99: 3.0339402298528366E-10
Time 100: 3.0269235524006437E-10
Time 101: 2.8600300569943595E-10
Time 102: 2.95597055719034E-10
Time 103: 2.97549388831288E-10
Time 104: 3.0651030039371347E-10
Time 105: 3.019780381510416E-10
Time 106: 3.0815700953793744E-10
Time 107: 3.07800689645975E-10
Time 108: 3.0392755313787264E-10
Time 109: 3.0353663800607596E-10
Time 110: 2.9857880566087504E-10
Time 111: 3.0454816728768264E-10
Time 112: 2.9743351880846514E-10
Time 113: 2.963766585912798E-10
Time 114: 3.0008035066211876E-10
Time 115: 3.076850719365614E-10
Time 116: 2.9295301957276764E-10
Time 117: 3.048580403844607E-10
Time 118: 2.9374659920627817E-10
Time 119: 3.078139340718909E-10
Time 120: 3.0268296281875213E-10
