-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: Medium
Daytime: Evening
Iteration: 2
Look-ahead time: 45.0 sec
Execution time: -14118 msec
-------------------------------------
Time-interval 1: 4
Time-interval 2: 3
Time-interval 3: 6
Time-interval 4: 4
Time-interval 5: 2
Time-interval 6: 1
Time-interval 7: 3
Time-interval 8: 4
Time-interval 9: 2
Time-interval 10: 4
Time-interval 11: 3
Time-interval 12: 6
Time-interval 13: 2
Time-interval 14: 5
Time-interval 15: 5
Time-interval 16: 3
Time-interval 17: 1
Time-interval 18: 0
Time-interval 19: 2
Time-interval 20: 2
Time-interval 21: 1
Time-interval 22: 3
Time-interval 23: 2
Time-interval 24: 4
Time-interval 25: 5
Time-interval 26: 5
Time-interval 27: 3
Time-interval 28: 2
Time-interval 29: 1
Time-interval 30: 7
Time-interval 31: 5
Time-interval 32: 4
Time-interval 33: 6
Time-interval 34: 9
Time-interval 35: 6
Time-interval 36: 3
Time-interval 37: 3
Time-interval 38: 7
Time-interval 39: 0
Time-interval 40: 12
Time-interval 41: 4
Time-interval 42: 5
Time-interval 43: 2
Time-interval 44: 2
Time-interval 45: 8
Time-interval 46: 3
Time-interval 47: 8
Time-interval 48: 6
Time-interval 49: 5
Time-interval 50: 5
Time-interval 51: 5
Time-interval 52: 5
Time-interval 53: 3
Time-interval 54: 9
Time-interval 55: 5
Time-interval 56: 1
Time-interval 57: 6
Time-interval 58: 5
Time-interval 59: 6
Time-interval 60: 2
Time-interval 61: 5
Time-interval 62: 4
Time-interval 63: 4
Time-interval 64: 4
Time-interval 65: 3
Time-interval 66: 3
Time-interval 67: 9
Time-interval 68: 3
Time-interval 69: 7
Time-interval 70: 3
Time-interval 71: 3
Time-interval 72: 4
Time-interval 73: 7
Time-interval 74: 3
Time-interval 75: 7
Time-interval 76: 5
Time-interval 77: 4
Time-interval 78: 8
Time-interval 79: 10
Time-interval 80: 7
Time-interval 81: 9
Time-interval 82: 7
Time-interval 83: 2
Time-interval 84: 6
Time-interval 85: 5
Time-interval 86: 4
Time-interval 87: 6
Time-interval 88: 9
Time-interval 89: 5
Time-interval 90: 6
Time-interval 91: 5
Time-interval 92: 7
Time-interval 93: 8
Time-interval 94: 5
Time-interval 95: 9
Time-interval 96: 9
Time-interval 97: 6
Time-interval 98: 11
Time-interval 99: 11
Time-interval 100: 6
Time-interval 101: 4
Time-interval 102: 6
Time-interval 103: 7
Time-interval 104: 10
Time-interval 105: 3
Time-interval 106: 6
Time-interval 107: 4
Time-interval 108: 10
Time-interval 109: 9
Time-interval 110: 11
Time-interval 111: 6
Time-interval 112: 11
Time-interval 113: 5
Time-interval 114: 5
Time-interval 115: 10
Time-interval 116: 7
Time-interval 117: 8
Time-interval 118: 7
Time-interval 119: 6
Time-interval 120: 5
