-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: Medium
Daytime: Evening
Iteration: 2
Look-ahead time: 60.0 sec
Execution time: -14325 msec
-------------------------------------
Time-interval 1: 6
Time-interval 2: 2
Time-interval 3: 3
Time-interval 4: 1
Time-interval 5: 4
Time-interval 6: 3
Time-interval 7: 3
Time-interval 8: 2
Time-interval 9: 2
Time-interval 10: 4
Time-interval 11: 2
Time-interval 12: 5
Time-interval 13: 5
Time-interval 14: 10
Time-interval 15: 3
Time-interval 16: 3
Time-interval 17: 6
Time-interval 18: 9
Time-interval 19: 7
Time-interval 20: 4
Time-interval 21: 3
Time-interval 22: 4
Time-interval 23: 5
Time-interval 24: 7
Time-interval 25: 9
Time-interval 26: 6
Time-interval 27: 4
Time-interval 28: 3
Time-interval 29: 4
Time-interval 30: 3
Time-interval 31: 7
Time-interval 32: 4
Time-interval 33: 5
Time-interval 34: 4
Time-interval 35: 5
Time-interval 36: 2
Time-interval 37: 8
Time-interval 38: 9
Time-interval 39: 9
Time-interval 40: 10
Time-interval 41: 7
Time-interval 42: 5
Time-interval 43: 10
Time-interval 44: 14
Time-interval 45: 12
Time-interval 46: 5
Time-interval 47: 4
Time-interval 48: 5
Time-interval 49: 8
Time-interval 50: 8
Time-interval 51: 7
Time-interval 52: 4
Time-interval 53: 9
Time-interval 54: 8
Time-interval 55: 8
Time-interval 56: 8
Time-interval 57: 4
Time-interval 58: 5
Time-interval 59: 4
Time-interval 60: 11
Time-interval 61: 8
Time-interval 62: 8
Time-interval 63: 5
Time-interval 64: 11
Time-interval 65: 8
Time-interval 66: 6
Time-interval 67: 8
Time-interval 68: 5
Time-interval 69: 13
Time-interval 70: 10
Time-interval 71: 11
Time-interval 72: 7
Time-interval 73: 7
Time-interval 74: 9
Time-interval 75: 7
Time-interval 76: 8
Time-interval 77: 8
Time-interval 78: 9
Time-interval 79: 10
Time-interval 80: 9
Time-interval 81: 11
Time-interval 82: 9
Time-interval 83: 11
Time-interval 84: 7
Time-interval 85: 13
Time-interval 86: 6
Time-interval 87: 10
Time-interval 88: 10
Time-interval 89: 5
Time-interval 90: 12
Time-interval 91: 5
Time-interval 92: 13
Time-interval 93: 12
Time-interval 94: 10
Time-interval 95: 9
Time-interval 96: 13
Time-interval 97: 7
Time-interval 98: 14
Time-interval 99: 9
Time-interval 100: 20
Time-interval 101: 15
Time-interval 102: 12
Time-interval 103: 9
Time-interval 104: 9
Time-interval 105: 12
Time-interval 106: 13
Time-interval 107: 12
Time-interval 108: 10
Time-interval 109: 8
Time-interval 110: 17
Time-interval 111: 9
Time-interval 112: 7
Time-interval 113: 13
Time-interval 114: 14
Time-interval 115: 13
Time-interval 116: 10
Time-interval 117: 13
Time-interval 118: 13
Time-interval 119: 12
Time-interval 120: 12
