-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: Medium
Daytime: Evening
Iteration: 1
Look-ahead time: 30.0 sec
Execution time: -11659 msec
-------------------------------------
Time-interval 1: 1
Time-interval 2: 2
Time-interval 3: 1
Time-interval 4: 4
Time-interval 5: 2
Time-interval 6: 0
Time-interval 7: 0
Time-interval 8: 2
Time-interval 9: 1
Time-interval 10: 1
Time-interval 11: 4
Time-interval 12: 2
Time-interval 13: 2
Time-interval 14: 2
Time-interval 15: 2
Time-interval 16: 2
Time-interval 17: 0
Time-interval 18: 2
Time-interval 19: 1
Time-interval 20: 4
Time-interval 21: 1
Time-interval 22: 2
Time-interval 23: 1
Time-interval 24: 2
Time-interval 25: 1
Time-interval 26: 2
Time-interval 27: 0
Time-interval 28: 3
Time-interval 29: 1
Time-interval 30: 0
Time-interval 31: 2
Time-interval 32: 1
Time-interval 33: 4
Time-interval 34: 0
Time-interval 35: 2
Time-interval 36: 1
Time-interval 37: 0
Time-interval 38: 3
Time-interval 39: 4
Time-interval 40: 1
Time-interval 41: 3
Time-interval 42: 3
Time-interval 43: 2
Time-interval 44: 2
Time-interval 45: 0
Time-interval 46: 3
Time-interval 47: 1
Time-interval 48: 3
Time-interval 49: 4
Time-interval 50: 5
Time-interval 51: 5
Time-interval 52: 4
Time-interval 53: 1
Time-interval 54: 5
Time-interval 55: 3
Time-interval 56: 3
Time-interval 57: 2
Time-interval 58: 4
Time-interval 59: 3
Time-interval 60: 1
Time-interval 61: 3
Time-interval 62: 2
Time-interval 63: 4
Time-interval 64: 1
Time-interval 65: 2
Time-interval 66: 3
Time-interval 67: 3
Time-interval 68: 2
Time-interval 69: 3
Time-interval 70: 1
Time-interval 71: 4
Time-interval 72: 6
Time-interval 73: 2
Time-interval 74: 3
Time-interval 75: 3
Time-interval 76: 6
Time-interval 77: 1
Time-interval 78: 2
Time-interval 79: 2
Time-interval 80: 1
Time-interval 81: 2
Time-interval 82: 3
Time-interval 83: 0
Time-interval 84: 5
Time-interval 85: 1
Time-interval 86: 1
Time-interval 87: 1
Time-interval 88: 7
Time-interval 89: 3
Time-interval 90: 2
Time-interval 91: 4
Time-interval 92: 4
Time-interval 93: 2
Time-interval 94: 4
Time-interval 95: 3
Time-interval 96: 4
Time-interval 97: 2
Time-interval 98: 7
Time-interval 99: 1
Time-interval 100: 5
Time-interval 101: 4
Time-interval 102: 7
Time-interval 103: 4
Time-interval 104: 2
Time-interval 105: 7
Time-interval 106: 4
Time-interval 107: 3
Time-interval 108: 0
Time-interval 109: 0
Time-interval 110: 2
Time-interval 111: 5
Time-interval 112: 2
Time-interval 113: 3
Time-interval 114: 6
Time-interval 115: 6
Time-interval 116: 4
Time-interval 117: 4
Time-interval 118: 5
Time-interval 119: 6
Time-interval 120: 15
18208
