-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: Medium
Daytime: Evening
Iteration: 2
Look-ahead time: 300.0 sec
Execution time: -14200 msec
-------------------------------------
Time-interval 1: 2
Time-interval 2: 4
Time-interval 3: 5
Time-interval 4: 2
Time-interval 5: 3
Time-interval 6: 5
Time-interval 7: 6
Time-interval 8: 5
Time-interval 9: 4
Time-interval 10: 6
Time-interval 11: 7
Time-interval 12: 5
Time-interval 13: 6
Time-interval 14: 2
Time-interval 15: 4
Time-interval 16: 4
Time-interval 17: 1
Time-interval 18: 2
Time-interval 19: 1
Time-interval 20: 1
Time-interval 21: 4
Time-interval 22: 7
Time-interval 23: 6
Time-interval 24: 2
Time-interval 25: 5
Time-interval 26: 7
Time-interval 27: 2
Time-interval 28: 4
Time-interval 29: 2
Time-interval 30: 4
Time-interval 31: 2
Time-interval 32: 5
Time-interval 33: 4
Time-interval 34: 3
Time-interval 35: 5
Time-interval 36: 2
Time-interval 37: 8
Time-interval 38: 6
Time-interval 39: 5
Time-interval 40: 4
Time-interval 41: 3
Time-interval 42: 7
Time-interval 43: 6
Time-interval 44: 11
Time-interval 45: 7
Time-interval 46: 5
Time-interval 47: 6
Time-interval 48: 9
Time-interval 49: 9
Time-interval 50: 5
Time-interval 51: 7
Time-interval 52: 3
Time-interval 53: 5
Time-interval 54: 6
Time-interval 55: 5
Time-interval 56: 8
Time-interval 57: 3
Time-interval 58: 1
Time-interval 59: 6
Time-interval 60: 5
Time-interval 61: 9
Time-interval 62: 4
Time-interval 63: 6
Time-interval 64: 3
Time-interval 65: 7
Time-interval 66: 8
Time-interval 67: 7
Time-interval 68: 7
Time-interval 69: 11
Time-interval 70: 6
Time-interval 71: 9
Time-interval 72: 9
Time-interval 73: 8
Time-interval 74: 4
Time-interval 75: 6
Time-interval 76: 9
Time-interval 77: 5
Time-interval 78: 8
Time-interval 79: 4
Time-interval 80: 9
Time-interval 81: 2
Time-interval 82: 8
Time-interval 83: 7
Time-interval 84: 5
Time-interval 85: 11
Time-interval 86: 12
Time-interval 87: 9
Time-interval 88: 6
Time-interval 89: 6
Time-interval 90: 6
Time-interval 91: 3
Time-interval 92: 4
Time-interval 93: 6
Time-interval 94: 6
Time-interval 95: 3
Time-interval 96: 9
Time-interval 97: 6
Time-interval 98: 7
Time-interval 99: 9
Time-interval 100: 1
Time-interval 101: 5
Time-interval 102: 10
Time-interval 103: 7
Time-interval 104: 7
Time-interval 105: 5
Time-interval 106: 3
Time-interval 107: 9
Time-interval 108: 9
Time-interval 109: 5
Time-interval 110: 4
Time-interval 111: 7
Time-interval 112: 5
Time-interval 113: 3
Time-interval 114: 7
Time-interval 115: 9
Time-interval 116: 3
Time-interval 117: 14
Time-interval 118: 11
Time-interval 119: 8
Time-interval 120: 8
