-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: Medium
Daytime: Evening
Iteration: 1
Look-ahead time: 300.0 sec
Execution time: -11197 msec
-------------------------------------
Time-interval 1: 0
Time-interval 2: 6
Time-interval 3: 2
Time-interval 4: 6
Time-interval 5: 11
Time-interval 6: 6
Time-interval 7: 7
Time-interval 8: 4
Time-interval 9: 7
Time-interval 10: 6
Time-interval 11: 3
Time-interval 12: 7
Time-interval 13: 5
Time-interval 14: 4
Time-interval 15: 9
Time-interval 16: 3
Time-interval 17: 8
Time-interval 18: 7
Time-interval 19: 2
Time-interval 20: 4
Time-interval 21: 4
Time-interval 22: 3
Time-interval 23: 6
Time-interval 24: 3
Time-interval 25: 3
Time-interval 26: 5
Time-interval 27: 8
Time-interval 28: 9
Time-interval 29: 6
Time-interval 30: 4
Time-interval 31: 10
Time-interval 32: 3
Time-interval 33: 6
Time-interval 34: 5
Time-interval 35: 0
Time-interval 36: 9
Time-interval 37: 4
Time-interval 38: 6
Time-interval 39: 5
Time-interval 40: 11
Time-interval 41: 6
Time-interval 42: 4
Time-interval 43: 7
Time-interval 44: 9
Time-interval 45: 3
Time-interval 46: 6
Time-interval 47: 6
Time-interval 48: 8
Time-interval 49: 5
Time-interval 50: 2
Time-interval 51: 7
Time-interval 52: 9
Time-interval 53: 8
Time-interval 54: 8
Time-interval 55: 7
Time-interval 56: 3
Time-interval 57: 6
Time-interval 58: 10
Time-interval 59: 6
Time-interval 60: 3
Time-interval 61: 8
Time-interval 62: 5
Time-interval 63: 8
Time-interval 64: 7
Time-interval 65: 6
Time-interval 66: 5
Time-interval 67: 10
Time-interval 68: 9
Time-interval 69: 8
Time-interval 70: 9
Time-interval 71: 5
Time-interval 72: 5
Time-interval 73: 6
Time-interval 74: 7
Time-interval 75: 6
Time-interval 76: 8
Time-interval 77: 6
Time-interval 78: 3
Time-interval 79: 5
Time-interval 80: 3
Time-interval 81: 8
Time-interval 82: 6
Time-interval 83: 8
Time-interval 84: 8
Time-interval 85: 8
Time-interval 86: 6
Time-interval 87: 6
Time-interval 88: 11
Time-interval 89: 5
Time-interval 90: 5
Time-interval 91: 8
Time-interval 92: 6
Time-interval 93: 3
Time-interval 94: 6
Time-interval 95: 5
Time-interval 96: 5
Time-interval 97: 5
Time-interval 98: 10
Time-interval 99: 7
Time-interval 100: 4
Time-interval 101: 12
Time-interval 102: 4
Time-interval 103: 6
Time-interval 104: 6
Time-interval 105: 5
Time-interval 106: 6
Time-interval 107: 9
Time-interval 108: 2
Time-interval 109: 10
Time-interval 110: 8
Time-interval 111: 12
Time-interval 112: 4
Time-interval 113: 5
Time-interval 114: 8
Time-interval 115: 8
Time-interval 116: 12
Time-interval 117: 13
Time-interval 118: 12
Time-interval 119: 8
Time-interval 120: 8
18208
