-------------------------------------
Air Traffic Density Analysis.
Flight concept: Layers
Air traffic density: Low
Daytime: Morning
Iteration: 1
Execution time: 22 msec
-------------------------------------
Time 1: 2.1166899463129414E-10
Time 2: 2.1135196307285564E-10
Time 3: 2.1902485739912704E-10
Time 4: 2.1662906584243532E-10
Time 5: 2.1415997438447172E-10
Time 6: 2.180879970902286E-10
Time 7: 2.201591660305317E-10
Time 8: 2.20559268508902E-10
Time 9: 2.2307432541119062E-10
Time 10: 2.2758663552680682E-10
Time 11: 2.2614744773121895E-10
Time 12: 2.1840601076470623E-10
Time 13: 2.2012193364768186E-10
Time 14: 2.1896465784588635E-10
Time 15: 2.1787558680373185E-10
Time 16: 2.1191831187589823E-10
Time 17: 2.0888414601692482E-10
Time 18: 2.1288994060066322E-10
Time 19: 2.1049996176512955E-10
Time 20: 2.0971456642995308E-10
Time 21: 2.1319003894440547E-10
Time 22: 2.050703422692191E-10
Time 23: 2.1108235339208616E-10
Time 24: 2.1834475999988166E-10
Time 25: 2.1761159888114437E-10
Time 26: 2.1889525851894487E-10
Time 27: 2.174009170136875E-10
Time 28: 2.166637426053999E-10
Time 29: 2.1574379420252933E-10
Time 30: 2.1874105519496824E-10
Time 31: 2.2191025191218054E-10
Time 32: 2.233191501715484E-10
Time 33: 2.21677153740842E-10
Time 34: 2.1623627233721764E-10
Time 35: 2.1171185345694658E-10
Time 36: 2.2170866247692964E-10
Time 37: 2.2380729464767012E-10
Time 38: 2.1969318998339403E-10
Time 39: 2.226761880121457E-10
Time 40: 2.2209362341730374E-10
Time 41: 2.207420695348913E-10
Time 42: 2.203682106034025E-10
Time 43: 2.224024729940277E-10
Time 44: 2.1484307287134383E-10
Time 45: 2.1882354077900779E-10
Time 46: 2.2221306926302532E-10
Time 47: 2.1615172061369182E-10
Time 48: 2.1415511330585683E-10
Time 49: 2.2108026798817039E-10
Time 50: 2.2463773030974487E-10
Time 51: 2.2009959780922778E-10
Time 52: 2.228561022965932E-10
Time 53: 2.1977725010543926E-10
Time 54: 2.192559329263395E-10
Time 55: 2.2002114714362332E-10
Time 56: 2.1544182265412033E-10
Time 57: 2.2236633711632995E-10
Time 58: 2.2070753341866255E-10
Time 59: 2.1985201062361426E-10
Time 60: 2.2026533398628694E-10
Time 61: 2.190954967497461E-10
Time 62: 2.2100017253342518E-10
Time 63: 2.2278721083589198E-10
Time 64: 2.26324014920888E-10
Time 65: 2.1901870803759232E-10
Time 66: 2.192959584157838E-10
Time 67: 2.1865217274212957E-10
Time 68: 2.2459645999262367E-10
Time 69: 2.1956960440609153E-10
Time 70: 2.2122480335270172E-10
Time 71: 2.207429660951981E-10
Time 72: 2.221366983087596E-10
Time 73: 2.2397152782353095E-10
Time 74: 2.2607830740811692E-10
Time 75: 2.210043407577001E-10
Time 76: 2.211400558229634E-10
Time 77: 2.240019364209958E-10
Time 78: 2.2757872537708896E-10
Time 79: 2.2504804388241684E-10
Time 80: 2.2554279402740077E-10
Time 81: 2.2661136047696544E-10
Time 82: 2.2142927690653732E-10
Time 83: 2.24430211624223E-10
Time 84: 2.2054681724292963E-10
Time 85: 2.1763324602363935E-10
Time 86: 2.1917936853090906E-10
Time 87: 2.168238820860771E-10
Time 88: 2.1069034201872706E-10
Time 89: 2.0961125094640288E-10
Time 90: 2.164172162978289E-10
Time 91: 2.2277445462940245E-10
Time 92: 2.1758220239449852E-10
Time 93: 2.119240642942256E-10
Time 94: 2.146474260594324E-10
Time 95: 2.2000852230691788E-10
Time 96: 2.2298266908513257E-10
Time 97: 2.1911984114988256E-10
Time 98: 2.195558117766563E-10
Time 99: 2.1905487902081707E-10
Time 100: 2.2557575122606548E-10
Time 101: 2.2600202569630246E-10
Time 102: 2.2057375136607557E-10
Time 103: 2.1820317634950744E-10
Time 104: 2.233182279326153E-10
Time 105: 2.1853302459110808E-10
Time 106: 2.1943448400754424E-10
Time 107: 2.1990754402371806E-10
Time 108: 2.222698925273317E-10
Time 109: 2.2459705111539181E-10
Time 110: 2.2425503077484352E-10
Time 111: 2.21597003890733E-10
Time 112: 2.24784970960742E-10
Time 113: 2.1907708602722884E-10
Time 114: 2.1468075201956421E-10
Time 115: 2.1337958791291265E-10
Time 116: 2.1767213643214627E-10
Time 117: 2.1591140676383378E-10
Time 118: 2.1824806011495664E-10
Time 119: 2.136204684269115E-10
Time 120: 2.110280901005712E-10
