-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: Low
Daytime: Morning
Iteration: 1
Look-ahead time: 300.0 sec
Execution time: -6672 msec
-------------------------------------
Time-interval 1: 4
Time-interval 2: 4
Time-interval 3: 3
Time-interval 4: 0
Time-interval 5: 1
Time-interval 6: 3
Time-interval 7: 4
Time-interval 8: 2
Time-interval 9: 5
Time-interval 10: 3
Time-interval 11: 5
Time-interval 12: 6
Time-interval 13: 6
Time-interval 14: 4
Time-interval 15: 2
Time-interval 16: 5
Time-interval 17: 1
Time-interval 18: 2
Time-interval 19: 1
Time-interval 20: 1
Time-interval 21: 2
Time-interval 22: 1
Time-interval 23: 2
Time-interval 24: 4
Time-interval 25: 4
Time-interval 26: 2
Time-interval 27: 4
Time-interval 28: 3
Time-interval 29: 0
Time-interval 30: 2
Time-interval 31: 2
Time-interval 32: 1
Time-interval 33: 4
Time-interval 34: 6
Time-interval 35: 0
Time-interval 36: 4
Time-interval 37: 3
Time-interval 38: 2
Time-interval 39: 2
Time-interval 40: 4
Time-interval 41: 3
Time-interval 42: 1
Time-interval 43: 2
Time-interval 44: 1
Time-interval 45: 5
Time-interval 46: 1
Time-interval 47: 3
Time-interval 48: 1
Time-interval 49: 2
Time-interval 50: 8
Time-interval 51: 2
Time-interval 52: 1
Time-interval 53: 1
Time-interval 54: 5
Time-interval 55: 2
Time-interval 56: 4
Time-interval 57: 6
Time-interval 58: 4
Time-interval 59: 3
Time-interval 60: 2
Time-interval 61: 3
Time-interval 62: 3
Time-interval 63: 5
Time-interval 64: 2
Time-interval 65: 1
Time-interval 66: 2
Time-interval 67: 6
Time-interval 68: 1
Time-interval 69: 2
Time-interval 70: 1
Time-interval 71: 1
Time-interval 72: 1
Time-interval 73: 3
Time-interval 74: 4
Time-interval 75: 7
Time-interval 76: 1
Time-interval 77: 1
Time-interval 78: 3
Time-interval 79: 2
Time-interval 80: 2
Time-interval 81: 2
Time-interval 82: 5
Time-interval 83: 2
Time-interval 84: 1
Time-interval 85: 5
Time-interval 86: 1
Time-interval 87: 1
Time-interval 88: 3
Time-interval 89: 6
Time-interval 90: 5
Time-interval 91: 4
Time-interval 92: 3
Time-interval 93: 3
Time-interval 94: 1
Time-interval 95: 1
Time-interval 96: 2
Time-interval 97: 2
Time-interval 98: 1
Time-interval 99: 1
Time-interval 100: 3
Time-interval 101: 2
Time-interval 102: 1
Time-interval 103: 3
Time-interval 104: 0
Time-interval 105: 3
Time-interval 106: 2
Time-interval 107: 5
Time-interval 108: 1
Time-interval 109: 2
Time-interval 110: 3
Time-interval 111: 3
Time-interval 112: 4
Time-interval 113: 3
Time-interval 114: 4
Time-interval 115: 3
Time-interval 116: 1
Time-interval 117: 0
Time-interval 118: 9
Time-interval 119: 1
Time-interval 120: 5
