-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: Low
Daytime: Morning
Iteration: 1
Look-ahead time: 15.0 sec
Execution time: -5668 msec
-------------------------------------
Time-interval 1: 4
Time-interval 2: 4
Time-interval 3: 2
Time-interval 4: 1
Time-interval 5: 3
Time-interval 6: 3
Time-interval 7: 4
Time-interval 8: 5
Time-interval 9: 1
Time-interval 10: 4
Time-interval 11: 2
Time-interval 12: 2
Time-interval 13: 4
Time-interval 14: 4
Time-interval 15: 0
Time-interval 16: 6
Time-interval 17: 2
Time-interval 18: 1
Time-interval 19: 2
Time-interval 20: 4
Time-interval 21: 3
Time-interval 22: 2
Time-interval 23: 2
Time-interval 24: 1
Time-interval 25: 2
Time-interval 26: 2
Time-interval 27: 2
Time-interval 28: 0
Time-interval 29: 5
Time-interval 30: 3
Time-interval 31: 4
Time-interval 32: 1
Time-interval 33: 3
Time-interval 34: 3
Time-interval 35: 3
Time-interval 36: 4
Time-interval 37: 3
Time-interval 38: 4
Time-interval 39: 1
Time-interval 40: 3
Time-interval 41: 2
Time-interval 42: 2
Time-interval 43: 5
Time-interval 44: 1
Time-interval 45: 2
Time-interval 46: 3
Time-interval 47: 4
Time-interval 48: 6
Time-interval 49: 1
Time-interval 50: 4
Time-interval 51: 6
Time-interval 52: 2
Time-interval 53: 4
Time-interval 54: 3
Time-interval 55: 4
Time-interval 56: 5
Time-interval 57: 4
Time-interval 58: 7
Time-interval 59: 1
Time-interval 60: 2
Time-interval 61: 0
Time-interval 62: 8
Time-interval 63: 4
Time-interval 64: 4
Time-interval 65: 3
Time-interval 66: 2
Time-interval 67: 5
Time-interval 68: 3
Time-interval 69: 3
Time-interval 70: 1
Time-interval 71: 1
Time-interval 72: 8
Time-interval 73: 3
Time-interval 74: 2
Time-interval 75: 3
Time-interval 76: 4
Time-interval 77: 6
Time-interval 78: 1
Time-interval 79: 1
Time-interval 80: 3
Time-interval 81: 5
Time-interval 82: 4
Time-interval 83: 7
Time-interval 84: 2
Time-interval 85: 2
Time-interval 86: 0
Time-interval 87: 4
Time-interval 88: 2
Time-interval 89: 3
Time-interval 90: 4
Time-interval 91: 2
Time-interval 92: 1
Time-interval 93: 4
Time-interval 94: 5
Time-interval 95: 4
Time-interval 96: 3
Time-interval 97: 1
Time-interval 98: 3
Time-interval 99: 5
Time-interval 100: 0
Time-interval 101: 2
Time-interval 102: 2
Time-interval 103: 2
Time-interval 104: 5
Time-interval 105: 2
Time-interval 106: 1
Time-interval 107: 1
Time-interval 108: 1
Time-interval 109: 0
Time-interval 110: 1
Time-interval 111: 1
Time-interval 112: 1
Time-interval 113: 2
Time-interval 114: 3
Time-interval 115: 4
Time-interval 116: 5
Time-interval 117: 2
Time-interval 118: 2
Time-interval 119: 3
Time-interval 120: 1
13693
