-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: Low
Daytime: Morning
Iteration: 1
Look-ahead time: 45.0 sec
Execution time: -5548 msec
-------------------------------------
Time-interval 1: 2
Time-interval 2: 0
Time-interval 3: 2
Time-interval 4: 1
Time-interval 5: 3
Time-interval 6: 2
Time-interval 7: 1
Time-interval 8: 3
Time-interval 9: 2
Time-interval 10: 2
Time-interval 11: 0
Time-interval 12: 1
Time-interval 13: 1
Time-interval 14: 2
Time-interval 15: 1
Time-interval 16: 0
Time-interval 17: 1
Time-interval 18: 0
Time-interval 19: 0
Time-interval 20: 1
Time-interval 21: 1
Time-interval 22: 0
Time-interval 23: 1
Time-interval 24: 0
Time-interval 25: 1
Time-interval 26: 0
Time-interval 27: 1
Time-interval 28: 2
Time-interval 29: 1
Time-interval 30: 0
Time-interval 31: 0
Time-interval 32: 1
Time-interval 33: 1
Time-interval 34: 1
Time-interval 35: 1
Time-interval 36: 1
Time-interval 37: 0
Time-interval 38: 0
Time-interval 39: 0
Time-interval 40: 2
Time-interval 41: 0
Time-interval 42: 0
Time-interval 43: 2
Time-interval 44: 1
Time-interval 45: 1
Time-interval 46: 1
Time-interval 47: 2
Time-interval 48: 1
Time-interval 49: 1
Time-interval 50: 0
Time-interval 51: 2
Time-interval 52: 1
Time-interval 53: 1
Time-interval 54: 0
Time-interval 55: 1
Time-interval 56: 2
Time-interval 57: 1
Time-interval 58: 2
Time-interval 59: 1
Time-interval 60: 0
Time-interval 61: 1
Time-interval 62: 1
Time-interval 63: 4
Time-interval 64: 0
Time-interval 65: 2
Time-interval 66: 4
Time-interval 67: 5
Time-interval 68: 0
Time-interval 69: 2
Time-interval 70: 0
Time-interval 71: 1
Time-interval 72: 0
Time-interval 73: 1
Time-interval 74: 0
Time-interval 75: 1
Time-interval 76: 0
Time-interval 77: 0
Time-interval 78: 1
Time-interval 79: 1
Time-interval 80: 1
Time-interval 81: 4
Time-interval 82: 2
Time-interval 83: 4
Time-interval 84: 1
Time-interval 85: 1
Time-interval 86: 1
Time-interval 87: 1
Time-interval 88: 2
Time-interval 89: 3
Time-interval 90: 2
Time-interval 91: 3
Time-interval 92: 1
Time-interval 93: 1
Time-interval 94: 1
Time-interval 95: 1
Time-interval 96: 0
Time-interval 97: 1
Time-interval 98: 0
Time-interval 99: 0
Time-interval 100: 3
Time-interval 101: 2
Time-interval 102: 2
Time-interval 103: 1
Time-interval 104: 2
Time-interval 105: 1
Time-interval 106: 1
Time-interval 107: 2
Time-interval 108: 2
Time-interval 109: 1
Time-interval 110: 1
Time-interval 111: 2
Time-interval 112: 0
Time-interval 113: 1
Time-interval 114: 2
Time-interval 115: 2
Time-interval 116: 0
Time-interval 117: 1
Time-interval 118: 1
Time-interval 119: 1
Time-interval 120: 0
13693
