-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: Low
Daytime: Evening
Iteration: 1
Look-ahead time: 30.0 sec
Execution time: -5779 msec
-------------------------------------
Time-interval 1: 1
Time-interval 2: 4
Time-interval 3: 2
Time-interval 4: 0
Time-interval 5: 1
Time-interval 6: 1
Time-interval 7: 2
Time-interval 8: 1
Time-interval 9: 1
Time-interval 10: 0
Time-interval 11: 2
Time-interval 12: 2
Time-interval 13: 2
Time-interval 14: 0
Time-interval 15: 0
Time-interval 16: 1
Time-interval 17: 2
Time-interval 18: 0
Time-interval 19: 0
Time-interval 20: 1
Time-interval 21: 0
Time-interval 22: 1
Time-interval 23: 1
Time-interval 24: 2
Time-interval 25: 0
Time-interval 26: 0
Time-interval 27: 0
Time-interval 28: 1
Time-interval 29: 1
Time-interval 30: 1
Time-interval 31: 0
Time-interval 32: 0
Time-interval 33: 2
Time-interval 34: 1
Time-interval 35: 1
Time-interval 36: 2
Time-interval 37: 1
Time-interval 38: 1
Time-interval 39: 1
Time-interval 40: 1
Time-interval 41: 3
Time-interval 42: 3
Time-interval 43: 4
Time-interval 44: 2
Time-interval 45: 4
Time-interval 46: 1
Time-interval 47: 3
Time-interval 48: 1
Time-interval 49: 3
Time-interval 50: 1
Time-interval 51: 1
Time-interval 52: 0
Time-interval 53: 2
Time-interval 54: 0
Time-interval 55: 2
Time-interval 56: 2
Time-interval 57: 0
Time-interval 58: 0
Time-interval 59: 0
Time-interval 60: 3
Time-interval 61: 2
Time-interval 62: 1
Time-interval 63: 2
Time-interval 64: 1
Time-interval 65: 1
Time-interval 66: 1
Time-interval 67: 0
Time-interval 68: 1
Time-interval 69: 2
Time-interval 70: 3
Time-interval 71: 0
Time-interval 72: 0
Time-interval 73: 3
Time-interval 74: 0
Time-interval 75: 1
Time-interval 76: 2
Time-interval 77: 2
Time-interval 78: 0
Time-interval 79: 1
Time-interval 80: 1
Time-interval 81: 1
Time-interval 82: 3
Time-interval 83: 0
Time-interval 84: 3
Time-interval 85: 1
Time-interval 86: 1
Time-interval 87: 0
Time-interval 88: 0
Time-interval 89: 2
Time-interval 90: 3
Time-interval 91: 1
Time-interval 92: 3
Time-interval 93: 1
Time-interval 94: 1
Time-interval 95: 0
Time-interval 96: 2
Time-interval 97: 1
Time-interval 98: 1
Time-interval 99: 1
Time-interval 100: 0
Time-interval 101: 1
Time-interval 102: 2
Time-interval 103: 2
Time-interval 104: 0
Time-interval 105: 0
Time-interval 106: 1
Time-interval 107: 0
Time-interval 108: 0
Time-interval 109: 3
Time-interval 110: 1
Time-interval 111: 0
Time-interval 112: 0
Time-interval 113: 1
Time-interval 114: 0
Time-interval 115: 0
Time-interval 116: 0
Time-interval 117: 5
Time-interval 118: 0
Time-interval 119: 3
Time-interval 120: 1
13603
