-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: Low
Daytime: Evening
Iteration: 2
Look-ahead time: 300.0 sec
Execution time: -7262 msec
-------------------------------------
Time-interval 1: 2
Time-interval 2: 5
Time-interval 3: 3
Time-interval 4: 3
Time-interval 5: 8
Time-interval 6: 3
Time-interval 7: 4
Time-interval 8: 5
Time-interval 9: 3
Time-interval 10: 5
Time-interval 11: 3
Time-interval 12: 1
Time-interval 13: 1
Time-interval 14: 3
Time-interval 15: 4
Time-interval 16: 2
Time-interval 17: 8
Time-interval 18: 2
Time-interval 19: 2
Time-interval 20: 1
Time-interval 21: 2
Time-interval 22: 1
Time-interval 23: 0
Time-interval 24: 2
Time-interval 25: 3
Time-interval 26: 2
Time-interval 27: 3
Time-interval 28: 0
Time-interval 29: 3
Time-interval 30: 1
Time-interval 31: 2
Time-interval 32: 2
Time-interval 33: 2
Time-interval 34: 3
Time-interval 35: 1
Time-interval 36: 2
Time-interval 37: 1
Time-interval 38: 4
Time-interval 39: 1
Time-interval 40: 1
Time-interval 41: 6
Time-interval 42: 1
Time-interval 43: 1
Time-interval 44: 6
Time-interval 45: 2
Time-interval 46: 5
Time-interval 47: 2
Time-interval 48: 5
Time-interval 49: 3
Time-interval 50: 0
Time-interval 51: 0
Time-interval 52: 4
Time-interval 53: 2
Time-interval 54: 1
Time-interval 55: 2
Time-interval 56: 5
Time-interval 57: 3
Time-interval 58: 3
Time-interval 59: 2
Time-interval 60: 4
Time-interval 61: 2
Time-interval 62: 3
Time-interval 63: 0
Time-interval 64: 1
Time-interval 65: 3
Time-interval 66: 1
Time-interval 67: 1
Time-interval 68: 4
Time-interval 69: 1
Time-interval 70: 5
Time-interval 71: 4
Time-interval 72: 1
Time-interval 73: 2
Time-interval 74: 1
Time-interval 75: 4
Time-interval 76: 2
Time-interval 77: 2
Time-interval 78: 4
Time-interval 79: 1
Time-interval 80: 0
Time-interval 81: 3
Time-interval 82: 3
Time-interval 83: 5
Time-interval 84: 1
Time-interval 85: 2
Time-interval 86: 4
Time-interval 87: 3
Time-interval 88: 1
Time-interval 89: 4
Time-interval 90: 2
Time-interval 91: 9
Time-interval 92: 0
Time-interval 93: 5
Time-interval 94: 2
Time-interval 95: 7
Time-interval 96: 4
Time-interval 97: 3
Time-interval 98: 0
Time-interval 99: 1
Time-interval 100: 1
Time-interval 101: 4
Time-interval 102: 1
Time-interval 103: 1
Time-interval 104: 4
Time-interval 105: 4
Time-interval 106: 3
Time-interval 107: 2
Time-interval 108: 1
Time-interval 109: 4
Time-interval 110: 2
Time-interval 111: 4
Time-interval 112: 2
Time-interval 113: 2
Time-interval 114: 5
Time-interval 115: 5
Time-interval 116: 6
Time-interval 117: 1
Time-interval 118: 4
Time-interval 119: 7
Time-interval 120: 3
