-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: Low
Daytime: Evening
Iteration: 2
Look-ahead time: 60.0 sec
Execution time: -5602 msec
-------------------------------------
Time-interval 1: 3
Time-interval 2: 2
Time-interval 3: 1
Time-interval 4: 3
Time-interval 5: 0
Time-interval 6: 1
Time-interval 7: 1
Time-interval 8: 2
Time-interval 9: 3
Time-interval 10: 2
Time-interval 11: 3
Time-interval 12: 5
Time-interval 13: 1
Time-interval 14: 1
Time-interval 15: 1
Time-interval 16: 2
Time-interval 17: 2
Time-interval 18: 1
Time-interval 19: 5
Time-interval 20: 3
Time-interval 21: 3
Time-interval 22: 7
Time-interval 23: 0
Time-interval 24: 5
Time-interval 25: 1
Time-interval 26: 1
Time-interval 27: 2
Time-interval 28: 2
Time-interval 29: 2
Time-interval 30: 3
Time-interval 31: 1
Time-interval 32: 2
Time-interval 33: 3
Time-interval 34: 2
Time-interval 35: 1
Time-interval 36: 0
Time-interval 37: 2
Time-interval 38: 0
Time-interval 39: 1
Time-interval 40: 0
Time-interval 41: 6
Time-interval 42: 5
Time-interval 43: 2
Time-interval 44: 3
Time-interval 45: 3
Time-interval 46: 3
Time-interval 47: 4
Time-interval 48: 2
Time-interval 49: 1
Time-interval 50: 2
Time-interval 51: 2
Time-interval 52: 0
Time-interval 53: 4
Time-interval 54: 2
Time-interval 55: 3
Time-interval 56: 2
Time-interval 57: 5
Time-interval 58: 3
Time-interval 59: 3
Time-interval 60: 3
Time-interval 61: 1
Time-interval 62: 1
Time-interval 63: 3
Time-interval 64: 2
Time-interval 65: 1
Time-interval 66: 3
Time-interval 67: 2
Time-interval 68: 3
Time-interval 69: 6
Time-interval 70: 0
Time-interval 71: 5
Time-interval 72: 5
Time-interval 73: 3
Time-interval 74: 2
Time-interval 75: 1
Time-interval 76: 1
Time-interval 77: 4
Time-interval 78: 1
Time-interval 79: 4
Time-interval 80: 1
Time-interval 81: 2
Time-interval 82: 3
Time-interval 83: 0
Time-interval 84: 2
Time-interval 85: 1
Time-interval 86: 4
Time-interval 87: 4
Time-interval 88: 3
Time-interval 89: 2
Time-interval 90: 2
Time-interval 91: 1
Time-interval 92: 2
Time-interval 93: 4
Time-interval 94: 0
Time-interval 95: 2
Time-interval 96: 4
Time-interval 97: 4
Time-interval 98: 2
Time-interval 99: 4
Time-interval 100: 2
Time-interval 101: 2
Time-interval 102: 1
Time-interval 103: 2
Time-interval 104: 2
Time-interval 105: 4
Time-interval 106: 2
Time-interval 107: 1
Time-interval 108: 1
Time-interval 109: 3
Time-interval 110: 5
Time-interval 111: 1
Time-interval 112: 2
Time-interval 113: 5
Time-interval 114: 4
Time-interval 115: 0
Time-interval 116: 4
Time-interval 117: 1
Time-interval 118: 5
Time-interval 119: 1
Time-interval 120: 5
13508
