-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: Low
Daytime: Evening
Iteration: 1
Look-ahead time: 300.0 sec
Execution time: -7782 msec
-------------------------------------
Time-interval 1: 2
Time-interval 2: 3
Time-interval 3: 1
Time-interval 4: 4
Time-interval 5: 2
Time-interval 6: 2
Time-interval 7: 4
Time-interval 8: 3
Time-interval 9: 1
Time-interval 10: 5
Time-interval 11: 6
Time-interval 12: 4
Time-interval 13: 4
Time-interval 14: 2
Time-interval 15: 6
Time-interval 16: 6
Time-interval 17: 2
Time-interval 18: 3
Time-interval 19: 3
Time-interval 20: 0
Time-interval 21: 1
Time-interval 22: 3
Time-interval 23: 1
Time-interval 24: 4
Time-interval 25: 3
Time-interval 26: 2
Time-interval 27: 4
Time-interval 28: 1
Time-interval 29: 2
Time-interval 30: 1
Time-interval 31: 0
Time-interval 32: 5
Time-interval 33: 3
Time-interval 34: 4
Time-interval 35: 3
Time-interval 36: 2
Time-interval 37: 2
Time-interval 38: 4
Time-interval 39: 3
Time-interval 40: 2
Time-interval 41: 2
Time-interval 42: 5
Time-interval 43: 5
Time-interval 44: 2
Time-interval 45: 6
Time-interval 46: 3
Time-interval 47: 1
Time-interval 48: 2
Time-interval 49: 4
Time-interval 50: 4
Time-interval 51: 5
Time-interval 52: 3
Time-interval 53: 4
Time-interval 54: 4
Time-interval 55: 1
Time-interval 56: 4
Time-interval 57: 0
Time-interval 58: 2
Time-interval 59: 3
Time-interval 60: 3
Time-interval 61: 3
Time-interval 62: 4
Time-interval 63: 3
Time-interval 64: 2
Time-interval 65: 3
Time-interval 66: 4
Time-interval 67: 5
Time-interval 68: 1
Time-interval 69: 7
Time-interval 70: 7
Time-interval 71: 9
Time-interval 72: 3
Time-interval 73: 2
Time-interval 74: 2
Time-interval 75: 2
Time-interval 76: 2
Time-interval 77: 1
Time-interval 78: 1
Time-interval 79: 3
Time-interval 80: 1
Time-interval 81: 6
Time-interval 82: 2
Time-interval 83: 1
Time-interval 84: 1
Time-interval 85: 5
Time-interval 86: 4
Time-interval 87: 4
Time-interval 88: 2
Time-interval 89: 2
Time-interval 90: 2
Time-interval 91: 3
Time-interval 92: 4
Time-interval 93: 2
Time-interval 94: 4
Time-interval 95: 6
Time-interval 96: 3
Time-interval 97: 4
Time-interval 98: 2
Time-interval 99: 3
Time-interval 100: 4
Time-interval 101: 6
Time-interval 102: 3
Time-interval 103: 0
Time-interval 104: 3
Time-interval 105: 5
Time-interval 106: 1
Time-interval 107: 4
Time-interval 108: 8
Time-interval 109: 2
Time-interval 110: 3
Time-interval 111: 3
Time-interval 112: 2
Time-interval 113: 4
Time-interval 114: 3
Time-interval 115: 3
Time-interval 116: 0
Time-interval 117: 2
Time-interval 118: 2
Time-interval 119: 3
Time-interval 120: 3
