-------------------------------------
Air Traffic Density Analysis.
Flight concept: FullMix
Air traffic density: Low
Daytime: Evening
Iteration: 2
Execution time: 33 msec
-------------------------------------
Time 1: 1.5672995127627397E-10
Time 2: 1.6381309463684725E-10
Time 3: 1.679253204433656E-10
Time 4: 1.688704847371388E-10
Time 5: 1.7353069015807134E-10
Time 6: 1.788045002213035E-10
Time 7: 1.795617174705087E-10
Time 8: 1.8304690294142913E-10
Time 9: 1.837032840679992E-10
Time 10: 1.8627131724919994E-10
Time 11: 1.8443419492710068E-10
Time 12: 1.9790894031140944E-10
Time 13: 1.9004818173042443E-10
Time 14: 1.9502713932387087E-10
Time 15: 1.9509197557873521E-10
Time 16: 1.9033740929254916E-10
Time 17: 1.8301482170940592E-10
Time 18: 1.934853496924335E-10
Time 19: 1.861296164939887E-10
Time 20: 1.80562930086085E-10
Time 21: 1.8358512881943997E-10
Time 22: 1.7644351087951838E-10
Time 23: 1.7336668694320684E-10
Time 24: 1.6472841879489367E-10
Time 25: 1.6623925742162661E-10
Time 26: 1.6846302644657758E-10
Time 27: 1.6730954378252391E-10
Time 28: 1.598027070518583E-10
Time 29: 1.6685892846499964E-10
Time 30: 1.600690073768142E-10
Time 31: 1.6686327407507987E-10
Time 32: 1.6949371480047466E-10
Time 33: 1.7000022176521426E-10
Time 34: 1.6364537023737581E-10
Time 35: 1.656526153955259E-10
Time 36: 1.5975870803205653E-10
Time 37: 1.589185650020807E-10
Time 38: 1.6319988487354347E-10
Time 39: 1.6291329378379495E-10
Time 40: 1.6829055948879854E-10
Time 41: 1.7071682294916855E-10
Time 42: 1.7511005965420902E-10
Time 43: 1.7510811107899824E-10
Time 44: 1.7796206421504716E-10
Time 45: 1.819686423265766E-10
Time 46: 1.781403873098113E-10
Time 47: 1.755715509077125E-10
Time 48: 1.7251724416352143E-10
Time 49: 1.796035336637735E-10
Time 50: 1.732376127725712E-10
Time 51: 1.7786400707763058E-10
Time 52: 1.7895727488491465E-10
Time 53: 1.7867343309173965E-10
Time 54: 1.7368413641524544E-10
Time 55: 1.689971828251617E-10
Time 56: 1.7709855247008587E-10
Time 57: 1.844548230624459E-10
Time 58: 1.7158583973240152E-10
Time 59: 1.749973266428049E-10
Time 60: 1.7088925842485955E-10
Time 61: 1.7214434087715404E-10
Time 62: 1.7545177226736363E-10
Time 63: 1.7614884676462242E-10
Time 64: 1.7369313026650367E-10
Time 65: 1.749981262133459E-10
Time 66: 1.7260537157807854E-10
Time 67: 1.786519135342004E-10
Time 68: 1.7868618879430197E-10
Time 69: 1.788897240552129E-10
Time 70: 1.7777452211614793E-10
Time 71: 1.8114844222059923E-10
Time 72: 1.770382673961454E-10
Time 73: 1.7627591468185684E-10
Time 74: 1.7376414278332988E-10
Time 75: 1.6515336989458882E-10
Time 76: 1.7024347330757068E-10
Time 77: 1.7033561047586573E-10
Time 78: 1.6854146411602905E-10
Time 79: 1.7114286410848984E-10
Time 80: 1.673807366646071E-10
Time 81: 1.6877350180382928E-10
Time 82: 1.7254122187018564E-10
Time 83: 1.79389065170548E-10
Time 84: 1.8264131083264085E-10
Time 85: 1.781657805475376E-10
Time 86: 1.7325160869638895E-10
Time 87: 1.7538443241225996E-10
Time 88: 1.764845975528833E-10
Time 89: 1.7034132465439873E-10
Time 90: 1.6974339876921692E-10
Time 91: 1.746658532616271E-10
Time 92: 1.7884312361594745E-10
Time 93: 1.7835170729055365E-10
Time 94: 1.891537201377057E-10
Time 95: 1.860187307040302E-10
Time 96: 1.8375592874853346E-10
Time 97: 1.9049068830810463E-10
Time 98: 1.8598702659629292E-10
Time 99: 1.8794471219118714E-10
Time 100: 1.9062458430435593E-10
Time 101: 1.8746469265599327E-10
Time 102: 1.8816552575985176E-10
Time 103: 1.876599404765685E-10
Time 104: 1.8035738638066783E-10
Time 105: 1.825569269741899E-10
Time 106: 1.8267806323130098E-10
Time 107: 1.8355814950582748E-10
Time 108: 1.791118611449488E-10
Time 109: 1.877639556886157E-10
Time 110: 1.7791216691897352E-10
Time 111: 1.7383131458940385E-10
Time 112: 1.8142677250834965E-10
Time 113: 1.7765634860993718E-10
Time 114: 1.6628983496337897E-10
Time 115: 1.7045499748517012E-10
Time 116: 1.7017990002891634E-10
Time 117: 1.6932295656902676E-10
Time 118: 1.7367814031978E-10
Time 119: 1.7529938791049302E-10
Time 120: 1.731848259556368E-10
