-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: Low
Daytime: Morning
Iteration: 2
Look-ahead time: 45.0 sec
Execution time: -6102 msec
-------------------------------------
Time-interval 1: 0
Time-interval 2: 1
Time-interval 3: 1
Time-interval 4: 2
Time-interval 5: 0
Time-interval 6: 0
Time-interval 7: 0
Time-interval 8: 1
Time-interval 9: 0
Time-interval 10: 0
Time-interval 11: 0
Time-interval 12: 3
Time-interval 13: 2
Time-interval 14: 0
Time-interval 15: 1
Time-interval 16: 2
Time-interval 17: 0
Time-interval 18: 0
Time-interval 19: 1
Time-interval 20: 1
Time-interval 21: 1
Time-interval 22: 1
Time-interval 23: 0
Time-interval 24: 0
Time-interval 25: 0
Time-interval 26: 1
Time-interval 27: 2
Time-interval 28: 1
Time-interval 29: 0
Time-interval 30: 0
Time-interval 31: 1
Time-interval 32: 0
Time-interval 33: 0
Time-interval 34: 1
Time-interval 35: 2
Time-interval 36: 1
Time-interval 37: 0
Time-interval 38: 0
Time-interval 39: 0
Time-interval 40: 0
Time-interval 41: 0
Time-interval 42: 0
Time-interval 43: 0
Time-interval 44: 2
Time-interval 45: 3
Time-interval 46: 1
Time-interval 47: 0
Time-interval 48: 0
Time-interval 49: 2
Time-interval 50: 1
Time-interval 51: 0
Time-interval 52: 1
Time-interval 53: 0
Time-interval 54: 2
Time-interval 55: 0
Time-interval 56: 1
Time-interval 57: 2
Time-interval 58: 2
Time-interval 59: 0
Time-interval 60: 0
Time-interval 61: 1
Time-interval 62: 1
Time-interval 63: 0
Time-interval 64: 2
Time-interval 65: 0
Time-interval 66: 2
Time-interval 67: 0
Time-interval 68: 0
Time-interval 69: 2
Time-interval 70: 1
Time-interval 71: 1
Time-interval 72: 3
Time-interval 73: 0
Time-interval 74: 1
Time-interval 75: 0
Time-interval 76: 1
Time-interval 77: 1
Time-interval 78: 1
Time-interval 79: 2
Time-interval 80: 1
Time-interval 81: 1
Time-interval 82: 0
Time-interval 83: 0
Time-interval 84: 0
Time-interval 85: 2
Time-interval 86: 0
Time-interval 87: 0
Time-interval 88: 1
Time-interval 89: 0
Time-interval 90: 1
Time-interval 91: 0
Time-interval 92: 1
Time-interval 93: 1
Time-interval 94: 0
Time-interval 95: 1
Time-interval 96: 1
Time-interval 97: 1
Time-interval 98: 1
Time-interval 99: 1
Time-interval 100: 0
Time-interval 101: 0
Time-interval 102: 1
Time-interval 103: 0
Time-interval 104: 0
Time-interval 105: 2
Time-interval 106: 0
Time-interval 107: 1
Time-interval 108: 0
Time-interval 109: 1
Time-interval 110: 1
Time-interval 111: 1
Time-interval 112: 0
Time-interval 113: 0
Time-interval 114: 0
Time-interval 115: 1
Time-interval 116: 0
Time-interval 117: 0
Time-interval 118: 0
Time-interval 119: 1
Time-interval 120: 1
13644
