-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: Low
Daytime: Morning
Iteration: 1
Look-ahead time: 60.0 sec
Execution time: -5959 msec
-------------------------------------
Time-interval 1: 1
Time-interval 2: 1
Time-interval 3: 0
Time-interval 4: 4
Time-interval 5: 2
Time-interval 6: 3
Time-interval 7: 0
Time-interval 8: 1
Time-interval 9: 4
Time-interval 10: 0
Time-interval 11: 2
Time-interval 12: 2
Time-interval 13: 2
Time-interval 14: 2
Time-interval 15: 2
Time-interval 16: 2
Time-interval 17: 1
Time-interval 18: 2
Time-interval 19: 1
Time-interval 20: 1
Time-interval 21: 3
Time-interval 22: 0
Time-interval 23: 1
Time-interval 24: 1
Time-interval 25: 0
Time-interval 26: 1
Time-interval 27: 1
Time-interval 28: 3
Time-interval 29: 0
Time-interval 30: 2
Time-interval 31: 0
Time-interval 32: 0
Time-interval 33: 0
Time-interval 34: 0
Time-interval 35: 2
Time-interval 36: 0
Time-interval 37: 2
Time-interval 38: 5
Time-interval 39: 1
Time-interval 40: 1
Time-interval 41: 4
Time-interval 42: 2
Time-interval 43: 1
Time-interval 44: 1
Time-interval 45: 0
Time-interval 46: 0
Time-interval 47: 0
Time-interval 48: 3
Time-interval 49: 2
Time-interval 50: 4
Time-interval 51: 3
Time-interval 52: 0
Time-interval 53: 3
Time-interval 54: 4
Time-interval 55: 2
Time-interval 56: 0
Time-interval 57: 1
Time-interval 58: 0
Time-interval 59: 3
Time-interval 60: 2
Time-interval 61: 0
Time-interval 62: 2
Time-interval 63: 5
Time-interval 64: 1
Time-interval 65: 4
Time-interval 66: 0
Time-interval 67: 1
Time-interval 68: 5
Time-interval 69: 1
Time-interval 70: 0
Time-interval 71: 0
Time-interval 72: 3
Time-interval 73: 0
Time-interval 74: 0
Time-interval 75: 1
Time-interval 76: 0
Time-interval 77: 2
Time-interval 78: 3
Time-interval 79: 2
Time-interval 80: 0
Time-interval 81: 1
Time-interval 82: 6
Time-interval 83: 1
Time-interval 84: 4
Time-interval 85: 2
Time-interval 86: 1
Time-interval 87: 1
Time-interval 88: 5
Time-interval 89: 4
Time-interval 90: 2
Time-interval 91: 2
Time-interval 92: 2
Time-interval 93: 3
Time-interval 94: 4
Time-interval 95: 1
Time-interval 96: 2
Time-interval 97: 1
Time-interval 98: 5
Time-interval 99: 1
Time-interval 100: 4
Time-interval 101: 1
Time-interval 102: 1
Time-interval 103: 0
Time-interval 104: 0
Time-interval 105: 2
Time-interval 106: 1
Time-interval 107: 1
Time-interval 108: 1
Time-interval 109: 1
Time-interval 110: 0
Time-interval 111: 3
Time-interval 112: 1
Time-interval 113: 2
Time-interval 114: 3
Time-interval 115: 0
Time-interval 116: 0
Time-interval 117: 4
Time-interval 118: 1
Time-interval 119: 0
Time-interval 120: 2
13723
