-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: Low
Daytime: Morning
Iteration: 1
Look-ahead time: 300.0 sec
Execution time: -5845 msec
-------------------------------------
Time-interval 1: 8
Time-interval 2: 3
Time-interval 3: 1
Time-interval 4: 3
Time-interval 5: 5
Time-interval 6: 5
Time-interval 7: 1
Time-interval 8: 4
Time-interval 9: 5
Time-interval 10: 1
Time-interval 11: 1
Time-interval 12: 3
Time-interval 13: 2
Time-interval 14: 0
Time-interval 15: 3
Time-interval 16: 5
Time-interval 17: 3
Time-interval 18: 2
Time-interval 19: 4
Time-interval 20: 3
Time-interval 21: 7
Time-interval 22: 5
Time-interval 23: 6
Time-interval 24: 2
Time-interval 25: 2
Time-interval 26: 2
Time-interval 27: 4
Time-interval 28: 9
Time-interval 29: 4
Time-interval 30: 4
Time-interval 31: 2
Time-interval 32: 3
Time-interval 33: 2
Time-interval 34: 2
Time-interval 35: 3
Time-interval 36: 4
Time-interval 37: 1
Time-interval 38: 1
Time-interval 39: 7
Time-interval 40: 3
Time-interval 41: 2
Time-interval 42: 4
Time-interval 43: 3
Time-interval 44: 5
Time-interval 45: 2
Time-interval 46: 5
Time-interval 47: 1
Time-interval 48: 7
Time-interval 49: 2
Time-interval 50: 2
Time-interval 51: 4
Time-interval 52: 5
Time-interval 53: 4
Time-interval 54: 5
Time-interval 55: 4
Time-interval 56: 3
Time-interval 57: 1
Time-interval 58: 1
Time-interval 59: 2
Time-interval 60: 1
Time-interval 61: 3
Time-interval 62: 1
Time-interval 63: 1
Time-interval 64: 4
Time-interval 65: 4
Time-interval 66: 2
Time-interval 67: 6
Time-interval 68: 2
Time-interval 69: 4
Time-interval 70: 2
Time-interval 71: 1
Time-interval 72: 3
Time-interval 73: 5
Time-interval 74: 2
Time-interval 75: 3
Time-interval 76: 1
Time-interval 77: 2
Time-interval 78: 1
Time-interval 79: 5
Time-interval 80: 7
Time-interval 81: 2
Time-interval 82: 4
Time-interval 83: 5
Time-interval 84: 5
Time-interval 85: 4
Time-interval 86: 5
Time-interval 87: 2
Time-interval 88: 2
Time-interval 89: 0
Time-interval 90: 1
Time-interval 91: 1
Time-interval 92: 1
Time-interval 93: 5
Time-interval 94: 2
Time-interval 95: 2
Time-interval 96: 3
Time-interval 97: 2
Time-interval 98: 2
Time-interval 99: 4
Time-interval 100: 3
Time-interval 101: 4
Time-interval 102: 3
Time-interval 103: 3
Time-interval 104: 1
Time-interval 105: 2
Time-interval 106: 2
Time-interval 107: 3
Time-interval 108: 5
Time-interval 109: 1
Time-interval 110: 0
Time-interval 111: 1
Time-interval 112: 1
Time-interval 113: 3
Time-interval 114: 7
Time-interval 115: 6
Time-interval 116: 2
Time-interval 117: 3
Time-interval 118: 4
Time-interval 119: 2
Time-interval 120: 4
13723
