-------------------------------------
Air Traffic Density Analysis.
Flight concept: FullMix
Air traffic density: Low
Daytime: Morning
Iteration: 2
Execution time: 46 msec
-------------------------------------
Time 1: 1.7326928095467428E-10
Time 2: 1.731956791583869E-10
Time 3: 1.7604865679928643E-10
Time 4: 1.8066882279289127E-10
Time 5: 1.7074997356655904E-10
Time 6: 1.8342076485759692E-10
Time 7: 1.8227854724572022E-10
Time 8: 1.7894261065373573E-10
Time 9: 1.674006189494115E-10
Time 10: 1.7261872001500498E-10
Time 11: 1.7437761122670988E-10
Time 12: 1.7075300665451992E-10
Time 13: 1.7883992924549356E-10
Time 14: 1.7529551744988652E-10
Time 15: 1.7614553864739164E-10
Time 16: 1.7304037975594376E-10
Time 17: 1.6938282053755388E-10
Time 18: 1.7005971644645602E-10
Time 19: 1.742916874761166E-10
Time 20: 1.6890324024015128E-10
Time 21: 1.7181816228408468E-10
Time 22: 1.675859675791048E-10
Time 23: 1.6565611053714355E-10
Time 24: 1.6744187637306597E-10
Time 25: 1.7477861684432524E-10
Time 26: 1.7259998901528184E-10
Time 27: 1.6639437548922833E-10
Time 28: 1.658639195752706E-10
Time 29: 1.723466856319965E-10
Time 30: 1.7896169490456763E-10
Time 31: 1.8299921913620303E-10
Time 32: 1.768799135861985E-10
Time 33: 1.8664794455998897E-10
Time 34: 1.8764474928128096E-10
Time 35: 1.839512973829815E-10
Time 36: 1.8573678848825618E-10
Time 37: 1.842980009172486E-10
Time 38: 1.86421786764115E-10
Time 39: 1.9016371167757752E-10
Time 40: 1.7855238905231294E-10
Time 41: 1.83414729480954E-10
Time 42: 1.6923774273195982E-10
Time 43: 1.7363275794044176E-10
Time 44: 1.7611187514357387E-10
Time 45: 1.7155657650593162E-10
Time 46: 1.684757260327915E-10
Time 47: 1.712606433499245E-10
Time 48: 1.738919765021918E-10
Time 49: 1.7650813192679214E-10
Time 50: 1.833756494325147E-10
Time 51: 1.8033244328444064E-10
Time 52: 1.776926912709925E-10
Time 53: 1.8186262004392618E-10
Time 54: 1.8542939192287467E-10
Time 55: 1.76944070444119E-10
Time 56: 1.8405836660864788E-10
Time 57: 1.8527545988043952E-10
Time 58: 1.7231824106596211E-10
Time 59: 1.809197356794548E-10
Time 60: 1.7897269112500784E-10
Time 61: 1.7489796769561643E-10
Time 62: 1.6992311458364328E-10
Time 63: 1.7345242715423645E-10
Time 64: 1.761837822326042E-10
Time 65: 1.7309296245567075E-10
Time 66: 1.7023901275488551E-10
Time 67: 1.7766409913881665E-10
Time 68: 1.7282824243919087E-10
Time 69: 1.758737681502311E-10
Time 70: 1.764050794892625E-10
Time 71: 1.8116798669557087E-10
Time 72: 1.8165466985003483E-10
Time 73: 1.8853005193684605E-10
Time 74: 1.777435610195836E-10
Time 75: 1.8262005337115838E-10
Time 76: 1.8312411085477879E-10
Time 77: 1.8367264485464502E-10
Time 78: 1.860320807058506E-10
Time 79: 1.8941739850853142E-10
Time 80: 1.751083128770577E-10
Time 81: 1.7896816191341866E-10
Time 82: 1.78108017480539E-10
Time 83: 1.7372300119277353E-10
Time 84: 1.6920211843992039E-10
Time 85: 1.739848878343317E-10
Time 86: 1.7766850799990375E-10
Time 87: 1.796623898294481E-10
Time 88: 1.7867097756421468E-10
Time 89: 1.7841258649407577E-10
Time 90: 1.7275857133177257E-10
Time 91: 1.8417787320920864E-10
Time 92: 1.8522675629693435E-10
Time 93: 1.835952347863186E-10
Time 94: 1.78877074410238E-10
Time 95: 1.7940546612093317E-10
Time 96: 1.7919509586522327E-10
Time 97: 1.7816314489524834E-10
Time 98: 1.8243027165298865E-10
Time 99: 1.6959489769009878E-10
Time 100: 1.73723826052379E-10
Time 101: 1.8392666024706074E-10
Time 102: 1.7069400905730373E-10
Time 103: 1.7353454435409468E-10
Time 104: 1.777120941062614E-10
Time 105: 1.7485850142302367E-10
Time 106: 1.726033428160794E-10
Time 107: 1.7710825964929046E-10
Time 108: 1.7823543540439364E-10
Time 109: 1.7948453381970761E-10
Time 110: 1.8058600470899838E-10
Time 111: 1.8272359157866516E-10
Time 112: 1.7440254265613408E-10
Time 113: 1.784166749335587E-10
Time 114: 1.7233198974179838E-10
Time 115: 1.8058195902459695E-10
Time 116: 1.7858930303737227E-10
Time 117: 1.805429752039766E-10
Time 118: 1.734388699830608E-10
Time 119: 1.7993929999946007E-10
Time 120: 1.8062000036251978E-10
