-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: Low
Daytime: Morning
Iteration: 2
Look-ahead time: 15.0 sec
Execution time: -6763 msec
-------------------------------------
Time-interval 1: 5
Time-interval 2: 1
Time-interval 3: 4
Time-interval 4: 3
Time-interval 5: 2
Time-interval 6: 3
Time-interval 7: 4
Time-interval 8: 7
Time-interval 9: 3
Time-interval 10: 1
Time-interval 11: 2
Time-interval 12: 3
Time-interval 13: 3
Time-interval 14: 5
Time-interval 15: 3
Time-interval 16: 5
Time-interval 17: 4
Time-interval 18: 1
Time-interval 19: 1
Time-interval 20: 4
Time-interval 21: 2
Time-interval 22: 4
Time-interval 23: 4
Time-interval 24: 3
Time-interval 25: 2
Time-interval 26: 2
Time-interval 27: 3
Time-interval 28: 2
Time-interval 29: 3
Time-interval 30: 4
Time-interval 31: 3
Time-interval 32: 3
Time-interval 33: 6
Time-interval 34: 1
Time-interval 35: 4
Time-interval 36: 2
Time-interval 37: 2
Time-interval 38: 4
Time-interval 39: 1
Time-interval 40: 4
Time-interval 41: 3
Time-interval 42: 5
Time-interval 43: 5
Time-interval 44: 1
Time-interval 45: 4
Time-interval 46: 3
Time-interval 47: 0
Time-interval 48: 3
Time-interval 49: 2
Time-interval 50: 2
Time-interval 51: 4
Time-interval 52: 3
Time-interval 53: 6
Time-interval 54: 3
Time-interval 55: 2
Time-interval 56: 0
Time-interval 57: 3
Time-interval 58: 5
Time-interval 59: 3
Time-interval 60: 5
Time-interval 61: 7
Time-interval 62: 1
Time-interval 63: 1
Time-interval 64: 4
Time-interval 65: 6
Time-interval 66: 6
Time-interval 67: 4
Time-interval 68: 3
Time-interval 69: 3
Time-interval 70: 3
Time-interval 71: 2
Time-interval 72: 9
Time-interval 73: 4
Time-interval 74: 2
Time-interval 75: 0
Time-interval 76: 2
Time-interval 77: 0
Time-interval 78: 4
Time-interval 79: 3
Time-interval 80: 3
Time-interval 81: 3
Time-interval 82: 0
Time-interval 83: 0
Time-interval 84: 4
Time-interval 85: 1
Time-interval 86: 3
Time-interval 87: 5
Time-interval 88: 2
Time-interval 89: 3
Time-interval 90: 2
Time-interval 91: 4
Time-interval 92: 6
Time-interval 93: 5
Time-interval 94: 2
Time-interval 95: 2
Time-interval 96: 3
Time-interval 97: 4
Time-interval 98: 3
Time-interval 99: 2
Time-interval 100: 4
Time-interval 101: 2
Time-interval 102: 1
Time-interval 103: 4
Time-interval 104: 6
Time-interval 105: 3
Time-interval 106: 1
Time-interval 107: 1
Time-interval 108: 3
Time-interval 109: 3
Time-interval 110: 3
Time-interval 111: 4
Time-interval 112: 3
Time-interval 113: 1
Time-interval 114: 3
Time-interval 115: 4
Time-interval 116: 4
Time-interval 117: 4
Time-interval 118: 4
Time-interval 119: 1
Time-interval 120: 1
13644
