-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: High
Daytime: Evening
Iteration: 2
Look-ahead time: 60.0 sec
Execution time: -20779 msec
-------------------------------------
Time-interval 1: 4
Time-interval 2: 3
Time-interval 3: 7
Time-interval 4: 6
Time-interval 5: 3
Time-interval 6: 8
Time-interval 7: 5
Time-interval 8: 9
Time-interval 9: 13
Time-interval 10: 6
Time-interval 11: 12
Time-interval 12: 5
Time-interval 13: 7
Time-interval 14: 13
Time-interval 15: 5
Time-interval 16: 3
Time-interval 17: 7
Time-interval 18: 8
Time-interval 19: 9
Time-interval 20: 5
Time-interval 21: 10
Time-interval 22: 8
Time-interval 23: 7
Time-interval 24: 4
Time-interval 25: 6
Time-interval 26: 3
Time-interval 27: 9
Time-interval 28: 14
Time-interval 29: 9
Time-interval 30: 12
Time-interval 31: 10
Time-interval 32: 6
Time-interval 33: 9
Time-interval 34: 7
Time-interval 35: 13
Time-interval 36: 10
Time-interval 37: 6
Time-interval 38: 7
Time-interval 39: 9
Time-interval 40: 11
Time-interval 41: 6
Time-interval 42: 13
Time-interval 43: 8
Time-interval 44: 15
Time-interval 45: 11
Time-interval 46: 12
Time-interval 47: 12
Time-interval 48: 16
Time-interval 49: 15
Time-interval 50: 9
Time-interval 51: 12
Time-interval 52: 10
Time-interval 53: 9
Time-interval 54: 8
Time-interval 55: 12
Time-interval 56: 12
Time-interval 57: 5
Time-interval 58: 9
Time-interval 59: 13
Time-interval 60: 6
Time-interval 61: 15
Time-interval 62: 11
Time-interval 63: 12
Time-interval 64: 9
Time-interval 65: 10
Time-interval 66: 18
Time-interval 67: 16
Time-interval 68: 18
Time-interval 69: 5
Time-interval 70: 11
Time-interval 71: 14
Time-interval 72: 12
Time-interval 73: 5
Time-interval 74: 8
Time-interval 75: 16
Time-interval 76: 19
Time-interval 77: 15
Time-interval 78: 9
Time-interval 79: 12
Time-interval 80: 19
Time-interval 81: 21
Time-interval 82: 20
Time-interval 83: 20
Time-interval 84: 18
Time-interval 85: 14
Time-interval 86: 13
Time-interval 87: 17
Time-interval 88: 20
Time-interval 89: 12
Time-interval 90: 19
Time-interval 91: 15
Time-interval 92: 22
Time-interval 93: 16
Time-interval 94: 17
Time-interval 95: 16
Time-interval 96: 17
Time-interval 97: 14
Time-interval 98: 9
Time-interval 99: 11
Time-interval 100: 12
Time-interval 101: 19
Time-interval 102: 19
Time-interval 103: 21
Time-interval 104: 11
Time-interval 105: 12
Time-interval 106: 23
Time-interval 107: 16
Time-interval 108: 22
Time-interval 109: 16
Time-interval 110: 12
Time-interval 111: 12
Time-interval 112: 17
Time-interval 113: 18
Time-interval 114: 21
Time-interval 115: 14
Time-interval 116: 19
Time-interval 117: 15
Time-interval 118: 17
Time-interval 119: 21
Time-interval 120: 19
21980
