-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: High
Daytime: Evening
Iteration: 1
Look-ahead time: 30.0 sec
Execution time: -17284 msec
-------------------------------------
Time-interval 1: 3
Time-interval 2: 3
Time-interval 3: 1
Time-interval 4: 2
Time-interval 5: 2
Time-interval 6: 4
Time-interval 7: 2
Time-interval 8: 3
Time-interval 9: 3
Time-interval 10: 1
Time-interval 11: 3
Time-interval 12: 3
Time-interval 13: 1
Time-interval 14: 3
Time-interval 15: 2
Time-interval 16: 1
Time-interval 17: 2
Time-interval 18: 4
Time-interval 19: 3
Time-interval 20: 0
Time-interval 21: 2
Time-interval 22: 3
Time-interval 23: 3
Time-interval 24: 4
Time-interval 25: 1
Time-interval 26: 4
Time-interval 27: 4
Time-interval 28: 4
Time-interval 29: 3
Time-interval 30: 2
Time-interval 31: 6
Time-interval 32: 1
Time-interval 33: 2
Time-interval 34: 2
Time-interval 35: 1
Time-interval 36: 1
Time-interval 37: 4
Time-interval 38: 0
Time-interval 39: 7
Time-interval 40: 0
Time-interval 41: 3
Time-interval 42: 2
Time-interval 43: 2
Time-interval 44: 2
Time-interval 45: 4
Time-interval 46: 3
Time-interval 47: 3
Time-interval 48: 1
Time-interval 49: 2
Time-interval 50: 4
Time-interval 51: 4
Time-interval 52: 2
Time-interval 53: 2
Time-interval 54: 1
Time-interval 55: 2
Time-interval 56: 3
Time-interval 57: 2
Time-interval 58: 4
Time-interval 59: 6
Time-interval 60: 3
Time-interval 61: 6
Time-interval 62: 2
Time-interval 63: 1
Time-interval 64: 4
Time-interval 65: 5
Time-interval 66: 2
Time-interval 67: 2
Time-interval 68: 0
Time-interval 69: 3
Time-interval 70: 6
Time-interval 71: 3
Time-interval 72: 2
Time-interval 73: 2
Time-interval 74: 3
Time-interval 75: 3
Time-interval 76: 5
Time-interval 77: 2
Time-interval 78: 4
Time-interval 79: 3
Time-interval 80: 4
Time-interval 81: 4
Time-interval 82: 4
Time-interval 83: 4
Time-interval 84: 4
Time-interval 85: 5
Time-interval 86: 1
Time-interval 87: 1
Time-interval 88: 0
Time-interval 89: 3
Time-interval 90: 2
Time-interval 91: 5
Time-interval 92: 2
Time-interval 93: 6
Time-interval 94: 3
Time-interval 95: 6
Time-interval 96: 1
Time-interval 97: 2
Time-interval 98: 0
Time-interval 99: 4
Time-interval 100: 3
Time-interval 101: 3
Time-interval 102: 4
Time-interval 103: 8
Time-interval 104: 7
Time-interval 105: 4
Time-interval 106: 6
Time-interval 107: 2
Time-interval 108: 6
Time-interval 109: 7
Time-interval 110: 6
Time-interval 111: 5
Time-interval 112: 3
Time-interval 113: 6
Time-interval 114: 11
Time-interval 115: 4
Time-interval 116: 3
Time-interval 117: 5
Time-interval 118: 2
Time-interval 119: 4
Time-interval 120: 14
21783
