-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: High
Daytime: Evening
Iteration: 2
Look-ahead time: 15.0 sec
Execution time: -26670 msec
-------------------------------------
Time-interval 1: 11
Time-interval 2: 6
Time-interval 3: 14
Time-interval 4: 3
Time-interval 5: 11
Time-interval 6: 11
Time-interval 7: 8
Time-interval 8: 11
Time-interval 9: 12
Time-interval 10: 11
Time-interval 11: 18
Time-interval 12: 8
Time-interval 13: 10
Time-interval 14: 9
Time-interval 15: 14
Time-interval 16: 10
Time-interval 17: 16
Time-interval 18: 19
Time-interval 19: 8
Time-interval 20: 7
Time-interval 21: 9
Time-interval 22: 8
Time-interval 23: 10
Time-interval 24: 9
Time-interval 25: 14
Time-interval 26: 9
Time-interval 27: 11
Time-interval 28: 10
Time-interval 29: 15
Time-interval 30: 16
Time-interval 31: 17
Time-interval 32: 10
Time-interval 33: 15
Time-interval 34: 13
Time-interval 35: 16
Time-interval 36: 14
Time-interval 37: 6
Time-interval 38: 15
Time-interval 39: 12
Time-interval 40: 13
Time-interval 41: 12
Time-interval 42: 12
Time-interval 43: 9
Time-interval 44: 9
Time-interval 45: 11
Time-interval 46: 13
Time-interval 47: 16
Time-interval 48: 14
Time-interval 49: 13
Time-interval 50: 10
Time-interval 51: 10
Time-interval 52: 12
Time-interval 53: 12
Time-interval 54: 24
Time-interval 55: 10
Time-interval 56: 11
Time-interval 57: 15
Time-interval 58: 11
Time-interval 59: 17
Time-interval 60: 16
Time-interval 61: 16
Time-interval 62: 14
Time-interval 63: 16
Time-interval 64: 13
Time-interval 65: 10
Time-interval 66: 14
Time-interval 67: 16
Time-interval 68: 10
Time-interval 69: 13
Time-interval 70: 11
Time-interval 71: 20
Time-interval 72: 25
Time-interval 73: 20
Time-interval 74: 8
Time-interval 75: 22
Time-interval 76: 18
Time-interval 77: 8
Time-interval 78: 16
Time-interval 79: 15
Time-interval 80: 25
Time-interval 81: 13
Time-interval 82: 13
Time-interval 83: 15
Time-interval 84: 13
Time-interval 85: 13
Time-interval 86: 11
Time-interval 87: 12
Time-interval 88: 22
Time-interval 89: 12
Time-interval 90: 17
Time-interval 91: 14
Time-interval 92: 11
Time-interval 93: 13
Time-interval 94: 15
Time-interval 95: 15
Time-interval 96: 14
Time-interval 97: 15
Time-interval 98: 19
Time-interval 99: 18
Time-interval 100: 14
Time-interval 101: 16
Time-interval 102: 23
Time-interval 103: 14
Time-interval 104: 13
Time-interval 105: 18
Time-interval 106: 19
Time-interval 107: 15
Time-interval 108: 15
Time-interval 109: 16
Time-interval 110: 16
Time-interval 111: 19
Time-interval 112: 17
Time-interval 113: 22
Time-interval 114: 20
Time-interval 115: 14
Time-interval 116: 19
Time-interval 117: 17
Time-interval 118: 17
Time-interval 119: 16
Time-interval 120: 7
