-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: High
Daytime: Evening
Iteration: 1
Look-ahead time: 300.0 sec
Execution time: -23943 msec
-------------------------------------
Time-interval 1: 7
Time-interval 2: 7
Time-interval 3: 5
Time-interval 4: 7
Time-interval 5: 6
Time-interval 6: 9
Time-interval 7: 4
Time-interval 8: 8
Time-interval 9: 8
Time-interval 10: 10
Time-interval 11: 6
Time-interval 12: 6
Time-interval 13: 11
Time-interval 14: 8
Time-interval 15: 5
Time-interval 16: 10
Time-interval 17: 9
Time-interval 18: 9
Time-interval 19: 7
Time-interval 20: 5
Time-interval 21: 5
Time-interval 22: 12
Time-interval 23: 5
Time-interval 24: 10
Time-interval 25: 7
Time-interval 26: 1
Time-interval 27: 11
Time-interval 28: 14
Time-interval 29: 8
Time-interval 30: 12
Time-interval 31: 8
Time-interval 32: 10
Time-interval 33: 11
Time-interval 34: 14
Time-interval 35: 4
Time-interval 36: 4
Time-interval 37: 7
Time-interval 38: 7
Time-interval 39: 5
Time-interval 40: 10
Time-interval 41: 4
Time-interval 42: 2
Time-interval 43: 4
Time-interval 44: 6
Time-interval 45: 7
Time-interval 46: 10
Time-interval 47: 4
Time-interval 48: 6
Time-interval 49: 8
Time-interval 50: 5
Time-interval 51: 6
Time-interval 52: 11
Time-interval 53: 8
Time-interval 54: 6
Time-interval 55: 7
Time-interval 56: 12
Time-interval 57: 12
Time-interval 58: 14
Time-interval 59: 10
Time-interval 60: 11
Time-interval 61: 10
Time-interval 62: 6
Time-interval 63: 4
Time-interval 64: 7
Time-interval 65: 8
Time-interval 66: 8
Time-interval 67: 9
Time-interval 68: 12
Time-interval 69: 10
Time-interval 70: 14
Time-interval 71: 13
Time-interval 72: 9
Time-interval 73: 14
Time-interval 74: 6
Time-interval 75: 13
Time-interval 76: 10
Time-interval 77: 21
Time-interval 78: 11
Time-interval 79: 12
Time-interval 80: 8
Time-interval 81: 12
Time-interval 82: 15
Time-interval 83: 5
Time-interval 84: 10
Time-interval 85: 9
Time-interval 86: 15
Time-interval 87: 8
Time-interval 88: 3
Time-interval 89: 8
Time-interval 90: 15
Time-interval 91: 13
Time-interval 92: 8
Time-interval 93: 7
Time-interval 94: 12
Time-interval 95: 10
Time-interval 96: 14
Time-interval 97: 12
Time-interval 98: 13
Time-interval 99: 10
Time-interval 100: 10
Time-interval 101: 17
Time-interval 102: 17
Time-interval 103: 14
Time-interval 104: 22
Time-interval 105: 17
Time-interval 106: 16
Time-interval 107: 14
Time-interval 108: 15
Time-interval 109: 21
Time-interval 110: 11
Time-interval 111: 15
Time-interval 112: 14
Time-interval 113: 15
Time-interval 114: 14
Time-interval 115: 24
Time-interval 116: 16
Time-interval 117: 20
Time-interval 118: 12
Time-interval 119: 21
Time-interval 120: 16
