-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: High
Daytime: Evening
Iteration: 2
Look-ahead time: 300.0 sec
Execution time: -19714 msec
-------------------------------------
Time-interval 1: 8
Time-interval 2: 8
Time-interval 3: 9
Time-interval 4: 11
Time-interval 5: 10
Time-interval 6: 6
Time-interval 7: 11
Time-interval 8: 4
Time-interval 9: 6
Time-interval 10: 5
Time-interval 11: 9
Time-interval 12: 7
Time-interval 13: 9
Time-interval 14: 11
Time-interval 15: 10
Time-interval 16: 11
Time-interval 17: 9
Time-interval 18: 9
Time-interval 19: 13
Time-interval 20: 5
Time-interval 21: 13
Time-interval 22: 14
Time-interval 23: 10
Time-interval 24: 5
Time-interval 25: 13
Time-interval 26: 6
Time-interval 27: 9
Time-interval 28: 8
Time-interval 29: 9
Time-interval 30: 11
Time-interval 31: 12
Time-interval 32: 13
Time-interval 33: 6
Time-interval 34: 11
Time-interval 35: 6
Time-interval 36: 4
Time-interval 37: 6
Time-interval 38: 11
Time-interval 39: 10
Time-interval 40: 6
Time-interval 41: 13
Time-interval 42: 8
Time-interval 43: 8
Time-interval 44: 5
Time-interval 45: 10
Time-interval 46: 14
Time-interval 47: 13
Time-interval 48: 7
Time-interval 49: 15
Time-interval 50: 13
Time-interval 51: 11
Time-interval 52: 11
Time-interval 53: 8
Time-interval 54: 4
Time-interval 55: 13
Time-interval 56: 7
Time-interval 57: 10
Time-interval 58: 13
Time-interval 59: 14
Time-interval 60: 15
Time-interval 61: 7
Time-interval 62: 11
Time-interval 63: 14
Time-interval 64: 8
Time-interval 65: 15
Time-interval 66: 11
Time-interval 67: 9
Time-interval 68: 10
Time-interval 69: 12
Time-interval 70: 11
Time-interval 71: 6
Time-interval 72: 7
Time-interval 73: 13
Time-interval 74: 13
Time-interval 75: 14
Time-interval 76: 16
Time-interval 77: 16
Time-interval 78: 13
Time-interval 79: 14
Time-interval 80: 13
Time-interval 81: 11
Time-interval 82: 14
Time-interval 83: 14
Time-interval 84: 17
Time-interval 85: 12
Time-interval 86: 22
Time-interval 87: 6
Time-interval 88: 19
Time-interval 89: 9
Time-interval 90: 9
Time-interval 91: 10
Time-interval 92: 14
Time-interval 93: 10
Time-interval 94: 11
Time-interval 95: 8
Time-interval 96: 10
Time-interval 97: 14
Time-interval 98: 14
Time-interval 99: 14
Time-interval 100: 17
Time-interval 101: 17
Time-interval 102: 17
Time-interval 103: 21
Time-interval 104: 17
Time-interval 105: 14
Time-interval 106: 10
Time-interval 107: 8
Time-interval 108: 8
Time-interval 109: 12
Time-interval 110: 16
Time-interval 111: 17
Time-interval 112: 15
Time-interval 113: 15
Time-interval 114: 14
Time-interval 115: 12
Time-interval 116: 13
Time-interval 117: 16
Time-interval 118: 15
Time-interval 119: 16
Time-interval 120: 11
21980
