-------------------------------------
Air Traffic Density Analysis.
Flight concept: FullMix
Air traffic density: Medium
Daytime: Evening
Iteration: 2
Execution time: 25 msec
-------------------------------------
Time 1: 2.5288312804300513E-10
Time 2: 2.542852545161215E-10
Time 3: 2.608555846424818E-10
Time 4: 2.6469686892605863E-10
Time 5: 2.667589160638128E-10
Time 6: 2.6947572580368234E-10
Time 7: 2.6590843032064214E-10
Time 8: 2.7062740662120224E-10
Time 9: 2.736754595945559E-10
Time 10: 2.7192875989179197E-10
Time 11: 2.714634859910218E-10
Time 12: 2.727076914094781E-10
Time 13: 2.73538806979378E-10
Time 14: 2.7900885565714875E-10
Time 15: 2.7545626726446184E-10
Time 16: 2.8133086632281806E-10
Time 17: 2.707840418533304E-10
Time 18: 2.7524197467636014E-10
Time 19: 2.695956946025985E-10
Time 20: 2.741440081383664E-10
Time 21: 2.7524397557786693E-10
Time 22: 2.725433614622047E-10
Time 23: 2.7138808657966716E-10
Time 24: 2.7708416573678226E-10
Time 25: 2.793267727511294E-10
Time 26: 2.7978633376134003E-10
Time 27: 2.770602658887054E-10
Time 28: 2.696300568652386E-10
Time 29: 2.707760515131212E-10
Time 30: 2.722828131264315E-10
Time 31: 2.7337508869276966E-10
Time 32: 2.742141361520996E-10
Time 33: 2.6929147936333163E-10
Time 34: 2.754183934432513E-10
Time 35: 2.7592935097404363E-10
Time 36: 2.7018296544078766E-10
Time 37: 2.718934061657535E-10
Time 38: 2.716780031267368E-10
Time 39: 2.7484351288131324E-10
Time 40: 2.7722770237921926E-10
Time 41: 2.793076300309124E-10
Time 42: 2.84563435119394E-10
Time 43: 2.809446944591325E-10
Time 44: 2.8191768300813784E-10
Time 45: 2.822071225866559E-10
Time 46: 2.822971994763206E-10
Time 47: 2.83321808672511E-10
Time 48: 2.877834011469135E-10
Time 49: 2.8520951418629985E-10
Time 50: 2.773380739340692E-10
Time 51: 2.897726617301165E-10
Time 52: 2.8910094331032383E-10
Time 53: 2.885489600465045E-10
Time 54: 2.88526654022661E-10
Time 55: 2.8470860414101986E-10
Time 56: 2.8489418403615464E-10
Time 57: 2.7462682270808837E-10
Time 58: 2.75164953110799E-10
Time 59: 2.7313917538204044E-10
Time 60: 2.687885776730887E-10
Time 61: 2.678665786660909E-10
Time 62: 2.712821825827817E-10
Time 63: 2.701224953081755E-10
Time 64: 2.773535815484661E-10
Time 65: 2.7898642731903955E-10
Time 66: 2.7966846089683E-10
Time 67: 2.8383321512270417E-10
Time 68: 2.831147119603501E-10
Time 69: 2.852284003148198E-10
Time 70: 2.8717171923309507E-10
Time 71: 2.866327189522774E-10
Time 72: 2.8345604731256366E-10
Time 73: 2.826705123816211E-10
Time 74: 2.889414869144962E-10
Time 75: 2.8673672153955916E-10
Time 76: 2.880928812858065E-10
Time 77: 2.884782540500484E-10
Time 78: 2.849309744463239E-10
Time 79: 2.854955704101214E-10
Time 80: 2.794533540886291E-10
Time 81: 2.821116979955169E-10
Time 82: 2.78091041019915E-10
Time 83: 2.776116075541788E-10
Time 84: 2.7946089297187664E-10
Time 85: 2.776654042104486E-10
Time 86: 2.7412418446837103E-10
Time 87: 2.7746588841422504E-10
Time 88: 2.7766761318430263E-10
Time 89: 2.712228140352243E-10
Time 90: 2.822382344906816E-10
Time 91: 2.8357428936716146E-10
Time 92: 2.844104767186987E-10
Time 93: 2.891658865226969E-10
Time 94: 2.8684001327479957E-10
Time 95: 2.8818704119330074E-10
Time 96: 2.894047927214904E-10
Time 97: 2.862894592131477E-10
Time 98: 2.921119942804209E-10
Time 99: 2.916148901425877E-10
Time 100: 2.9052149762880996E-10
Time 101: 2.891455038354215E-10
Time 102: 2.9078292144429E-10
Time 103: 2.89997491749317E-10
Time 104: 2.9656555607533804E-10
Time 105: 2.916771486481649E-10
Time 106: 2.9579497624104193E-10
Time 107: 2.9547187652319374E-10
Time 108: 2.887791381888274E-10
Time 109: 2.9704146790327336E-10
Time 110: 2.988343592619387E-10
Time 111: 2.9094798419031067E-10
Time 112: 3.030260089220086E-10
Time 113: 3.065797435433957E-10
Time 114: 3.0540258544811573E-10
Time 115: 3.0940684648946306E-10
Time 116: 3.047354804105129E-10
Time 117: 3.004304912586926E-10
Time 118: 3.0298900284098604E-10
Time 119: 3.0592039456566066E-10
Time 120: 3.020813245546985E-10
