-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: Medium
Daytime: Evening
Iteration: 1
Look-ahead time: 90.0 sec
Execution time: -15502 msec
-------------------------------------
Time-interval 1: 10
Time-interval 2: 13
Time-interval 3: 10
Time-interval 4: 11
Time-interval 5: 9
Time-interval 6: 13
Time-interval 7: 8
Time-interval 8: 18
Time-interval 9: 11
Time-interval 10: 10
Time-interval 11: 12
Time-interval 12: 16
Time-interval 13: 14
Time-interval 14: 5
Time-interval 15: 11
Time-interval 16: 8
Time-interval 17: 12
Time-interval 18: 15
Time-interval 19: 18
Time-interval 20: 5
Time-interval 21: 18
Time-interval 22: 11
Time-interval 23: 20
Time-interval 24: 13
Time-interval 25: 14
Time-interval 26: 17
Time-interval 27: 14
Time-interval 28: 11
Time-interval 29: 11
Time-interval 30: 17
Time-interval 31: 21
Time-interval 32: 17
Time-interval 33: 21
Time-interval 34: 18
Time-interval 35: 22
Time-interval 36: 17
Time-interval 37: 11
Time-interval 38: 12
Time-interval 39: 15
Time-interval 40: 17
Time-interval 41: 15
Time-interval 42: 13
Time-interval 43: 21
Time-interval 44: 14
Time-interval 45: 15
Time-interval 46: 15
Time-interval 47: 23
Time-interval 48: 14
Time-interval 49: 16
Time-interval 50: 17
Time-interval 51: 18
Time-interval 52: 11
Time-interval 53: 19
Time-interval 54: 22
Time-interval 55: 23
Time-interval 56: 19
Time-interval 57: 21
Time-interval 58: 22
Time-interval 59: 22
Time-interval 60: 15
Time-interval 61: 21
Time-interval 62: 23
Time-interval 63: 21
Time-interval 64: 23
Time-interval 65: 15
Time-interval 66: 18
Time-interval 67: 18
Time-interval 68: 25
Time-interval 69: 24
Time-interval 70: 17
Time-interval 71: 23
Time-interval 72: 22
Time-interval 73: 34
Time-interval 74: 18
Time-interval 75: 29
Time-interval 76: 16
Time-interval 77: 26
Time-interval 78: 35
Time-interval 79: 21
Time-interval 80: 18
Time-interval 81: 16
Time-interval 82: 34
Time-interval 83: 20
Time-interval 84: 35
Time-interval 85: 22
Time-interval 86: 21
Time-interval 87: 24
Time-interval 88: 23
Time-interval 89: 33
Time-interval 90: 29
Time-interval 91: 24
Time-interval 92: 28
Time-interval 93: 30
Time-interval 94: 28
Time-interval 95: 31
Time-interval 96: 19
Time-interval 97: 22
Time-interval 98: 36
Time-interval 99: 33
Time-interval 100: 42
Time-interval 101: 28
Time-interval 102: 40
Time-interval 103: 30
Time-interval 104: 23
Time-interval 105: 38
Time-interval 106: 36
Time-interval 107: 32
Time-interval 108: 31
Time-interval 109: 35
Time-interval 110: 36
Time-interval 111: 37
Time-interval 112: 34
Time-interval 113: 53
Time-interval 114: 34
Time-interval 115: 39
Time-interval 116: 40
Time-interval 117: 42
Time-interval 118: 31
Time-interval 119: 38
Time-interval 120: 43
