-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: Medium
Daytime: Evening
Iteration: 1
Look-ahead time: 300.0 sec
Execution time: -11515 msec
-------------------------------------
Time-interval 1: 6
Time-interval 2: 5
Time-interval 3: 4
Time-interval 4: 5
Time-interval 5: 3
Time-interval 6: 3
Time-interval 7: 6
Time-interval 8: 5
Time-interval 9: 8
Time-interval 10: 5
Time-interval 11: 4
Time-interval 12: 8
Time-interval 13: 1
Time-interval 14: 8
Time-interval 15: 7
Time-interval 16: 5
Time-interval 17: 2
Time-interval 18: 6
Time-interval 19: 4
Time-interval 20: 6
Time-interval 21: 5
Time-interval 22: 5
Time-interval 23: 1
Time-interval 24: 6
Time-interval 25: 5
Time-interval 26: 3
Time-interval 27: 9
Time-interval 28: 2
Time-interval 29: 3
Time-interval 30: 4
Time-interval 31: 4
Time-interval 32: 7
Time-interval 33: 4
Time-interval 34: 2
Time-interval 35: 5
Time-interval 36: 4
Time-interval 37: 5
Time-interval 38: 9
Time-interval 39: 1
Time-interval 40: 6
Time-interval 41: 5
Time-interval 42: 4
Time-interval 43: 4
Time-interval 44: 5
Time-interval 45: 4
Time-interval 46: 5
Time-interval 47: 6
Time-interval 48: 3
Time-interval 49: 5
Time-interval 50: 9
Time-interval 51: 4
Time-interval 52: 5
Time-interval 53: 3
Time-interval 54: 11
Time-interval 55: 7
Time-interval 56: 4
Time-interval 57: 1
Time-interval 58: 8
Time-interval 59: 2
Time-interval 60: 4
Time-interval 61: 5
Time-interval 62: 6
Time-interval 63: 6
Time-interval 64: 4
Time-interval 65: 7
Time-interval 66: 4
Time-interval 67: 5
Time-interval 68: 6
Time-interval 69: 9
Time-interval 70: 6
Time-interval 71: 8
Time-interval 72: 5
Time-interval 73: 4
Time-interval 74: 6
Time-interval 75: 6
Time-interval 76: 6
Time-interval 77: 7
Time-interval 78: 5
Time-interval 79: 5
Time-interval 80: 7
Time-interval 81: 9
Time-interval 82: 10
Time-interval 83: 3
Time-interval 84: 8
Time-interval 85: 5
Time-interval 86: 5
Time-interval 87: 4
Time-interval 88: 6
Time-interval 89: 7
Time-interval 90: 6
Time-interval 91: 9
Time-interval 92: 10
Time-interval 93: 10
Time-interval 94: 8
Time-interval 95: 8
Time-interval 96: 8
Time-interval 97: 10
Time-interval 98: 18
Time-interval 99: 11
Time-interval 100: 8
Time-interval 101: 0
Time-interval 102: 7
Time-interval 103: 14
Time-interval 104: 16
Time-interval 105: 9
Time-interval 106: 11
Time-interval 107: 9
Time-interval 108: 8
Time-interval 109: 12
Time-interval 110: 6
Time-interval 111: 8
Time-interval 112: 10
Time-interval 113: 5
Time-interval 114: 8
Time-interval 115: 12
Time-interval 116: 6
Time-interval 117: 6
Time-interval 118: 15
Time-interval 119: 13
Time-interval 120: 9
18229
