-------------------------------------
Air Traffic Density Analysis.
Flight concept: FullMix
Air traffic density: Medium
Daytime: Evening
Iteration: 1
Execution time: 30 msec
-------------------------------------
Time 1: 2.667864256748891E-10
Time 2: 2.7040128726208374E-10
Time 3: 2.7272890432713244E-10
Time 4: 2.7977155538367357E-10
Time 5: 2.8316932049894416E-10
Time 6: 2.838253372118075E-10
Time 7: 2.8465641169311403E-10
Time 8: 2.8325654517579504E-10
Time 9: 2.8431270700341317E-10
Time 10: 2.89249104932817E-10
Time 11: 2.8916072038236756E-10
Time 12: 2.888330417496413E-10
Time 13: 2.8939111725453895E-10
Time 14: 2.9050372109475385E-10
Time 15: 2.816426802055076E-10
Time 16: 2.923555899273109E-10
Time 17: 2.8727539490639265E-10
Time 18: 2.929925074712948E-10
Time 19: 2.880649007650073E-10
Time 20: 2.882289283527065E-10
Time 21: 2.871137546948241E-10
Time 22: 2.80975284577567E-10
Time 23: 2.8722868552505226E-10
Time 24: 2.85933316787367E-10
Time 25: 2.9112567757916954E-10
Time 26: 2.911742468423954E-10
Time 27: 2.8852303725659455E-10
Time 28: 2.830564549485307E-10
Time 29: 2.8209626723359114E-10
Time 30: 2.817924305203282E-10
Time 31: 2.823278072118759E-10
Time 32: 2.78146628579169E-10
Time 33: 2.7969577264507834E-10
Time 34: 2.8294168291412757E-10
Time 35: 2.888214761555207E-10
Time 36: 2.810675261596796E-10
Time 37: 2.772173503777821E-10
Time 38: 2.818375936262227E-10
Time 39: 2.801923224477071E-10
Time 40: 2.837651026007853E-10
Time 41: 2.8821920622010106E-10
Time 42: 2.8650563065852624E-10
Time 43: 2.8554829040058433E-10
Time 44: 2.8625289778398605E-10
Time 45: 2.90348374881721E-10
Time 46: 2.885894076153911E-10
Time 47: 2.912228564514173E-10
Time 48: 2.880667534411513E-10
Time 49: 2.9324984804484504E-10
Time 50: 3.047837325215746E-10
Time 51: 2.944862659863768E-10
Time 52: 3.0574839133080314E-10
Time 53: 3.017784015019168E-10
Time 54: 2.966034187506993E-10
Time 55: 2.9255036439515417E-10
Time 56: 2.9000615514290806E-10
Time 57: 2.8317018994157854E-10
Time 58: 2.8465333930807845E-10
Time 59: 2.8536241001413886E-10
Time 60: 2.815081968470633E-10
Time 61: 2.8226185207964625E-10
Time 62: 2.855416309299118E-10
Time 63: 2.8778500753037406E-10
Time 64: 2.9243086915727236E-10
Time 65: 2.9547812708879443E-10
Time 66: 2.9011295220545067E-10
Time 67: 2.9745156635589873E-10
Time 68: 2.959298686248086E-10
Time 69: 3.013554459897421E-10
Time 70: 3.020795657987137E-10
Time 71: 3.0172909842151706E-10
Time 72: 3.042197734740908E-10
Time 73: 3.0876422113391884E-10
Time 74: 3.106045661836478E-10
Time 75: 3.0841410100473254E-10
Time 76: 3.078727535725467E-10
Time 77: 2.988439326074683E-10
Time 78: 3.0843227636581353E-10
Time 79: 3.071299779152137E-10
Time 80: 3.025482632092572E-10
Time 81: 3.005683449361171E-10
Time 82: 2.989886330499081E-10
Time 83: 2.9365385441094486E-10
Time 84: 3.0141088075142104E-10
Time 85: 2.9602794152695756E-10
Time 86: 3.0155914490494424E-10
Time 87: 2.9795711984147566E-10
Time 88: 3.0049270604792546E-10
Time 89: 2.9980097490109473E-10
Time 90: 3.017208462735064E-10
Time 91: 3.01372449353352E-10
Time 92: 3.0710111642277465E-10
Time 93: 3.0225814797013686E-10
Time 94: 2.943745835078163E-10
Time 95: 3.058045793042741E-10
Time 96: 3.0636252658853124E-10
Time 97: 3.0676045209360475E-10
Time 98: 3.1208095383054465E-10
Time 99: 3.091045201918344E-10
Time 100: 3.021346683297607E-10
Time 101: 3.0503565993744174E-10
Time 102: 3.1290961527827783E-10
Time 103: 3.1260757681989487E-10
Time 104: 3.1654997041017093E-10
Time 105: 3.1747728558878217E-10
Time 106: 3.213886252675697E-10
Time 107: 3.169816978853147E-10
Time 108: 3.1492565786533756E-10
Time 109: 3.208482270775725E-10
Time 110: 3.1632272594707185E-10
Time 111: 3.2397430523385033E-10
Time 112: 3.223477455712937E-10
Time 113: 3.181078272220483E-10
Time 114: 3.260958021881528E-10
Time 115: 3.2922048535244896E-10
Time 116: 3.159112195423109E-10
Time 117: 3.2096505383276557E-10
Time 118: 3.175660397835419E-10
Time 119: 3.246080640567753E-10
Time 120: 3.238612619707999E-10
