-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: Medium
Daytime: Evening
Iteration: 1
Look-ahead time: 15.0 sec
Execution time: -15198 msec
-------------------------------------
Time-interval 1: 7
Time-interval 2: 4
Time-interval 3: 8
Time-interval 4: 5
Time-interval 5: 7
Time-interval 6: 10
Time-interval 7: 7
Time-interval 8: 4
Time-interval 9: 8
Time-interval 10: 8
Time-interval 11: 11
Time-interval 12: 13
Time-interval 13: 17
Time-interval 14: 9
Time-interval 15: 6
Time-interval 16: 6
Time-interval 17: 7
Time-interval 18: 6
Time-interval 19: 10
Time-interval 20: 8
Time-interval 21: 7
Time-interval 22: 8
Time-interval 23: 7
Time-interval 24: 9
Time-interval 25: 7
Time-interval 26: 14
Time-interval 27: 14
Time-interval 28: 8
Time-interval 29: 11
Time-interval 30: 9
Time-interval 31: 8
Time-interval 32: 6
Time-interval 33: 9
Time-interval 34: 8
Time-interval 35: 9
Time-interval 36: 7
Time-interval 37: 5
Time-interval 38: 13
Time-interval 39: 13
Time-interval 40: 12
Time-interval 41: 9
Time-interval 42: 11
Time-interval 43: 9
Time-interval 44: 15
Time-interval 45: 6
Time-interval 46: 13
Time-interval 47: 20
Time-interval 48: 8
Time-interval 49: 12
Time-interval 50: 13
Time-interval 51: 9
Time-interval 52: 5
Time-interval 53: 16
Time-interval 54: 9
Time-interval 55: 16
Time-interval 56: 14
Time-interval 57: 7
Time-interval 58: 16
Time-interval 59: 12
Time-interval 60: 10
Time-interval 61: 9
Time-interval 62: 16
Time-interval 63: 19
Time-interval 64: 10
Time-interval 65: 15
Time-interval 66: 6
Time-interval 67: 11
Time-interval 68: 8
Time-interval 69: 10
Time-interval 70: 14
Time-interval 71: 10
Time-interval 72: 14
Time-interval 73: 13
Time-interval 74: 13
Time-interval 75: 15
Time-interval 76: 8
Time-interval 77: 12
Time-interval 78: 7
Time-interval 79: 16
Time-interval 80: 23
Time-interval 81: 15
Time-interval 82: 16
Time-interval 83: 18
Time-interval 84: 16
Time-interval 85: 17
Time-interval 86: 16
Time-interval 87: 20
Time-interval 88: 13
Time-interval 89: 17
Time-interval 90: 13
Time-interval 91: 12
Time-interval 92: 16
Time-interval 93: 19
Time-interval 94: 16
Time-interval 95: 17
Time-interval 96: 23
Time-interval 97: 11
Time-interval 98: 16
Time-interval 99: 21
Time-interval 100: 18
Time-interval 101: 12
Time-interval 102: 18
Time-interval 103: 18
Time-interval 104: 22
Time-interval 105: 17
Time-interval 106: 18
Time-interval 107: 16
Time-interval 108: 19
Time-interval 109: 12
Time-interval 110: 19
Time-interval 111: 23
Time-interval 112: 18
Time-interval 113: 17
Time-interval 114: 16
Time-interval 115: 23
Time-interval 116: 22
Time-interval 117: 28
Time-interval 118: 22
Time-interval 119: 21
Time-interval 120: 21
